stuID,schID,gender,pre_region,trans_stu,trans_pa,trans,pre_frendship_1a,pre_frendship_2a,pre_frendship_3a,pre_frendship_4a,pre_frendship_5a,pre_frendship_1b,pre_frendship_2b,pre_frendship_3b,pre_frendship_4b,pre_frendship_5b,pre_frendship_6b,post_frendship_1a,post_frendship_2a,post_frendship_3a,post_frendship_4a,post_frendship_5a,post_frendship_1b,post_frendship_2b,post_frendship_3b,post_frendship_4b,post_frendship_5b,post_frendship_6b,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,enthu_pa_6,enthu_pa_7,enthu_pa_8,enthu_pa_9,enthu_pa_10,enthu_pa_11,SES,prefer_Hsch,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,academic_abil,trans_Y1,multicultur_per,sch_SES,sch_academic_abil
2875,1081,2,2,2,2,0,4,4,3,4,3,3,3,4,5,2,5,3,2,2,4,3,4,3,2,3,1,3,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,4,4,4,5,5,4,4,4,5,5,4,4,5,4,3,500,4,0,0,0,1,0,0,0,0,203.3333333,0,2.325581395,454.6176471,208.537037
2876,1081,2,2,2,2,0,5,5,4,5,4,4,4,4,4,4,4,5,5,5,5,5,5,4,3,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,5,5,4,5,5,3,4,3,3,1,2,4,2,5,3,4,3,1,480,1,1,0,0,0,0,0,0,0,231.6666667,0,2.325581395,454.6176471,208.537037
2877,1081,2,2,2,2,0,4,4,3,5,4,3,4,3,4,4,4,4,4,3,5,4,5,5,5,5,3,4,4,4,4,4,4,3,3,3,4,4,4,4,3,4,3,4,3,3,4,3,4,4,4,3,4,4,4,5,4,3,1000,1,1,0,0,0,0,0,0,0,255.3333333,0,2.325581395,454.6176471,208.537037
2878,1081,1,2,2,2,0,2,3,4,2,3,3,3,3,3,1,2,3,3,3,4,4,4,4,4,4,1,2,4,5,2,3,4,4,3,4,4,4,4,3,3,3,3,3,4,4,3,3,3,2,3,3,3,3,3,4,4,3,550,3,0,0,1,0,0,0,0,0,240.3333333,0,2.325581395,454.6176471,208.537037
2879,1081,1,2,2,2,0,5,4,4,4,4,4,4,3,4,4,4,5,5,5,5,5,4,4,5,4,5,5,4,4,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,4,3,3,2,250,1,1,0,0,0,0,0,0,0,170,1,2.325581395,454.6176471,208.537037
2880,1081,1,2,2,2,0,4,4,4,4,3,3,3,2,4,3,4,5,4,4,5,3,3,3,3,3,3,4,4,3,3,3,4,2,2,3,3,3,3,3,3,4,3,4,3,3,4,2,3,2,3,2,2,2,2,3,3,2,300,2,0,1,0,0,0,0,0,0,138,0,2.325581395,454.6176471,208.537037
2881,1081,1,2,2,NA,0,5,4,3,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,4,4,5,4,4,4,4,5,5,3,5,4,5,1,5,4,3,4,5,5,5,1,380,6,0,0,0,0,0,1,0,0,255.3333333,0,2.325581395,454.6176471,208.537037
2882,1081,2,2,2,2,0,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,1,1,1,1,2,5,5,4,5,5,5,3,2,2,2,2,3,4,3,3,3,3,2,3,3,3,4,2,4,4,3,3,4,3,3,3,400,-5,0,0,0,0,0,0,0,0,193.6666667,0,2.325581395,454.6176471,208.537037
2883,1081,2,2,2,2,0,5,4,4,5,4,4,4,3,4,5,5,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4,3,4,4,3,1,400,1,1,0,0,0,0,0,0,0,228.6666667,1,2.325581395,454.6176471,208.537037
2884,1081,1,2,2,2,0,5,4,5,5,4,5,5,3,5,5,5,5,4,5,5,4,4,4,4,5,5,4,3,3,5,3,4,4,2,3,3,3,3,3,3,3,2,4,2,3,2,2,3,2,3,4,3,3,4,3,3,3,400,1,1,0,0,0,0,0,0,0,216.3333333,0,2.325581395,454.6176471,208.537037
2885,1081,1,2,2,2,0,3,5,4,3,4,4,4,4,5,4,3,5,4,5,5,5,5,5,5,4,5,5,3,3,3,4,3,3,2,2,4,2,3,3,3,3,3,3,4,4,3,3,4,4,4,4,3,3,4,4,4,2,320,1,1,0,0,0,0,0,0,0,153,0,2.325581395,454.6176471,208.537037
2886,1081,1,2,2,2,0,5,5,5,5,5,5,5,4,4,5,5,5,4,4,5,5,4,4,5,4,5,5,3,4,5,5,5,2,2,2,3,2,4,4,2,3,2,4,4,4,4,4,3,3,4,4,4,2,4,4,4,3,400,3,0,0,1,0,0,0,0,0,259.3333333,1,2.325581395,454.6176471,208.537037
2887,1081,1,2,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,4,4,4,3,2,400,1,1,0,0,0,0,0,0,0,204.6666667,1,2.325581395,454.6176471,208.537037
2888,1081,1,2,2,2,0,5,4,4,5,4,5,4,3,3,5,5,5,5,5,5,5,4,4,3,5,5,5,5,5,3,5,5,4,2,3,2,2,2,3,3,4,3,4,3,3,3,2,4,2,3,4,2,2,3,4,3,1,300,1,1,0,0,0,0,0,0,0,232.3333333,0,2.325581395,454.6176471,208.537037
2889,1081,1,2,2,2,0,5,4,4,3,4,4,3,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,850,6,0,0,0,0,0,1,0,0,174,0,2.325581395,454.6176471,208.537037
2890,1081,1,2,2,2,0,5,4,5,5,4,2,2,2,2,3,3,5,5,4,5,4,3,3,3,3,4,5,5,4,5,5,5,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,2,4,3,2,3,3,5,4,1,200,1,1,0,0,0,0,0,0,0,146.3333333,0,2.325581395,454.6176471,208.537037
2891,1081,2,2,2,2,0,5,3,4,5,3,3,3,3,3,3,3,5,3,3,4,3,4,4,5,4,5,5,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,3,3,3,-1,-1,-1,173,5,0,0,0,0,1,0,0,0,185.6666667,0,2.325581395,454.6176471,208.537037
2892,1081,2,2,2,2,0,4,4,4,4,4,3,3,3,3,3,4,4,4,4,5,5,4,4,3,4,4,4,4,3,1,3,3,3,3,4,3,3,3,4,4,4,3,3,3,3,4,3,4,2,4,4,2,2,4,3,3,1,150,1,1,0,0,0,0,0,0,0,204.6666667,0,2.325581395,454.6176471,208.537037
2893,1081,2,2,2,2,0,5,5,5,5,4,4,4,3,5,4,4,5,5,5,5,5,4,3,4,4,4,4,5,5,5,4,4,3,2,1,3,2,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,500,1,1,0,0,0,0,0,0,0,241,0,2.325581395,454.6176471,208.537037
2894,1081,2,2,2,2,0,4,4,4,4,4,5,4,4,4,3,3,4,4,4,4,4,4,4,2,4,4,5,4,5,4,3,4,4,4,3,4,4,4,4,4,4,3,4,2,3,4,4,4,1,2,4,2,2,4,4,3,4,-1,1,1,0,0,0,0,0,0,0,200.6666667,1,2.325581395,454.6176471,208.537037
2895,1081,1,2,2,2,0,5,5,5,5,5,4,5,4,4,3,4,5,4,4,5,5,4,4,5,5,4,5,4,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,2,400,6,0,0,0,0,0,1,0,0,194.3333333,0,2.325581395,454.6176471,208.537037
2897,1082,1,2,2,2,0,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,4,5,5,5,4,4,3,4,5,5,2,1,3,3,2,3,4,4,3,3,3,3,3,4,4,4,3,4,4,4,3,4,4,4,3,300,3,0,0,1,0,0,0,0,0,227,0,8.888888889,362.9411765,212.1851852
2898,2123,1,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,3,3,4,4,5,5,5,3,3,5,3,4,4,4,3,-1,-1,4,4,4,-1,-1,6,0,0,0,0,0,1,0,0,137.3333333,1,#VALUE!,NA,NA
2899,1082,2,2,2,2,0,5,5,5,5,5,3,4,5,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,2,3,2,3,4,4,2,5,5,4,4,5,3,3,4,3,3,3,340,4,0,0,0,1,0,0,0,0,249.3333333,0,8.888888889,362.9411765,212.1851852
2900,1082,2,2,2,2,0,5,5,5,5,3,4,4,4,4,4,4,4,4,5,3,4,4,4,3,4,4,4,5,4,5,5,5,2,2,2,3,3,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,100,1,1,0,0,0,0,0,0,0,196,0,8.888888889,362.9411765,212.1851852
2901,1082,2,2,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,4,5,5,5,3,4,4,5,5,5,5,4,5,350,1,1,0,0,0,0,0,0,0,208,0,8.888888889,362.9411765,212.1851852
2902,1082,2,2,2,2,0,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,3,5,4,4,5,3,3,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,3,3,400,1,1,0,0,0,0,0,0,0,164,1,8.888888889,362.9411765,212.1851852
2903,1082,2,2,2,2,0,5,4,5,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,5,4,5,5,5,4,4,4,4,4,3,3,3,3,4,4,4,4,4,5,5,4,5,3,4,3,4,4,4,3,5,4,4,3,500,6,0,0,0,0,0,1,0,0,242.3333333,1,8.888888889,362.9411765,212.1851852
2904,1082,1,2,2,2,0,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,4,2,2,4,3,5,5,5,4,4,4,4,2,2,4,2,3,4,3,3,3,3,3,3,3,4,3,4,4,4,4,4,3,4,3,4,3,500,1,1,0,0,0,0,0,0,0,215.6666667,0,8.888888889,362.9411765,212.1851852
2905,1082,2,2,2,2,0,5,5,5,5,4,3,3,3,4,4,4,5,4,4,5,4,4,4,5,4,5,5,4,3,2,4,3,2,2,4,2,3,3,3,3,4,3,3,2,4,4,3,4,2,3,3,2,3,3,3,3,3,300,1,1,0,0,0,0,0,0,0,197,0,8.888888889,362.9411765,212.1851852
2906,1082,2,2,2,2,0,3,4,2,3,5,4,4,4,3,3,4,4,3,3,4,4,4,4,4,3,4,4,4,5,4,3,4,3,2,4,3,4,4,4,4,4,2,4,4,4,4,2,1,1,3,3,3,4,3,5,4,3,560,-5,0,0,0,0,0,0,0,0,217,0,8.888888889,362.9411765,212.1851852
2907,1082,2,2,2,2,0,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,3,2,2,4,5,5,4,4,4,4,4,4,2,2,4,3,2,4,4,4,4,3,4,3,3,3,3,4,3,4,4,4,3,5,4,3,4,350,1,1,0,0,0,0,0,0,0,227,0,8.888888889,362.9411765,212.1851852
2908,1082,1,2,2,2,0,5,4,4,4,4,4,4,3,4,4,4,5,4,4,5,4,4,4,5,5,4,4,4,4,4,4,4,2,2,2,3,2,4,4,4,4,4,3,4,4,4,5,5,5,4,4,4,5,4,5,4,4,500,1,1,0,0,0,0,0,0,0,212,1,8.888888889,362.9411765,212.1851852
2909,1082,1,2,2,2,0,4,3,3,4,4,4,3,3,3,4,4,5,4,4,4,4,4,4,3,4,4,4,3,3,2,3,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4,4,350,1,1,0,0,0,0,0,0,0,227.6666667,0,8.888888889,362.9411765,212.1851852
2910,1082,1,2,2,2,0,4,5,4,5,4,4,4,4,4,4,4,5,4,5,5,4,3,2,4,4,4,4,3,4,3,3,4,2,2,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,3,4,3,3,4,3,3,3,200,7,0,0,0,0,0,0,1,0,201.6666667,1,8.888888889,362.9411765,212.1851852
2911,1082,2,2,2,2,0,3,3,3,3,3,4,4,3,3,3,3,4,3,3,4,4,4,4,3,3,3,4,3,3,3,3,3,3,1,2,3,1,3,3,3,3,3,3,3,3,3,3,4,4,4,4,2,3,5,5,5,1,370,4,0,0,0,1,0,0,0,0,172,1,8.888888889,362.9411765,212.1851852
2912,1082,2,2,2,2,0,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,2,-1,3,0,0,1,0,0,0,0,0,216.6666667,0,8.888888889,362.9411765,212.1851852
2913,1082,2,2,2,2,0,5,4,3,3,4,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,3,3,5,3,5,2,2,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,2,4,4,4,3,500,5,0,0,0,0,1,0,0,0,247.6666667,1,8.888888889,362.9411765,212.1851852
2914,1082,1,2,2,2,0,4,4,3,5,4,4,4,4,4,4,3,2,3,2,3,3,3,4,1,2,3,2,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,2,250,4,0,0,0,1,0,0,0,0,187.6666667,1,8.888888889,362.9411765,212.1851852
2915,1082,2,2,2,2,0,5,5,4,5,4,4,4,4,4,5,5,5,5,3,5,3,3,3,4,3,4,5,4,4,5,5,5,3,4,3,2,2,4,4,3,3,3,3,3,4,3,3,4,3,4,4,3,3,4,4,4,4,300,1,1,0,0,0,0,0,0,0,210.6666667,0,8.888888889,362.9411765,212.1851852
2916,1083,1,2,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4,4,4,3,3,4,4,4,4,4,3,3,3,4,3,4,4,2,4,4,5,3,4,5,4,3,800,1,1,0,0,0,0,0,0,0,255.3333333,0,6.666666667,443.5526316,214.2631579
2917,1083,1,2,2,2,0,3,4,4,3,4,3,4,4,4,5,3,4,4,3,4,4,3,3,3,5,3,5,3,3,5,3,3,2,2,2,2,2,3,3,3,3,3,4,3,3,3,3,4,2,4,3,2,3,4,5,4,2,300,2,0,1,0,0,0,0,0,0,204.3333333,0,6.666666667,443.5526316,214.2631579
2918,1083,2,2,2,2,0,4,3,2,4,3,5,5,4,5,5,5,3,2,3,3,4,2,1,1,1,1,5,4,3,2,4,3,2,2,1,1,1,3,2,2,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,350,1,1,0,0,0,0,0,0,0,200.3333333,0,6.666666667,443.5526316,214.2631579
2919,1083,2,2,2,2,0,3,4,4,4,5,4,4,5,5,5,5,5,4,4,4,4,5,5,4,5,5,5,5,5,5,4,5,2,2,3,4,1,3,3,3,3,3,3,4,3,3,5,5,4,4,5,4,3,5,4,4,4,400,1,1,0,0,0,0,0,0,0,215.6666667,0,6.666666667,443.5526316,214.2631579
2920,2226,1,2,1,1,1,4,3,4,5,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,2,3,3,3,4,4,4,4,4,3,4,3,3,4,5,4,5,5,4,4,3,4,4,3,3,700,3,0,0,1,0,0,0,0,0,213.6666667,1,#VALUE!,NA,NA
2921,1083,1,2,2,2,0,4,4,4,4,4,4,4,3,4,4,4,5,5,4,4,5,4,4,4,4,4,4,3,3,3,4,3,3,2,2,3,2,3,4,3,4,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,3,500,1,1,0,0,0,0,0,0,0,215.6666667,0,6.666666667,443.5526316,214.2631579
2922,1083,1,2,2,2,0,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,3,3,4,3,3,3,3,4,3,4,3,3,4,4,5,4,4,4,3,3,4,3,3,3,500,6,0,0,0,0,0,1,0,0,211,0,6.666666667,443.5526316,214.2631579
2923,1083,2,2,2,2,0,4,4,4,4,5,4,4,5,3,5,5,4,5,4,5,4,3,4,3,4,5,5,5,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,3,3,3,4,4,5,5,2,120,1,1,0,0,0,0,0,0,0,188.6666667,0,6.666666667,443.5526316,214.2631579
2924,1083,2,2,2,2,0,4,4,4,5,4,5,5,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,3,3,3,4,2,2,4,4,4,2,4,4,4,3,400,1,1,0,0,0,0,0,0,0,215.6666667,0,6.666666667,443.5526316,214.2631579
2925,1083,1,2,2,2,0,3,3,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,2,3,3,3,4,4,4,5,3,4,4,4,5,5,4,4,4,4,2,4,4,4,4,1,700,4,0,0,0,1,0,0,0,0,251.3333333,0,6.666666667,443.5526316,214.2631579
2926,1083,1,2,2,2,0,5,4,5,5,4,4,4,2,3,3,4,5,4,4,4,4,3,3,3,3,3,4,5,5,3,3,5,4,3,4,4,4,4,4,4,4,3,5,4,4,3,5,3,2,2,3,3,3,4,5,5,3,370,3,0,0,1,0,0,0,0,0,219.6666667,0,6.666666667,443.5526316,214.2631579
2927,1083,1,2,2,2,0,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,3,4,3,5,3,4,5,4,5,4,5,5,5,5,5,5,4,3,5,5,5,5,5,5,1,350,1,1,0,0,0,0,0,0,0,232,1,6.666666667,443.5526316,214.2631579
2928,1083,2,2,2,2,0,5,4,3,5,5,5,5,5,5,5,5,4,4,3,4,3,4,5,4,4,5,4,5,3,5,5,3,3,3,2,3,3,4,3,3,4,2,3,3,3,3,3,4,4,4,3,1,2,3,3,3,2,350,1,1,0,0,0,0,0,0,0,190.3333333,1,6.666666667,443.5526316,214.2631579
2929,1083,2,2,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,3,4,3,4,4,3,3,3,4,4,4,3,2,2,4,3,2,2,2,5,4,2,700,5,0,0,0,0,1,0,0,0,187.6666667,0,6.666666667,443.5526316,214.2631579
2930,1083,2,2,2,2,0,5,4,5,4,5,3,3,4,3,3,2,4,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,2,3,4,4,2,350,2,0,1,0,0,0,0,0,0,202.6666667,1,6.666666667,443.5526316,214.2631579
2931,1083,1,2,2,2,0,3,4,2,3,5,4,4,4,4,3,4,2,2,3,2,2,3,4,2,3,3,3,4,4,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,4,4,4,4,4,3,3,580,3,0,0,1,0,0,0,0,0,239.3333333,0,6.666666667,443.5526316,214.2631579
2932,1083,2,2,2,2,0,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,5,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,5,4,4,5,4,5,4,3,360,1,1,0,0,0,0,0,0,0,207.3333333,0,6.666666667,443.5526316,214.2631579
2933,1083,2,2,2,2,0,5,3,3,5,2,3,3,3,3,4,3,5,5,5,5,5,-1,-1,-1,-1,-1,-1,3,2,3,2,3,3,3,2,4,2,3,4,3,2,1,3,3,3,3,2,2,2,3,2,2,2,2,2,2,1,700,1,1,0,0,0,0,0,0,0,167,0,6.666666667,443.5526316,214.2631579
2934,1083,2,2,2,2,0,5,4,3,5,4,3,4,4,3,4,5,5,3,4,5,3,3,3,5,5,4,3,3,2,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,5,4,2,300,1,1,0,0,0,0,0,0,0,255.3333333,0,6.666666667,443.5526316,214.2631579
2935,1083,2,2,2,2,0,4,4,4,5,5,4,4,4,4,5,5,5,4,3,4,4,5,5,4,4,5,5,4,4,3,5,4,3,3,2,2,3,3,3,3,4,4,5,3,3,4,3,3,1,4,4,4,2,4,4,4,1,500,1,1,0,0,0,0,0,0,0,232,0,6.666666667,443.5526316,214.2631579
2936,2099,1,2,1,1,1,5,4,4,5,4,4,4,4,4,5,5,5,4,4,5,4,4,4,4,4,4,4,5,5,5,5,5,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,2,600,1,1,0,0,0,0,0,0,0,230,2,#VALUE!,NA,NA
2937,1083,2,2,2,2,0,4,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,4,3,2,4,4,3,4,3,3,3,4,3,3,2,1,4,3,3,4,2,5,1,2,200,1,1,0,0,0,0,0,0,0,257.3333333,0,6.666666667,443.5526316,214.2631579
2938,1083,2,2,2,2,0,4,4,3,3,3,3,3,3,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,3,4,4,4,3,3,4,3,4,4,4,4,2,4,4,3,3,4,4,4,3,800,5,0,0,0,0,1,0,0,0,246,0,6.666666667,443.5526316,214.2631579
2939,1083,2,2,2,2,0,5,5,5,5,5,4,4,4,4,3,3,5,5,4,5,5,4,4,4,4,5,5,5,5,4,5,4,1,1,1,4,3,3,4,4,4,3,4,3,3,3,3,2,3,5,3,3,5,3,5,3,1,350,1,1,0,0,0,0,0,0,0,227,0,6.666666667,443.5526316,214.2631579
2940,1083,2,2,2,2,0,5,5,5,5,5,5,5,5,5,3,5,4,3,3,5,3,4,3,3,3,4,4,5,4,5,5,5,4,3,2,2,3,4,3,3,4,3,3,4,4,4,5,4,3,4,5,4,4,5,5,5,1,325,1,1,0,0,0,0,0,0,0,235,0,6.666666667,443.5526316,214.2631579
2941,1083,2,2,2,2,0,5,4,4,5,4,4,4,3,3,3,3,5,4,3,5,3,4,3,3,3,4,4,4,3,3,3,4,4,2,3,3,2,4,4,4,3,3,3,4,3,3,3,2,3,3,4,4,3,4,3,3,2,450,3,0,0,1,0,0,0,0,0,224,1,6.666666667,443.5526316,214.2631579
2942,1083,2,2,2,2,0,5,5,5,5,4,4,5,3,4,5,3,5,5,4,5,4,5,5,5,4,5,4,4,5,5,4,4,3,3,3,3,3,4,3,3,3,3,3,3,4,3,5,3,2,4,5,5,3,4,5,5,2,350,1,1,0,0,0,0,0,0,0,222.6666667,2,6.666666667,443.5526316,214.2631579
2943,1083,1,2,2,2,0,5,5,3,4,5,4,4,4,4,4,3,5,5,3,4,4,3,3,3,4,4,5,4,4,3,4,3,2,2,2,2,2,3,3,3,4,3,3,3,3,3,4,4,4,4,4,3,3,4,2,2,2,180,1,1,0,0,0,0,0,0,0,134,0,6.666666667,443.5526316,214.2631579
2944,1083,1,2,2,2,0,4,4,4,3,4,4,4,4,4,3,4,4,3,5,5,5,4,4,4,3,2,5,4,4,5,5,5,1,1,2,3,1,1,2,2,3,2,3,3,3,3,4,4,3,4,4,5,4,4,5,3,3,800,3,0,0,1,0,0,0,0,0,183.3333333,1,6.666666667,443.5526316,214.2631579
2945,1083,1,2,2,2,0,5,5,4,5,4,3,4,4,4,3,4,5,4,4,5,4,4,5,3,4,4,5,5,5,5,5,5,2,2,3,4,4,4,4,4,4,3,3,3,3,3,4,4,3,3,3,3,3,4,4,4,3,240,1,1,0,0,0,0,0,0,0,195.3333333,0,6.666666667,443.5526316,214.2631579
2946,1083,1,2,2,2,0,4,4,4,4,3,4,3,3,4,4,3,5,5,5,5,4,4,4,4,4,3,4,4,4,3,3,4,3,4,4,2,2,3,4,5,3,1,4,4,3,3,1,1,1,1,4,3,2,1,4,3,4,500,6,0,0,0,0,0,1,0,0,244.3333333,1,6.666666667,443.5526316,214.2631579
2947,1083,2,2,2,2,0,5,4,4,5,4,4,3,4,4,4,4,4,4,5,5,5,3,3,3,3,3,3,5,5,3,5,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,4,4,5,4,4,4,3,300,1,1,0,0,0,0,0,0,0,223.6666667,0,6.666666667,443.5526316,214.2631579
2948,1083,2,2,2,2,0,5,3,4,4,3,4,3,3,3,5,5,5,3,3,5,3,3,3,3,5,5,5,4,4,5,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,2,5,5,5,5,5,5,5,4,250,1,1,0,0,0,0,0,0,0,166,0,6.666666667,443.5526316,214.2631579
2949,1083,1,2,2,2,0,5,5,4,4,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4,3,1000,1,1,0,0,0,0,0,0,0,199.6666667,1,6.666666667,443.5526316,214.2631579
2950,1083,2,2,2,2,0,4,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,3,4,4,5,4,4,3,3,1,3,1,4,3,4,4,1,700,1,1,0,0,0,0,0,0,0,247.6666667,2,6.666666667,443.5526316,214.2631579
2951,1083,2,2,2,2,0,5,4,3,4,4,4,4,4,4,3,4,5,5,4,4,5,5,5,5,5,5,5,4,3,3,3,4,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,4,4,4,500,5,0,0,0,0,1,0,0,0,191.3333333,0,6.666666667,443.5526316,214.2631579
2952,1083,1,2,2,2,0,5,3,4,5,4,3,4,3,3,2,2,5,4,4,4,4,4,3,2,3,2,3,5,4,4,4,4,3,2,3,3,3,3,4,4,4,4,4,4,4,4,3,3,1,3,3,3,3,4,4,4,3,500,6,0,0,0,0,0,1,0,0,235,1,6.666666667,443.5526316,214.2631579
2953,1083,2,2,2,2,0,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,3,2,3,3,4,4,5,5,5,5,5,3,4,3,4,2,3,4,3,4,3,5,4,2,300,8,0,0,0,0,0,0,0,1,194.3333333,0,6.666666667,443.5526316,214.2631579
2954,1083,2,2,2,2,0,5,4,4,5,4,5,4,5,4,5,5,5,3,3,5,3,3,2,4,3,5,3,4,4,4,4,5,3,3,3,3,3,3,3,5,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,2,150,2,0,1,0,0,0,0,0,0,180,0,6.666666667,443.5526316,214.2631579
2955,1083,2,2,2,2,0,5,4,4,5,4,4,4,3,4,3,4,5,4,5,5,4,4,4,4,4,4,4,5,5,5,4,5,4,3,3,3,3,4,4,3,4,3,4,3,4,4,4,3,4,4,4,1,3,4,4,4,3,330,4,0,0,0,1,0,0,0,0,244,0,6.666666667,443.5526316,214.2631579
