stuID,schID,gender,pre_region,trans_stu,trans_pa,trans,pre_frendship_1a,pre_frendship_2a,pre_frendship_3a,pre_frendship_4a,pre_frendship_5a,pre_frendship_1b,pre_frendship_2b,pre_frendship_3b,pre_frendship_4b,pre_frendship_5b,pre_frendship_6b,post_frendship_1a,post_frendship_2a,post_frendship_3a,post_frendship_4a,post_frendship_5a,post_frendship_1b,post_frendship_2b,post_frendship_3b,post_frendship_4b,post_frendship_5b,post_frendship_6b,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,enthu_pa_6,enthu_pa_7,enthu_pa_8,enthu_pa_9,enthu_pa_10,enthu_pa_11,SES,prefer_Hsch,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,academic_abil,trans_Y1,multicultur_per,sch_SES,sch_academic_abil
2046,1059,1,2,2,2,0,4,3,5,5,4,4,4,4,4,4,5,4,4,5,3,4,5,4,2,3,3,4,4,4,3,4,4,2,2,4,2,-1,4,3,3,4,2,4,4,4,4,2,3,2,3,2,1,4,4,4,3,2,170,1,1,0,0,0,0,0,0,0,150.3333333,1,2.721088435,500.3125,216.03125
2047,1059,1,2,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,3,5,4,5,4,5,5,4,4,260,6,0,0,0,0,0,1,0,0,140.6666667,0,2.721088435,500.3125,216.03125
2048,1059,2,2,2,2,0,4,4,4,5,5,4,5,5,5,4,4,5,5,4,5,4,4,4,3,4,3,3,4,4,3,3,5,2,3,3,3,3,3,5,5,5,3,5,5,3,3,3,4,1,3,3,3,2,3,4,4,4,600,1,1,0,0,0,0,0,0,0,254.3333333,0,2.721088435,500.3125,216.03125
2049,1059,1,2,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,3,4,4,4,2,400,1,1,0,0,0,0,0,0,0,198.6666667,0,2.721088435,500.3125,216.03125
2050,1059,1,2,2,2,0,4,4,3,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,2,4,4,4,3,3,2,2,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,2,5,4,4,4,4,3,3,2,900,6,0,0,0,0,0,1,0,0,229,1,2.721088435,500.3125,216.03125
2051,1059,1,2,2,2,0,5,5,4,5,4,4,4,3,4,4,4,5,5,5,5,5,4,4,5,5,3,5,5,4,3,5,5,3,2,2,3,2,2,4,4,3,2,1,1,3,3,3,3,3,4,3,4,3,3,4,3,2,1000,6,0,0,0,0,0,1,0,0,213,1,2.721088435,500.3125,216.03125
2052,1059,1,2,2,2,0,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,4,4,4,4,5,4,5,4,4,5,4,4,4,4,4,3,3,3,4,3,4,230,3,0,0,1,0,0,0,0,0,226,0,2.721088435,500.3125,216.03125
2053,1059,1,2,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,2,2,2,3,3,3,4,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,350,5,0,0,0,0,1,0,0,0,179.6666667,0,2.721088435,500.3125,216.03125
2054,1059,2,2,2,2,0,5,4,5,4,4,4,3,4,4,5,5,4,4,4,5,5,4,4,5,4,4,5,4,4,4,4,4,4,3,4,4,3,4,4,4,5,3,4,3,3,4,3,4,3,4,4,4,4,4,4,4,2,500,3,0,0,1,0,0,0,0,0,239.3333333,1,2.721088435,500.3125,216.03125
2055,1059,2,2,2,2,0,3,3,3,4,3,1,1,1,1,1,1,5,4,4,5,3,3,3,3,3,3,3,2,1,3,1,1,4,3,4,3,4,5,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,500,1,1,0,0,0,0,0,0,0,169.6666667,0,2.721088435,500.3125,216.03125
2056,1059,2,2,2,2,0,5,4,5,5,3,4,3,4,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,3,2,3,3,2,3,3,3,3,3,3,3,3,3,4,4,2,3,3,2,4,3,4,3,2,700,1,1,0,0,0,0,0,0,0,239,0,2.721088435,500.3125,216.03125
2057,1059,1,2,2,2,0,4,3,5,5,3,3,2,1,4,3,3,3,3,3,4,3,5,5,5,5,3,2,5,5,5,4,4,3,4,4,4,4,4,4,4,5,3,5,4,4,3,4,1,1,2,2,3,2,3,5,5,2,700,4,0,0,0,1,0,0,0,0,241,0,2.721088435,500.3125,216.03125
2058,1059,2,2,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,3,4,4,4,5,4,4,4,4,5,4,5,4,3,4,3,3,4,3,3,4,4,3,3,460,1,1,0,0,0,0,0,0,0,229,1,2.721088435,500.3125,216.03125
2059,1059,2,2,2,2,0,5,3,2,5,2,3,3,3,3,3,3,4,3,3,4,3,3,3,4,3,3,3,3,3,2,2,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,2,3,4,2,3,2,2,4,4,3,260,1,1,0,0,0,0,0,0,0,166,1,2.721088435,500.3125,216.03125
2060,NA,2,2,NA,NA,0,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,2,4,2,4,3,3,3,3,2,2,3,3,3,3,4,4,1,4,4,4,3,4,4,4,1,1500,1,1,0,0,0,0,0,0,0,248,0,#VALUE!,NA,NA
2061,1059,1,2,2,2,0,5,4,4,5,4,4,4,2,4,4,4,4,3,4,4,3,3,4,2,3,4,4,5,4,4,3,4,3,3,2,3,2,4,4,4,4,3,4,4,4,4,3,4,2,3,3,2,3,4,4,4,4,300,1,1,0,0,0,0,0,0,0,243.3333333,0,2.721088435,500.3125,216.03125
2062,1059,1,2,2,2,0,5,5,5,5,5,5,4,4,4,3,5,5,5,5,5,5,4,4,3,4,3,4,5,5,4,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,750,6,0,0,0,0,0,1,0,0,239.3333333,3,2.721088435,500.3125,216.03125
2063,1059,1,2,2,2,0,4,3,3,4,3,3,3,2,3,3,4,4,3,3,5,4,3,3,3,4,4,5,4,3,2,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,2,1,4,2,3,3,2,5,4,2,290,6,0,0,0,0,0,1,0,0,211.3333333,0,2.721088435,500.3125,216.03125
2064,1059,2,2,2,2,0,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,3,4,3,4,200,1,1,0,0,0,0,0,0,0,236,0,2.721088435,500.3125,216.03125
2065,1059,2,2,2,2,0,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,3,4,5,5,5,3,5,5,4,5,5,4,4,5,5,3,3,5,5,4,2,850,6,0,0,0,0,0,1,0,0,240.3333333,0,2.721088435,500.3125,216.03125
2066,1059,2,2,2,2,0,3,3,3,3,4,4,4,3,4,2,3,3,3,3,4,4,5,5,2,4,3,4,5,5,2,5,4,4,3,3,2,3,2,2,2,2,2,3,2,3,1,4,1,1,1,1,1,1,1,4,4,1,80,4,0,0,0,1,0,0,0,0,227.6666667,0,2.721088435,500.3125,216.03125
2067,1059,2,2,2,2,0,5,4,4,5,3,2,5,5,5,5,5,5,5,5,3,4,5,5,1,5,1,5,4,5,2,1,2,4,3,4,4,4,4,4,4,4,4,5,3,4,4,3,2,1,3,4,4,4,3,4,3,1,550,1,1,0,0,0,0,0,0,0,236,0,2.721088435,500.3125,216.03125
2068,1059,2,2,2,2,0,5,4,4,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,5,5,5,5,5,3,3,3,4,3,4,4,3,3,3,3,3,3,4,3,3,2,2,3,4,3,3,4,4,1,90,2,0,1,0,0,0,0,0,0,172.3333333,0,2.721088435,500.3125,216.03125
2069,1059,2,2,2,2,0,5,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,3,3,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,5,4,4,4,3,700,1,1,0,0,0,0,0,0,0,232.3333333,0,2.721088435,500.3125,216.03125
2070,1059,2,2,2,2,0,5,4,4,5,5,4,4,3,4,5,5,5,5,4,5,5,5,4,4,5,5,5,3,4,3,4,5,4,4,4,3,3,4,3,3,4,3,3,4,4,4,3,1,3,4,3,3,2,4,3,2,1,420,1,1,0,0,0,0,0,0,0,167.6666667,0,2.721088435,500.3125,216.03125
2071,1060,1,2,2,2,0,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,3,5,5,4,5,4,4,4,4,4,4,3,3,4,4,3,4,4,4,2,4,4,3,2,4,4,4,3,500,3,0,0,1,0,0,0,0,0,222,0,4.166666667,1338,220.2666667
2072,1060,2,2,2,2,0,5,4,4,5,4,4,4,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,4,3,4,4,4,3,4,4,4,2,3,3,4,3,3,4,4,3,4,4,4,2,4,4,3,3,600,1,1,0,0,0,0,0,0,0,170.6666667,0,4.166666667,1338,220.2666667
2073,1060,2,2,2,2,0,5,5,4,5,4,3,3,5,4,5,4,4,4,4,4,4,3,3,3,3,3,3,5,3,2,5,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,3,3,4,3,3,3,2,5000,3,0,0,1,0,0,0,0,0,223.3333333,0,4.166666667,1338,220.2666667
2074,1060,2,2,2,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,3,3,3,2,3,4,4,3,3,4,4,3,3,3,3,2,4,3,4,4,4,3,3,4,550,1,1,0,0,0,0,0,0,0,232,0,4.166666667,1338,220.2666667
2075,1060,2,2,2,2,0,5,5,5,5,5,4,4,1,3,3,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,4,2,4,3,3,4,4,4,900,6,0,0,0,0,0,1,0,0,198.6666667,0,4.166666667,1338,220.2666667
2076,1060,2,2,2,2,0,4,4,5,4,4,3,4,4,3,3,4,5,4,4,5,4,4,4,5,4,3,4,3,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,4,4,4,4,4,2400,1,1,0,0,0,0,0,0,0,250.3333333,0,4.166666667,1338,220.2666667
2077,1060,2,2,2,2,0,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,4,4,4,4,4,5,3,4,1000,3,0,0,1,0,0,0,0,0,258.3333333,0,4.166666667,1338,220.2666667
2078,1060,1,2,2,2,0,4,3,4,4,3,3,4,3,3,4,3,3,4,4,5,4,3,4,2,4,3,1,3,3,3,2,3,3,4,4,2,3,4,4,4,4,5,5,4,4,4,5,5,4,4,3,2,3,4,4,3,2,2000,6,0,0,0,0,0,1,0,0,250.3333333,0,4.166666667,1338,220.2666667
2079,1060,2,2,2,2,0,5,5,3,5,5,5,5,3,5,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,1,5,4,5,5,5,3,4,5,3,3,3,3,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,1500,6,0,0,0,0,0,1,0,0,247.6666667,0,4.166666667,1338,220.2666667
2080,1060,2,2,2,2,0,5,4,3,5,5,5,5,4,4,4,5,4,4,4,4,4,3,3,2,3,2,4,4,4,4,4,4,3,2,1,3,2,4,2,2,3,1,2,3,2,3,4,4,2,4,3,4,4,4,4,4,2,5000,5,0,0,0,0,1,0,0,0,251.3333333,0,4.166666667,1338,220.2666667
2081,1060,1,2,2,2,0,5,5,4,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,3,3,5,4,4,3,4,4,4,4,4,4,4,3,3,4,3,3,3,3,2,4,4,3,4,4,4,4,4,1000,6,0,0,0,0,0,1,0,0,190,0,4.166666667,1338,220.2666667
2082,1060,1,2,2,2,0,5,5,4,4,3,3,4,3,4,3,4,5,5,5,5,5,4,4,4,5,3,4,4,3,3,3,4,3,3,4,4,4,4,3,3,3,3,3,4,3,3,3,4,3,4,3,2,3,3,3,3,3,400,7,0,0,0,0,0,0,1,0,195.3333333,0,4.166666667,1338,220.2666667
2083,1060,1,2,2,2,0,5,5,4,4,3,4,4,4,4,4,4,4,5,4,4,4,5,5,4,5,5,5,4,4,3,2,3,5,5,5,4,4,5,5,4,4,3,5,5,5,5,5,5,4,4,4,4,4,4,5,3,4,1000,4,0,0,0,1,0,0,0,0,246.3333333,0,4.166666667,1338,220.2666667
2084,1060,2,2,2,2,0,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,4,1500,6,0,0,0,0,0,1,0,0,242.3333333,0,4.166666667,1338,220.2666667
2085,1060,2,2,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,3,4,4,5,5,4,5,5,3,2,4,3,3,4,2,2,3,2,2,3,3,3,3,1,1,3,1,2,2,3,4,4,2,700,1,1,0,0,0,0,0,0,0,202,0,4.166666667,1338,220.2666667
2086,1060,2,2,2,2,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,3,4,4,3,3,4,4,4,3,3,4,4,4,2,2,4,3,4,4,2,600,4,0,0,0,1,0,0,0,0,202,0,4.166666667,1338,220.2666667
2087,1060,1,2,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,2,4,5,5,5,5,5,5,5,5,5,5,4,4,2,4,3,4,4,4,5,4,3,700,1,1,0,0,0,0,0,0,0,164,0,4.166666667,1338,220.2666667
2088,1060,1,2,2,2,0,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,5,3,3,3,3,3,4,2,2,1,3,3,3,3,2,5,4,5,5,4,3,4,4,5,5,3,900,1,1,0,0,0,0,0,0,0,182,0,4.166666667,1338,220.2666667
2089,1060,2,2,2,2,0,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,3,2,4,4,4,4,4,4,3,4,4,4,3,3,4,4,3,4,4,4,3,4,4,3,3,3,3,3,3,1000,3,0,0,1,0,0,0,0,0,233.3333333,1,4.166666667,1338,220.2666667
2090,1060,2,2,2,2,0,4,4,5,4,3,4,4,5,4,3,4,5,5,5,5,5,4,5,4,4,5,5,4,3,2,5,4,4,4,5,5,4,5,4,4,4,3,4,4,2,4,3,4,2,3,3,3,3,4,5,4,2,2000,5,0,0,0,0,1,0,0,0,194.3333333,0,4.166666667,1338,220.2666667
2091,1060,2,2,2,2,0,4,5,4,5,3,4,4,4,5,4,5,4,4,5,5,4,4,5,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,5,5,3,4,4,3,4,5,4,4,4,500,1,1,0,0,0,0,0,0,0,239.3333333,0,4.166666667,1338,220.2666667
2092,2017,2,2,1,1,1,4,4,4,4,4,3,4,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,2,3,3,1500,3,0,0,1,0,0,0,0,0,259.3333333,0,#VALUE!,NA,NA
2093,1060,1,2,2,2,0,5,5,4,5,5,3,4,4,4,4,4,5,4,5,5,5,4,4,3,4,3,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,3,5,5,5,3,5,5,3,5,300,3,0,0,1,0,0,0,0,0,181.3333333,0,4.166666667,1338,220.2666667
2094,1060,2,2,2,2,0,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,3,4,4,3,3,4,4,3,3,3,5,3,3,4,4,3,4,4,4,3,4,4,3,3,100,6,0,0,0,0,0,1,0,0,238.3333333,0,4.166666667,1338,220.2666667
2095,1060,2,2,2,2,0,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,3,700,3,0,0,1,0,0,0,0,0,228.6666667,0,4.166666667,1338,220.2666667
2096,1060,2,2,2,2,0,5,5,5,5,4,5,4,4,4,3,4,5,5,5,5,5,4,4,4,5,4,5,4,4,3,4,4,3,4,3,3,4,3,4,3,2,2,3,4,3,2,5,4,1,3,4,5,5,5,3,3,4,1000,1,1,0,0,0,0,0,0,0,245.3333333,2,4.166666667,1338,220.2666667
2097,1060,1,2,2,2,0,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2800,1,1,0,0,0,0,0,0,0,244.3333333,0,4.166666667,1338,220.2666667
2098,1060,2,2,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5,4,5,5,3,3,3,3,3,4,4,4,4,3,4,4,4,4,5,5,3,4,4,3,4,4,4,3,3,800,1,1,0,0,0,0,0,0,0,225,0,4.166666667,1338,220.2666667
2099,1060,2,2,2,2,0,4,4,4,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,4,5,2,5,2,3,5,4,4,4,4,5,5,4,4,4,4,3,4,4,4,5,4,5,3,2,2000,5,0,0,0,0,1,0,0,0,214,0,4.166666667,1338,220.2666667
2100,1060,2,2,2,2,0,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,600,3,0,0,1,0,0,0,0,0,244.3333333,0,4.166666667,1338,220.2666667
2101,1060,2,2,2,2,0,5,5,5,5,5,5,4,2,3,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,4,4,4,2,2,3,4,3,3,4,4,4,4,4,4,4,4,4,4,3,370,4,0,0,0,1,0,0,0,0,222.3333333,0,4.166666667,1338,220.2666667
2102,1060,2,2,2,2,0,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,4,3,4,4,2,2,4,2,4,4,4,4,5,5,4,5,5,5,4,5,5,4,4,900,6,0,0,0,0,0,1,0,0,236,0,4.166666667,1338,220.2666667
2103,1060,1,2,2,2,0,4,4,4,4,5,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,2,1,3,3,4,4,3,4,4,3,1500,5,0,0,0,0,1,0,0,0,219,1,4.166666667,1338,220.2666667
2104,1060,2,2,2,2,0,5,4,4,4,4,4,4,3,3,3,4,5,4,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,5,5,4,4,4,4,5,5,4,4,4,4,3,4,4,4,5,5,4,4,5,1000,3,0,0,1,0,0,0,0,0,189.6666667,0,4.166666667,1338,220.2666667
2105,1060,2,2,2,2,0,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,4,4,4,4,4,4,4,4,5,4,3,4,3,3,2,4,3,3,4,4,5,5,2,5000,3,0,0,1,0,0,0,0,0,236.3333333,0,4.166666667,1338,220.2666667
2106,1060,1,2,2,2,0,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,4,4,3,2,4,3,4,5,5,4,4,4,4,4,4,3,4,4,5,5,4,3,2,4,5,4,3,500,6,0,0,0,0,0,1,0,0,241,1,4.166666667,1338,220.2666667
2107,1060,1,2,2,2,0,5,4,5,4,4,3,3,1,3,1,3,5,4,5,5,4,4,4,3,4,3,4,5,5,4,5,5,4,4,4,4,3,4,4,3,4,3,5,4,4,4,4,3,4,4,3,4,3,4,5,4,2,600,6,0,0,0,0,0,1,0,0,242,0,4.166666667,1338,220.2666667
2108,1060,2,2,2,2,0,5,5,4,5,5,-1,-1,-1,-1,-1,-1,4,4,3,4,4,4,4,4,4,4,4,5,5,3,5,5,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,500,1,1,0,0,0,0,0,0,0,213.6666667,0,4.166666667,1338,220.2666667
2109,1060,2,2,2,2,0,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,4,3,4,3,3,4,4,5,3,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3000,3,0,0,1,0,0,0,0,0,162.3333333,0,4.166666667,1338,220.2666667
2110,1060,1,2,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,3,4,4,4,4,4,4,1,3,1,4,3,1,3,5,3,4,4,4,5,4,5,4,4,1500,3,0,0,1,0,0,0,0,0,218.6666667,0,4.166666667,1338,220.2666667
2111,1060,2,2,2,2,0,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,2,4,4,4,4,4,4,3,3,600,6,0,0,0,0,0,1,0,0,212.6666667,0,4.166666667,1338,220.2666667
2112,1061,1,4,2,2,0,4,4,3,4,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,3,3,2,2,3,3,4,3,3,3,3,4,3,3,3,4,4,3,3,3,3,2,3,4,3,3,4,4,4,3,300,6,0,0,0,0,0,1,0,0,204.3333333,0,2.43902439,393.6111111,199.6759259
2113,1061,2,4,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,400,3,0,0,1,0,0,0,0,0,233,0,2.43902439,393.6111111,199.6759259
2114,1061,1,4,2,2,0,4,4,4,4,4,4,3,2,4,3,4,5,4,4,5,4,5,4,4,4,4,4,4,3,4,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,360,1,1,0,0,0,0,0,0,0,156.6666667,0,2.43902439,393.6111111,199.6759259
2115,2062,1,4,1,1,1,4,4,3,4,3,3,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,5,3,3,4,1,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,2,3,3,3,3,3,550,2,0,1,0,0,0,0,0,0,168,0,#VALUE!,NA,NA
2116,1061,2,4,2,2,0,5,4,4,5,4,4,4,4,4,4,4,5,5,4,5,5,4,4,5,5,5,5,4,4,3,3,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,3,2,2,3,3,3,3,3,4,4,2,550,1,1,0,0,0,0,0,0,0,213.3333333,0,2.43902439,393.6111111,199.6759259
2117,1061,1,4,2,2,0,4,4,4,3,2,4,3,2,4,4,2,5,3,2,4,4,2,4,2,2,5,4,3,4,2,3,4,3,3,4,3,2,3,3,3,3,3,4,3,4,3,4,3,2,3,4,4,4,3,4,3,2,320,1,1,0,0,0,0,0,0,0,217.3333333,0,2.43902439,393.6111111,199.6759259
2118,1061,1,4,2,2,0,5,4,4,5,4,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,4,5,4,3,5,4,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,4,2,5,4,4,5,5,5,260,1,1,0,0,0,0,0,0,0,218.6666667,0,2.43902439,393.6111111,199.6759259
2119,1061,1,4,2,2,0,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,4,3,2,3,3,4,4,4,4,4,4,3,3,4,3,4,4,4,3,4,3,3,4,3,4,3,4,2,3,4,4,3,4,4,4,3,80,2,0,1,0,0,0,0,0,0,202,0,2.43902439,393.6111111,199.6759259
2120,1061,1,4,2,2,0,4,4,4,3,4,4,3,2,3,2,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,4,3,3,4,4,4,2,500,1,1,0,0,0,0,0,0,0,193.3333333,0,2.43902439,393.6111111,199.6759259
2121,1061,2,4,2,2,0,5,4,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,3,2,4,3,4,4,3,3,3,3,4,4,4,4,3,4,3,3,3,3,3,5,4,4,2,500,3,0,0,1,0,0,0,0,0,130.6666667,0,2.43902439,393.6111111,199.6759259
2122,1061,1,4,2,2,0,5,5,4,4,4,3,3,3,3,1,3,5,5,5,5,5,3,3,3,3,3,3,4,3,2,4,5,5,5,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,450,2,0,1,0,0,0,0,0,0,208,0,2.43902439,393.6111111,199.6759259
2123,1061,2,4,2,2,0,5,5,5,5,4,4,4,3,5,3,4,5,5,5,5,5,5,5,3,5,4,5,5,4,4,4,5,4,3,5,4,4,4,4,4,4,2,4,4,4,5,4,4,5,5,5,5,3,4,4,4,4,300,1,1,0,0,0,0,0,0,0,229,0,2.43902439,393.6111111,199.6759259
2124,1061,1,4,2,2,0,4,5,5,5,5,4,4,3,3,4,4,4,3,3,4,3,3,3,3,3,4,3,5,4,5,5,5,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,400,1,1,0,0,0,0,0,0,0,191.3333333,0,2.43902439,393.6111111,199.6759259
2125,1061,1,4,2,2,0,5,5,5,5,5,4,4,3,5,4,5,5,4,4,5,5,5,5,3,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,3,4,5,5,5,5,5,5,3,590,6,0,0,0,0,0,1,0,0,259.3333333,0,2.43902439,393.6111111,199.6759259
2126,1061,1,4,2,2,0,3,4,3,4,4,3,3,3,3,2,4,3,2,3,3,2,3,3,4,3,2,4,3,3,3,2,3,4,5,5,2,5,5,5,5,5,5,5,5,5,5,5,4,2,5,4,3,3,5,5,4,2,230,1,1,0,0,0,0,0,0,0,149.3333333,0,2.43902439,393.6111111,199.6759259
