"","stuID","schID","gender","trans_stu","transe_pa","transe_re","transe_re_etc","pre_frendship_1","pre_frendship_2","pre_frendship_3","pre_frendship_4","pre_frendship_5","post_frendship_1","post_frendship_2","post_frendship_3","post_frendship_4","post_frendship_5","post_frendship_6","satisfac_stu_1","satisfac_stu_2","satisfac_stu_3","satisfac_stu_4","satisfac_stu_5","satisfac_pa_safety_1","satisfac_pa_safety_2","satisfac_pa_safety_3","satisfac_pa_safety_4","satisfac_pa_safety_5","satisfac_pa_safety_6","satisfac_pa_edu_1","satisfac_pa_edu_2","satisfac_pa_edu_3","satisfac_pa_edu_4","satisfac_pa_edu_5","satisfac_pa_edu_6","satisfac_pa_edu_7","satisfac_pa_edu_8","enthu_pa_1","enthu_pa_2","enthu_pa_3","enthu_pa_4","enthu_pa_5","tutoring_hakwon","tutoring_private","tutoring_online","SES","prefer_Hsch_dum_1","prefer_Hsch_dum_2","prefer_Hsch_dum_3","prefer_Hsch_dum_4","prefer_Hsch_dum_5","prefer_Hsch_dum_6","prefer_Hsch_dum_7","prefer_Hsch_dum_8","prefer_Hsch_dum_9","prefer_Hsch_dum_10","academic_abil","regional_scale","multicultur_per","L2Y3_REG","L2Y3DB2_2_2","L2Y3DB2_3_1","L2Y3DB2_3_2"
"96",96,4766,1,2,2,NA,NA,4,4,3,5,4,3,3,3,3,3,4,4,5,2,3,4,3,3,4,4,4,3,3,4,4,3,4,3,4,3,4,3,2,2,2,17,-5,-5,450,0,0,1,0,0,0,0,0,0,0,"270",NA,NA,1,188,10,0
"97",97,4766,1,2,2,NA,NA,4,4,4,4,4,5,4,4,5,4,5,4,4,3,4,4,3,4,4,4,3,4,4,3,3,3,4,3,3,4,4,4,4,4,4,11,0,0.5,600,0,0,1,0,0,0,0,0,0,0,"270.6666667",NA,NA,1,188,10,0
"98",98,4772,2,2,2,NA,NA,4,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,4,8,0,0,400,0,0,0,1,0,0,0,0,0,0,"264.3333333",NA,NA,1,139,7,7
"99",99,4766,1,2,2,NA,NA,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,3,4,4,5,5,5,5,4,4,5,4,4,4,4,4,5,5,5,5,4,12,-5,-5,450,0,0,0,0,0,0,0,1,0,0,"184.3333333",NA,NA,1,188,10,0
"100",100,4772,2,2,2,NA,NA,5,4,4,4,4,4,4,4,5,5,5,4,4,3,3,3,4,4,4,5,5,4,5,4,4,3,4,4,3,3,3,3,4,4,3,0,0,0,190,1,0,0,0,0,0,0,0,0,0,"171",NA,NA,1,139,7,7
"101",101,4718,1,2,2,NA,NA,3,4,4,4,3,4,4,4,4,4,4,3,3,2,3,4,2,1,4,3,2,4,3,2,2,3,3,3,2,3,3,3,2,3,2,4,-5,-5,400,1,0,0,0,0,0,0,0,0,0,"190",NA,NA,1,172,2,0
"102",102,4770,1,2,2,NA,NA,5,2,1,5,1,5,5,5,5,5,5,4,3,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"169",NA,NA,1,240,5,2
"103",103,4772,2,2,2,NA,NA,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,3,4,2,15,0,0,267,1,0,0,0,0,0,0,0,0,0,"259.6666667",NA,NA,1,139,7,7
"104",104,4772,2,2,2,NA,NA,5,4,5,5,4,5,5,5,5,5,5,5,5,3,5,5,4,3,5,3,3,4,3,4,5,4,4,3,5,3,5,5,3,3,1,0,0,0,200,0,0,0,0,0,0,1,0,0,0,"176",NA,NA,1,139,7,7
"105",105,4704,2,2,2,NA,NA,5,5,5,5,5,4,4,4,4,4,4,5,5,3,5,5,2,2,3,2,5,5,2,3,3,5,5,5,3,5,5,5,3,5,5,10,0,0,250,1,0,0,0,0,0,0,0,0,0,"158.6666667",NA,NA,1,227,2,2
"106",106,4772,2,2,2,NA,NA,4,4,4,5,5,3,3,5,5,5,5,3,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,3,1,20,0,0,500,0,0,0,0,0,0,0,1,0,0,"246.3333333",NA,NA,1,139,7,7
"107",107,4721,2,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,4,3,1,3,3,4,3,3,3,2,4,4,3,3,3,3,2,3,4,-1,-1,-1,-1,-1,11,-5,-5,530,1,0,0,0,0,0,0,0,0,0,"187",NA,NA,1,284,8,8
"108",108,4772,2,2,2,NA,NA,5,4,4,5,4,4,3,4,4,4,4,5,5,5,5,5,4,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,13,-5,-5,100,0,0,0,0,0,0,0,1,0,0,"255.3333333",NA,NA,1,139,7,7
"109",109,4766,1,2,2,NA,NA,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,2,2,4,3,4,4,4,4,5,4,5,5,5,5,5,5,5,4,2,14,0,0,400,1,0,0,0,0,0,0,0,0,0,"199",NA,NA,1,188,10,0
"110",110,4782,1,2,2,NA,NA,5,4,4,5,4,4,4,3,4,2,5,4,4,3,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,2,2,-5,-1,-5,-1,1,0,0,0,0,0,0,0,0,0,"208.6666667",NA,NA,1,73,2,1
"111",111,4704,2,2,2,NA,NA,4,3,2,3,3,4,4,4,4,4,4,2,3,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,0,250,1,0,0,0,0,0,0,0,0,0,"181.6666667",NA,NA,1,227,2,2
"112",113,4601,2,NA,NA,NA,NA,5,5,5,5,5,NA,NA,NA,NA,NA,NA,5,4,5,5,5,5,3,5,4,4,4,4,4,4,3,4,4,4,4,3,3,5,3,2,14,0,0,400,0,0,0,0,0,0,0,1,0,0,"212.3333333",NA,NA,1,227,4,0
"113",114,4442,2,2,2,NA,NA,3,3,3,3,3,4,4,3,4,3,4,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,9,-5,-3.5,800,1,0,0,0,0,0,0,0,0,0,"259.3333333",NA,NA,2,439,0,0
"114",115,4766,1,NA,NA,NA,NA,5,4,4,5,4,NA,NA,NA,NA,NA,NA,5,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"209",NA,NA,1,188,10,0
"115",116,4772,2,1,1,6,"이사",5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,2,1,0,0,0,300,1,0,0,0,0,0,0,0,0,0,"199",NA,NA,1,139,7,7
"116",119,4770,1,2,2,NA,NA,4,5,4,4,4,4,4,2,4,4,5,4,4,3,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,5,4,2,0,0,3,450,1,0,0,0,0,0,0,0,0,0,"227.3333333",NA,NA,1,240,5,2
"117",120,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,NA,NA,NA,NA,NA
"118",121,4741,1,2,2,NA,NA,4,4,4,5,3,3,3,4,4,3,4,4,4,3,4,3,2,2,2,3,3,3,3,3,3,3,3,3,4,3,1,2,2,2,2,3,4,0,400,1,0,0,0,0,0,0,0,0,0,"209.6666667",NA,NA,1,161,0,0
"119",122,4741,1,2,2,NA,NA,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,2,3,3,2,3,3,2,2,2,1,2,2,2,3,4,5,4,3,4,11,0,0,750,0,0,0,0,0,0,1,0,0,0,"223.3333333",NA,NA,1,161,0,0
"120",123,4740,2,2,2,NA,NA,5,4,5,5,5,4,3,5,5,5,5,3,4,3,5,5,4,4,4,3,3,4,4,4,4,3,4,4,3,4,3,4,3,2,2,0,5,0,1200,0,0,0,0,0,0,0,1,0,0,"275.6666667",NA,NA,1,172,2,0
"121",124,4861,2,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,7,-5,-5,130,1,0,0,0,0,0,0,0,0,0,"221.3333333",NA,NA,2,226,11,1
"122",125,4746,2,2,2,NA,NA,4,4,4,4,4,3,3,4,3,3,4,3,4,3,3,3,3,2,3,2,2,3,4,4,3,3,3,3,3,4,3,4,3,3,4,19,-5,-5,500,0,0,1,0,0,0,0,0,0,0,"259.6666667",NA,NA,1,195,5,1
"123",126,4746,1,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,2,5,0,3,300,0,0,0,0,0,0,0,1,0,0,"279.3333333",NA,NA,1,195,5,1
"124",127,4741,1,2,2,NA,NA,5,4,5,5,3,4,4,5,3,2,4,5,5,4,5,5,2,2,2,4,2,2,1,2,4,2,4,3,5,3,3,3,3,3,3,6,0,5,400,0,1,0,0,0,0,0,0,0,0,"259.6666667",NA,NA,1,161,0,0
"125",128,4741,2,2,2,NA,NA,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,10,-5,-5,250,0,0,0,0,0,0,1,0,0,0,"268",NA,NA,1,161,0,0
"126",129,4741,2,2,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,-9,0,300,0,0,0,0,1,0,0,0,0,0,"214.3333333",NA,NA,1,161,0,0
"127",130,4740,2,2,2,NA,NA,5,5,5,5,5,4,4,3,4,4,5,5,5,5,5,5,3,3,4,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,3,-1,0,-5,500,0,0,0,0,0,0,1,0,0,0,"286.3333333",NA,NA,1,172,2,0
"128",131,4746,2,2,2,NA,NA,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,3,3,2,2,2,5,0,-1,500,1,0,0,0,0,0,0,0,0,0,"182.3333333",NA,NA,1,195,5,1
"129",132,4747,2,2,2,NA,NA,5,5,4,5,5,4,4,4,4,4,4,3,3,2,5,4,2,2,3,4,3,3,3,3,3,3,3,4,4,3,4,4,4,4,2,6,0,0,500,1,0,0,0,0,0,0,0,0,0,"257.6666667",NA,NA,1,114,3,2
"130",133,4740,2,2,2,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,9,0,1000,0,0,0,0,0,0,0,0,0,1,"138",NA,NA,1,172,2,0
"131",134,4741,2,2,2,NA,NA,5,5,5,5,5,4,4,4,4,4,4,3,5,2,3,3,4,4,4,4,4,4,3,3,3,3,3,4,3,3,3,2,2,2,2,7,-5,-5,500,0,0,0,0,0,0,1,0,0,0,"222",NA,NA,1,161,0,0
"132",135,4741,2,2,2,NA,NA,4,3,3,4,3,4,4,3,3,4,4,4,4,3,3,4,3,2,2,4,2,2,2,3,2,3,3,2,3,3,3,2,2,2,1,9,0,0,500,1,0,0,0,0,0,0,0,0,0,"217.3333333",NA,NA,1,161,0,0
"133",136,4740,1,2,2,NA,NA,5,5,4,5,5,5,5,5,5,5,5,3,3,3,3,3,4,4,3,4,3,3,3,3,3,4,4,4,3,4,3,3,4,2,1,0,6,3,2000,0,1,0,0,0,0,0,0,0,0,"164",NA,NA,1,172,2,0
"134",137,4746,2,2,2,NA,NA,5,4,4,5,5,4,5,4,4,4,5,4,4,5,5,5,4,4,4,4,3,4,4,3,4,3,4,3,4,4,4,5,4,5,2,28,0,0,900,0,0,0,0,1,0,0,0,0,0,"233.3333333",NA,NA,1,195,5,1
"135",138,4740,1,2,2,NA,NA,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,3,4,3,3,4,4,4,4,3,3,4,4,4,4,2,3,3,3,3,-5,0,0,500,0,0,0,0,0,0,0,1,0,0,"209.6666667",NA,NA,1,172,2,0
"136",139,5271,1,2,2,NA,NA,4,3,4,4,4,4,3,1,3,1,4,1,1,1,1,3,4,4,3,4,3,3,3,3,4,3,4,4,4,4,3,3,2,2,3,17,0,0,300,1,0,0,0,0,0,0,0,0,0,"176.3333333",NA,NA,3,246,2,0
"137",140,4745,2,2,2,NA,NA,5,5,5,5,5,4,4,4,4,4,4,5,5,3,5,5,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,3,3,3,4,12,0,-3,1400,0,0,0,0,0,0,0,1,0,0,"280",NA,NA,1,331,3,0
"138",141,4741,1,2,2,NA,NA,5,4,4,5,4,5,4,3,4,4,4,4,4,3,4,4,3,2,3,2,2,3,3,3,4,3,3,4,3,3,3,4,4,3,4,14,-1,-3,650,0,0,0,0,0,0,0,1,0,0,"219.6666667",NA,NA,1,161,0,0
"139",142,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,NA,NA,NA,NA,NA
"140",143,4740,1,2,2,NA,NA,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,3,0,4,0,500,0,0,0,0,0,0,0,1,0,0,"186",NA,NA,1,172,2,0
"141",144,4746,1,2,2,NA,NA,4,3,3,4,4,3,2,4,4,5,5,4,4,2,3,4,3,2,3,3,2,3,3,3,4,3,4,4,3,4,2,4,4,2,2,13.7,0,0,159,1,0,0,0,0,0,0,0,0,0,"172",NA,NA,1,195,5,1
"142",145,4741,1,2,2,NA,NA,5,4,4,4,4,3,3,4,3,4,4,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,4,3,3,4,4,4,5,4,4,1,-5,-5,900,1,0,0,0,0,0,0,0,0,0,"195",NA,NA,1,161,0,0
"143",146,4746,2,2,2,NA,NA,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,5,5,5,2,0,6,0,900,0,0,0,0,0,0,0,1,0,0,"230.3333333",NA,NA,1,195,5,1
"144",147,4741,2,2,2,NA,NA,4,4,4,4,4,4,4,3,4,3,4,4,4,2,4,4,3,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,3,10,400,0,1,0,0,0,0,0,0,0,0,"239.3333333",NA,NA,1,161,0,0
"145",148,4741,1,2,2,NA,NA,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,3,5,4,4,5,5,4,5,5,5,5,4,4,5,4,4,3,3,3,0,14,0,250,0,0,0,0,0,0,0,1,0,0,"234.3333333",NA,NA,1,161,0,0
"146",149,4740,2,2,2,NA,NA,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,4,3,3,3,3,3,3,3,4,4,2,2,1,7,0,4,400,0,0,0,0,0,0,0,1,0,0,"254",NA,NA,1,172,2,0
"147",150,4746,2,2,2,NA,NA,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,4,3,4,3,3,2,3,4,4,4,4,3,4,4,3,3,2,2,2,2,8,-5,2.5,400,0,0,0,0,0,0,0,1,0,0,"243.6666667",NA,NA,1,195,5,1
"148",151,4740,1,2,2,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,12,-5,-5,850,0,0,1,0,0,0,0,0,0,0,"179.6666667",NA,NA,1,172,2,0
"149",152,4735,2,2,2,NA,NA,5,5,4,5,5,4,4,4,4,4,5,3,4,4,3,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,3,2,2,2,3,0,0,0,250,0,0,1,0,0,0,0,0,0,0,"204.3333333",NA,NA,1,192,7,0
"150",153,4735,2,2,2,NA,NA,5,4,4,5,5,4,4,4,4,5,4,5,4,4,5,5,3,2,4,4,3,4,4,4,4,4,4,4,4,4,5,5,4,4,3,-5,-5,-3,400,0,0,1,0,0,0,0,0,0,0,"207.3333333",NA,NA,1,192,7,0
"151",154,4733,2,2,2,NA,NA,5,4,5,5,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,2,12,4,0,650,1,0,0,0,0,0,0,0,0,0,"246.6666667",NA,NA,1,268,9,0
"152",155,4737,1,2,2,NA,NA,5,5,5,5,4,3,3,3,3,4,3,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-5,-5,-5,300,1,0,0,0,0,0,0,0,0,0,"216.6666667",NA,NA,1,175,3,0
"153",156,4733,2,2,2,NA,NA,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,2,-5,-5,-5,400,1,0,0,0,0,0,0,0,0,0,"240.3333333",NA,NA,1,268,9,0
"154",157,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,NA,NA,NA,NA,NA
"155",158,4737,2,2,2,NA,NA,4,3,4,4,3,2,3,4,3,4,4,3,4,3,3,3,4,3,3,3,3,3,4,5,4,3,4,4,3,3,3,4,4,3,3,18,0,0,300,1,0,0,0,0,0,0,0,0,0,"234.3333333",NA,NA,1,175,3,0
"156",159,4744,2,2,2,NA,NA,5,4,4,5,4,5,5,5,5,5,5,4,3,5,4,4,3,3,3,3,3,2,3,3,3,3,4,3,4,4,3,3,2,2,2,11,-5,-5,120,1,0,0,0,0,0,0,0,0,0,"180",NA,NA,1,133,16,0
"157",160,4735,2,2,2,NA,NA,3,4,3,2,3,3,3,3,2,1,2,3,2,3,3,3,4,2,4,5,3,4,4,5,4,4,4,4,3,5,4,4,4,3,3,0,0,0,300,1,0,0,0,0,0,0,0,0,0,"200",NA,NA,1,192,7,0
"158",161,4737,1,2,2,NA,NA,5,3,3,5,4,4,4,1,4,1,3,4,4,5,5,5,4,4,3,4,4,4,4,4,3,3,4,3,3,4,4,3,4,3,4,15,-5,-5,480,0,0,0,0,0,0,1,0,0,0,"204.3333333",NA,NA,1,175,3,0
"159",162,4738,1,2,2,NA,NA,4,4,4,5,5,5,5,5,5,2,3,5,5,4,4,4,4,4,5,4,3,5,5,5,5,5,5,4,4,4,5,5,3,3,3,12,0,0,450,0,0,0,0,0,0,0,1,0,0,"228.6666667",NA,NA,1,201,16,0
"160",163,4737,2,2,2,NA,NA,4,3,4,5,4,4,4,4,3,4,4,4,3,3,5,4,3,3,3,3,3,5,3,4,4,4,4,4,4,4,5,3,3,3,1,0,0,0,300,1,0,0,0,0,0,0,0,0,0,"195.3333333",NA,NA,1,175,3,0
"161",164,4735,2,2,2,NA,NA,4,4,3,4,4,3,3,3,4,3,3,3,3,2,2,3,3,4,4,3,3,4,4,3,4,4,4,4,3,4,3,2,2,2,1,3.3,-5,-5,350,1,0,0,0,0,0,0,0,0,0,"177",NA,NA,1,192,7,0
"162",165,4733,2,2,2,NA,NA,5,5,4,5,5,4,4,4,4,4,4,5,5,5,5,4,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,4,3,3,2,11,0,0,500,1,0,0,0,0,0,0,0,0,0,"287",NA,NA,1,268,9,0
"163",166,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,NA,NA,NA,NA,NA
"164",167,4737,2,2,2,NA,NA,3,3,3,3,3,4,3,1,4,1,1,4,4,4,3,4,3,3,4,4,3,3,3,3,4,3,3,3,3,4,4,4,4,4,3,0,0,0,180,0,0,0,0,0,0,0,1,0,0,"231",NA,NA,1,175,3,0
"165",168,4737,1,2,2,NA,NA,3,3,3,3,3,4,5,4,4,5,4,3,2,1,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,17,-5,-5,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"224",NA,NA,1,175,3,0
"166",169,4735,2,2,2,NA,NA,4,5,2,5,3,4,4,5,5,3,4,4,2,2,3,3,3,2,3,2,1,3,3,3,3,3,3,3,3,3,4,4,4,4,4,11,0,0,250,0,0,1,0,0,0,0,1,0,0,"214.3333333",NA,NA,1,192,7,0
"167",170,4737,2,2,2,NA,NA,5,3,4,5,3,2,2,3,2,1,4,5,4,3,3,5,3,2,3,3,3,3,4,3,4,4,3,2,3,3,3,4,3,2,2,5,-5,0,450,0,1,0,0,0,0,0,0,0,0,"196",NA,NA,1,175,3,0
"168",171,4735,2,2,2,NA,NA,5,5,5,5,5,4,4,4,4,4,4,5,5,2,5,5,3,3,4,4,3,3,4,4,3,3,4,3,4,4,5,5,5,5,1,1,-5,-5,500,1,0,0,0,0,0,0,0,0,0,"234",NA,NA,1,192,7,0
"169",172,4737,1,2,2,NA,NA,5,5,5,5,4,3,3,4,4,5,5,4,4,3,5,4,3,2,3,3,3,4,4,4,3,3,3,3,3,4,5,4,3,3,2,6,-5,-5,350,1,0,0,0,0,0,0,0,0,0,"217",NA,NA,1,175,3,0
"170",173,4733,1,2,2,NA,NA,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,2,2,1,10,0,0,200,1,0,0,0,0,0,0,0,0,0,"191",NA,NA,1,268,9,0
"171",174,4737,1,2,2,NA,NA,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,4,3,4,3,4,4,4,4,4,4,3,2.8,-5,-5,420,0,0,0,0,0,1,0,0,0,0,"274.3333333",NA,NA,1,175,3,0
"172",175,4735,2,2,2,NA,NA,4,5,4,5,5,4,4,4,4,4,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,13,0,0,350,0,1,0,0,0,0,0,0,0,0,"171.3333333",NA,NA,1,192,7,0
"173",176,4733,2,2,2,NA,NA,4,4,4,4,5,4,4,3,4,2,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,3,2,-5,6,-5,750,0,0,1,0,0,0,0,0,0,0,"286.3333333",NA,NA,1,268,9,0
"174",177,4735,2,2,2,NA,NA,2,3,3,5,3,4,4,3,4,1,1,4,5,1,2,4,4,3,5,3,4,5,4,4,4,4,5,5,5,4,3,2,2,2,2,6,0,0,250,0,0,0,1,0,0,0,0,0,0,"155.3333333",NA,NA,1,192,7,0
"175",178,4733,2,2,2,NA,NA,5,4,4,5,4,5,5,5,5,5,4,4,4,3,5,4,4,4,3,4,4,4,4,4,3,3,3,4,4,4,3,3,3,3,2,7,-5,-5,500,1,0,0,0,0,0,0,0,0,0,"228.6666667",NA,NA,1,268,9,0
"176",179,4735,2,2,2,NA,NA,5,5,4,5,3,5,5,5,5,5,5,3,4,2,2,4,3,3,2,1,-1,2,3,3,3,3,3,2,2,3,4,4,3,3,3,-5,7,-5,500,0,0,0,0,0,0,0,1,0,0,"203.6666667",NA,NA,1,192,7,0
"177",180,4733,2,2,2,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,5,5,5,5,5,5,3,3,4,4,4,4,5,5,-1,-1,-1,-1,-1,4,-5,-5,600,1,0,0,0,0,0,0,0,0,0,"159",NA,NA,1,268,9,0
"178",181,4735,2,2,2,NA,NA,4,4,5,4,3,3,3,4,4,4,4,4,5,3,4,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,-7,-5,-5,300,0,0,0,0,1,0,0,0,0,0,"196.6666667",NA,NA,1,192,7,0
"179",182,4665,2,2,2,NA,NA,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,2,4,-5,-1,-5,600,1,0,0,0,0,0,0,0,0,0,"221.3333333",NA,NA,1,192,0,1
"180",183,4665,2,2,2,NA,NA,5,5,5,5,5,5,5,4,5,5,5,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,2,-5,-5,1,1000,0,0,1,0,0,0,0,0,0,0,"266.3333333",NA,NA,1,192,0,1
"181",184,4663,1,2,2,NA,NA,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,3,3,3,4,4,4,4,3,3,3,4,5,5,3,3,2,14,-5,0,480,1,0,0,0,0,0,0,0,0,0,"221.3333333",NA,NA,1,171,2,1
"182",185,4665,2,1,1,6,"부모님의 이혼",5,4,5,4,4,4,4,3,4,3,4,3,5,4,5,5,5,3,4,4,4,4,4,4,3,2,5,5,4,4,4,5,4,3,4,0,-2,-5,500,0,0,0,0,0,0,1,0,0,0,"284.3333333",NA,NA,1,192,0,1
"183",186,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,NA,NA,NA,NA,NA
"184",187,4662,1,2,2,NA,NA,5,5,5,5,3,4,4,4,4,4,4,5,5,1,4,4,3,3,2,3,2,4,3,3,4,2,4,3,4,4,4,4,4,4,3,0,0,0,900,0,0,0,0,1,0,0,0,0,0,"205.3333333",NA,NA,1,190,7,0
"185",188,4665,2,2,2,NA,NA,4,3,2,3,3,4,4,1,3,2,4,2,2,2,3,5,3,2,3,3,3,3,4,3,3,3,4,4,4,4,1,5,5,3,1,0,0,0,300,0,1,0,0,0,0,0,0,0,0,"203",NA,NA,1,192,0,1
"186",189,4664,2,2,2,NA,NA,4,4,4,5,4,5,5,5,5,5,5,5,4,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,4,9,0,0,800,1,0,0,0,0,0,0,0,0,0,"231.6666667",NA,NA,1,190,5,0
"187",190,4665,2,2,2,NA,NA,5,5,4,5,4,5,5,3,3,3,3,4,3,3,4,4,2,4,3,1,2,3,3,3,3,2,3,4,3,2,2,2,3,2,3,0,0,0,500,0,0,0,0,0,0,0,0,1,0,"249.3333333",NA,NA,1,192,0,1
"188",191,4665,2,2,2,NA,NA,5,5,5,5,5,4,4,5,4,3,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,3,3,3,0,0,0,300,1,0,0,0,0,0,0,0,0,0,"243.6666667",NA,NA,1,192,0,1
