stuID,schID,gender,trans_stu,transe_pa,transe_re,transe_re_etc,pre_frendship_1,pre_frendship_2,pre_frendship_3,pre_frendship_4,pre_frendship_5,post_frendship_1,post_frendship_2,post_frendship_3,post_frendship_4,post_frendship_5,post_frendship_6,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,tutoring_hakwon,tutoring_private,tutoring_online,SES,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,prefer_Hsch_dum_9,prefer_Hsch_dum_10,academic_abil
4435,4872,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,3,4,4,4,4,3,3,5,3,5,4,4,3,3,3,3,-1,-5,-1,0,0,1,0,0,0,0,0,0,0,246.6666667
4436,4872,1,2,2,,,4,4,4,4,4,4,5,3,5,4,5,4,4,3,4,4,4,3,4,3,3,4,4,4,4,3,3,3,3,4,5,5,4,4,3,3,-5,-5,500,0,0,0,0,0,0,0,1,0,0,284.6666667
4437,4872,2,2,2,,,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,3,5,5,4,5,4,4,3,3,2,7,0,0,600,1,0,0,0,0,0,0,0,0,0,236.6666667
4438,4872,1,2,2,,,5,4,4,5,4,4,4,3,4,2,4,4,4,3,4,4,3,3,2,3,3,3,4,4,4,4,3,3,3,3,4,4,3,3,4,0,6,0,700,0,0,0,0,0,0,0,1,0,0,248
4439,4872,1,2,2,,,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,0,-5,600,0,1,0,0,0,0,0,0,0,0,233
4440,4872,2,2,2,,,5,4,5,5,4,3,3,4,3,4,3,5,4,3,4,4,2,3,3,3,3,4,4,4,5,4,4,4,4,5,-1,2,2,-1,-1,4,-5,-5,400,0,0,0,0,0,0,0,1,0,0,237.3333333
4441,4872,2,2,2,,,5,4,5,4,4,4,4,4,5,4,5,4,4,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,4,0,1,0,500,0,0,1,0,0,0,0,0,0,0,252.3333333
4442,4872,2,2,2,,,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,4,4,5,5,4,4,4,4,4,5,4,4,4,5,4,4,4,4,3,10,-5,-5,700,1,0,0,0,0,0,0,0,0,0,265
4443,4872,1,2,2,,,4,3,3,4,3,2,2,3,3,3,4,3,3,2,4,3,5,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,3,-5,-5,-5,400,0,0,0,0,0,0,0,1,0,0,251
4444,4872,1,2,2,,,2,2,1,1,3,1,1,1,1,4,3,1,3,1,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-5,-5,-5,760,1,0,0,0,0,0,0,0,0,0,199
4445,4872,1,2,2,,,4,4,4,4,3,3,3,3,4,4,4,5,4,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,-5,-5,1,580,1,0,0,0,0,0,0,0,0,0,227.6666667
4446,4872,1,2,2,,,5,5,5,5,4,5,5,4,5,5,5,4,4,3,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,-1,6,-3,600,0,0,0,0,0,1,0,0,0,0,240
4447,4872,1,2,2,,,5,5,5,5,4,5,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,5,5,5,5,3,5,5,4,5,4,4,3,3,2,0,6,0,620,1,0,0,0,0,0,0,0,0,0,285.3333333
4448,4872,1,2,2,,,5,4,4,5,4,5,5,5,5,5,5,5,5,4,4,5,5,4,5,4,4,5,4,4,5,4,5,4,4,5,3,4,3,2,2,7,0,0,490,0,0,0,0,0,0,0,1,0,0,283.3333333
4449,4872,1,2,2,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,3,4,0,6,0,600,0,0,0,1,0,0,0,0,0,0,265.3333333
4450,4872,2,2,2,,,5,4,4,5,4,4,4,1,3,1,4,4,3,2,4,4,5,4,4,4,3,5,3,4,4,4,4,4,4,3,3,3,3,3,3,6,0,0,500,0,0,0,0,0,0,0,1,0,0,265.6666667
4451,4872,1,2,2,,,5,5,5,5,4,5,5,5,5,5,5,2,2,3,2,3,4,2,2,2,2,3,2,2,2,2,2,3,3,3,2,2,2,1,5,-5,5,-5,500,0,0,1,0,0,0,0,0,0,0,233.3333333
4452,4872,2,2,2,,,5,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,3,2,2,3,2,-5,-5,600,0,0,0,0,0,0,0,1,0,0,174
4453,4872,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,6,-5,0,300,0,0,0,1,0,0,0,0,0,0,269.3333333
4454,4872,2,2,2,,,5,4,3,5,4,3,3,3,4,4,4,4,4,4,4,4,5,5,3,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,0,0,700,0,0,0,0,1,0,0,0,0,0,266
4455,4872,2,2,2,,,4,4,4,4,4,4,4,4,4,4,4,5,5,4,3,3,3,2,3,3,2,3,4,4,4,3,2,2,4,4,4,4,3,3,2,-5,3,-5,450,0,0,0,0,0,0,0,1,0,0,278
4456,4872,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,3,4,5,5,5,5,4,5,4,4,5,5,3,4,4,-5,1,-5,400,0,0,0,0,0,0,0,1,0,0,281
4457,4872,2,2,2,,,5,4,5,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,2,2,2,0.5,-5,-5,400,0,0,0,0,1,0,0,0,0,0,168.3333333
4458,4872,2,2,2,,,5,4,4,4,3,4,3,4,3,2,3,4,4,4,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,0,6,0,500,0,0,0,0,0,0,0,1,0,0,263
4459,4872,2,2,2,,,4,4,4,5,4,4,4,4,4,4,5,4,4,3,4,4,4,4,3,4,4,4,4,4,5,4,5,5,5,5,4,4,3,3,4,0,7.5,0,420,0,0,0,0,0,0,1,0,0,0,265.6666667
4460,4872,1,2,2,,,3,3,4,4,4,3,3,3,3,3,4,4,3,3,4,3,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,-5,3,-5,700,0,0,0,0,0,0,0,1,0,0,190.3333333
4461,4872,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,3,3,3,3,3,2,4,-5,1,-5,700,0,0,0,0,1,0,0,0,0,0,271
4462,4872,1,2,2,,,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,5,0,-5,430,0,0,0,1,0,0,0,0,0,0,216.6666667
4463,4872,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,4,4,3,4,4,3,3,3,3,2,2,2,3,3,4,4,4,3,3,-3,-3,-5,600,1,0,0,0,0,0,0,0,0,0,262.3333333
4464,4872,2,2,2,,,4,4,4,4,4,5,5,5,5,2,2,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,23,3,-5,800,0,0,0,0,1,0,0,0,0,0,242
4465,4872,2,2,2,,,5,4,5,5,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,0,0,700,0,0,0,0,0,0,0,1,0,0,257
4466,4872,2,2,2,,,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,0,3,0,400,0,0,0,0,0,0,0,1,0,0,279
4467,4872,1,2,2,,,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,-5,3,-5,-1,1,0,0,0,0,0,0,0,0,0,266.3333333
4468,4872,1,2,2,,,5,3,4,4,4,5,5,5,5,5,5,3,3,4,3,3,4,4,3,4,4,4,3,2,2,2,3,3,2,3,5,4,3,3,1,4,-5,-5,400,0,0,0,0,0,0,0,1,0,0,262
4469,4872,1,2,2,,,5,4,4,4,3,4,4,3,3,4,4,4,4,4,5,5,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,-5,-5,800,0,0,0,0,0,0,0,1,0,0,282
4470,4872,1,2,2,,,5,4,4,4,4,4,4,4,4,5,5,3,3,4,3,3,4,4,2,3,2,2,3,3,3,3,3,3,3,3,4,5,5,4,5,-5,3,-5,500,0,0,0,1,0,0,0,0,0,0,239.6666667
4471,4872,2,2,2,,,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,4,3,4,4,3,3,3,4,3,3,4,3,4,4,3,3,3,3,8,-5,-5,600,0,0,1,0,0,0,0,0,0,0,283.3333333
4472,4919,2,2,2,,,4,5,3,3,4,3,3,2,3,1,2,3,3,3,3,3,3,2,5,2,3,3,2,3,3,3,3,4,3,3,3,5,4,1,1,0,0,0,250,0,1,0,0,0,0,0,0,0,0,211.3333333
4473,4919,2,2,2,,,5,3,4,5,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,3,3,3,-5,-5,-5,250,1,0,0,0,0,0,0,0,0,0,221.3333333
4474,4919,1,2,2,,,5,3,4,4,3,3,3,3,3,1,4,3,4,3,3,3,4,3,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,3,2,0,0,0,200,0,0,0,0,1,0,0,0,0,0,178
4475,4919,1,2,2,,,4,4,4,4,5,4,4,4,4,4,4,5,5,3,5,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,0,0,1,100,0,0,0,1,0,0,0,0,0,0,208.3333333
4476,4919,2,2,2,,,5,4,4,3,4,3,3,4,4,4,4,4,4,5,5,5,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,350,1,0,0,0,0,0,0,0,0,0,212
4477,4913,1,2,2,,,4,4,4,4,4,4,4,3,4,2,4,5,4,3,4,4,5,5,2,4,4,4,3,4,5,4,5,5,5,5,5,5,1,1,1,0,0,0,300,1,0,0,0,0,0,0,0,0,0,245
4478,4874,1,2,2,,,3,3,4,3,3,4,4,3,3,3,3,5,4,3,3,3,4,4,3,4,4,4,3,3,3,4,4,5,3,4,4,3,2,4,2,0,0,0,80,0,1,0,0,0,0,0,0,0,0,151
4479,4873,1,2,2,,,5,5,5,5,5,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,5,4,4,4,5,-3,12,0,500,1,0,0,0,0,0,0,0,0,0,155.6666667
4480,4875,1,2,2,,,5,5,3,4,5,5,4,5,5,5,5,4,4,3,4,4,2,2,2,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,2,-5,-5,-5,250,0,0,0,0,0,1,0,0,0,0,204.3333333
4481,4871,2,2,2,,,5,5,3,4,4,4,4,4,4,4,4,3,3,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,-9,-11,-11,110,0,1,0,0,0,0,0,0,0,0,162.6666667
4482,4909,1,2,2,,,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,2,2,3,3,4,4,4,4,2,4,4,4,3,-5,-5,-1,400,1,0,0,0,0,0,0,0,0,0,249
4483,4909,1,2,2,,,4,3,3,3,3,3,3,4,4,4,3,3,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,-1,-1,-2,180,0,1,0,0,0,0,0,0,0,0,186.6666667
4484,4909,1,2,2,,,4,4,4,5,5,4,3,4,4,4,5,3,4,3,4,4,4,3,3,5,4,3,4,4,4,3,4,4,3,3,2,2,3,3,2,0,0,0,400,1,0,0,0,0,0,0,0,0,0,229
4485,4909,1,2,2,,,4,3,2,3,2,4,4,4,4,5,5,2,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,0,0,0,300,0,1,0,0,0,0,0,0,0,0,172.6666667
4486,4909,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,4,2,3,3,3,4,3,2,3,3,3,3,4,2,3,3,4,3,4,0,0,0,500,1,0,0,0,0,0,0,0,0,0,219
4487,4867,2,2,2,,,3,2,3,3,2,2,2,2,2,2,2,3,2,2,3,3,5,5,5,5,4,5,4,4,4,4,4,4,4,4,5,4,3,3,3,0,0,0,200,1,0,0,0,0,0,0,0,0,0,129.3333333
4488,4867,2,2,2,,,5,4,4,4,4,4,4,4,4,4,5,4,4,2,3,3,5,3,3,5,5,5,5,5,4,5,5,5,4,4,2,3,2,1,4,8,-5,-5,100,0,0,0,1,0,0,0,0,0,0,233
4489,4867,2,2,2,,,4,3,4,4,3,4,3,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,0,0,0,1500,1,0,0,0,0,0,0,0,0,0,201.3333333
4490,4867,2,2,2,,,4,4,3,4,3,5,5,5,5,5,5,5,5,4,5,3,3,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,2,1,2,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,192.6666667
4491,4867,1,2,2,,,5,4,5,5,5,3,3,3,3,3,3,5,3,3,5,3,5,5,5,5,4,4,4,4,5,4,5,5,4,5,3,2,2,2,2,10,0,0,600,0,1,0,0,0,0,0,0,0,0,122.3333333
4492,4900,2,2,2,,,3,3,3,3,3,3,4,4,4,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,213.3333333
4493,4867,2,2,2,,,5,5,3,4,5,5,5,5,5,5,5,4,3,3,3,4,4,5,4,4,4,5,4,4,4,4,4,4,4,5,3,4,3,3,1,0,0,0,300,1,0,0,0,0,0,0,0,0,0,162.3333333
4494,4867,2,2,2,,,5,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,5,4,5,4,4,3,4,2,3,3,5,4,3,4,3,3,4,1,0,0,0,200,0,0,0,0,1,0,0,0,0,0,139
4495,4867,1,2,2,,,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,3,3,4,5,5,5,5,4,3,5,3,3,3,3,3,0,0,0,300,0,0,0,1,0,0,0,0,0,0,226.6666667
4496,4917,2,2,2,,,3,3,3,5,3,4,3,2,3,2,3,5,5,3,5,5,3,3,3,3,3,4,3,4,4,4,5,4,5,4,4,2,3,2,1,0,0,0,100,1,0,0,0,0,0,0,0,0,0,201
4497,4918,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,19,-5,-5,400,1,0,0,0,0,0,0,0,0,0,232
4498,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
4499,4918,1,2,2,,,4,3,3,5,4,3,3,4,4,5,5,5,4,3,4,5,4,3,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,2,1,3,-5,-5,300,1,0,0,0,0,0,0,0,0,0,244.6666667
4500,4917,2,2,2,,,5,4,4,4,3,3,3,3,3,3,3,3,3,4,5,5,4,4,3,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,2,-5,-5,-5,-1,1,0,0,0,0,0,0,0,0,0,171.3333333
4501,4878,2,2,2,,,4,4,4,4,4,4,4,4,3,3,4,3,2,2,4,3,5,5,5,5,5,5,4,4,5,5,5,4,5,5,3,3,3,3,3,0,0,0,500,1,0,0,0,0,0,0,0,0,0,184.3333333
4502,4878,2,2,2,,,5,3,3,5,4,3,3,3,3,3,3,3,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,184
4503,4878,2,2,2,,,3,3,3,3,4,4,4,4,5,4,4,3,4,3,3,3,4,3,3,4,3,3,3,4,4,4,4,4,3,4,3,4,3,3,2,0,0,0,190,0,0,0,0,0,0,0,1,0,0,217.3333333
4504,4878,2,2,2,,,4,3,3,4,3,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,0,0,0,50,0,0,0,1,0,0,0,0,0,0,155
4505,4409,2,2,2,,,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,0,0,1,220,0,0,0,0,0,1,0,0,0,0,215
4506,4878,2,2,2,,,5,3,3,2,4,4,4,4,4,4,4,3,4,3,4,2,4,2,2,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,2,0,0,0,300,1,0,0,0,0,0,0,0,0,0,203.6666667
4507,4879,1,2,2,,,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,2,2,2,1,-5,-5,250,1,0,0,0,0,0,0,0,0,0,193.3333333
4508,4879,1,2,,,,3,3,3,3,3,3,3,3,3,3,3,4,4,2,3,3,5,5,5,5,5,5,4,4,4,4,5,5,5,4,2,2,2,2,2,0,0,0,100,1,0,0,0,0,0,0,0,0,0,157.3333333
4509,4876,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,250,1,0,0,0,0,0,0,0,0,0,217
4510,4877,2,2,2,,,4,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,-5,380,1,0,0,0,0,0,0,0,0,0,172.3333333
4511,4876,2,2,2,,,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,7,-5,-3.7,400,1,0,0,0,0,0,0,0,0,0,226
4512,5229,1,2,2,,,4,5,4,5,4,5,5,5,4,4,5,5,4,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,120,1,0,0,0,0,0,0,0,0,0,212.6666667
4513,4876,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,4,4,4,4,5,4,4,4,4,4,5,5,5,3,4,3,-5,-5,5,410,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,246.6666667
4514,4876,2,2,2,,,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,-5,2,3,-1,3,3,4,4,3,4,3,3,3,3,4,4,4,-5,-5,-5,-1,0,0,0,0,1,0,0,0,0,0,184.6666667
4515,4876,2,2,2,,,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,5,4,5,5,4,4,4,4,3,5,5,4,4,4,4,3,0,3,0,-1,1,0,0,0,0,0,0,0,0,0,211.6666667
4516,4876,2,2,2,,,5,5,5,5,4,5,5,5,5,5,5,3,4,3,3,4,2,1,1,1,1,2,3,4,4,3,4,3,3,4,2,2,3,3,1,-1,0,3,300,1,0,0,0,0,0,0,0,0,0,175.6666667
4517,4938,2,2,2,,,3,3,2,3,2,3,3,3,3,2,3,3,3,2,3,3,4,4,3,4,4,3,4,3,3,4,5,2,5,5,4,3,3,2,4,13,-5,-1,250,0,0,0,0,0,0,1,0,0,0,278.3333333
4518,4916,1,2,2,,,3,3,3,4,4,3,4,3,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,5,0,-1,212,1,0,0,0,0,0,0,0,0,0,195.6666667
4519,4915,2,2,2,,,4,4,4,4,5,5,5,5,5,4,5,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,-1,-1,0,0,0,200,0,1,0,0,0,0,0,0,0,0,214.6666667
4520,4915,2,2,2,,,5,4,4,4,4,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,0,0,0,75,1,0,0,0,0,0,0,0,0,0,215.6666667
4521,4916,1,2,2,,,4,4,4,4,4,3,3,3,3,4,4,4,3,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,3,10,-5,-5,200,0,0,0,0,1,0,0,0,0,0,255.6666667
4522,4915,2,2,2,,,5,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5,3,2,2,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,0,0,0,600,0,0,0,0,0,0,1,0,0,0,182.6666667
4523,4916,1,2,2,,,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,191
4524,4915,2,2,2,,,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,3,1,7,-5,-5,500,0,0,0,0,0,0,0,1,0,0,219.6666667
4525,4915,2,2,2,,,5,4,4,3,4,4,4,1,3,1,3,4,4,1,5,4,2,1,3,3,2,3,2,3,3,3,3,3,3,2,3,4,4,4,2,0.2,-5,-5,400,1,0,0,0,0,0,0,0,0,0,159.3333333
4526,4915,2,2,2,,,5,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,5,5,5,5,4,5,4,4,4,4,5,5,4,4,4,4,3,3,3,4,-1,0,450,1,0,0,0,0,0,0,0,0,0,249.6666667
4527,4916,1,2,2,,,5,3,4,5,5,4,3,4,3,4,4,5,4,4,5,5,2,4,2,3,2,4,3,4,4,3,4,3,3,4,3,4,3,4,2,6,-5,-1,175,1,0,0,0,0,0,0,0,0,0,185.3333333
4528,4915,2,2,2,,,4,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,1,-5,-3,380,1,0,0,0,0,0,0,0,0,0,188.6666667
4529,4915,2,2,2,,,4,4,4,5,4,5,5,5,5,5,5,3,3,2,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,2,7,-5,-5,400,1,0,0,0,0,0,0,0,0,0,270.6666667
4530,4915,2,2,2,,,4,4,3,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,2,2,2,3,5,21,0,0,650,0,0,0,0,0,1,0,0,0,0,249.6666667
4531,4915,2,2,2,,,4,5,5,5,5,4,4,4,4,4,4,4,5,1,4,5,3,2,5,5,5,5,5,3,4,3,5,5,5,5,-1,5,3,4,5,13,2,-5,800,0,0,0,1,0,0,0,0,0,0,204.6666667
4532,4915,2,2,2,,,4,4,3,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,3,4,4,5,4,5,4,4,4,4,4,4,4,4,4,16,0,0,500,1,0,0,0,0,0,0,0,0,0,252.3333333
4533,4866,1,2,2,,,5,5,4,4,4,4,4,4,4,4,5,5,2,3,1,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,0,0,0,280,1,0,0,0,0,0,0,0,0,0,178
4534,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
4535,4916,1,2,2,,,4,4,3,4,4,4,4,4,4,4,4,3,2,3,1,4,3,3,3,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,4,-4,-5,-5,150,1,0,0,0,0,0,0,0,0,0,171.3333333
4536,4916,1,2,2,,,4,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,2,3,2,3,4,3,3,4,4,3,3,3,4,3,3,2,2,-5,-5,3,400,0,1,0,0,1,0,0,0,0,0,180.3333333
4537,4915,2,2,2,,,3,3,4,4,3,3,3,3,3,3,3,2,2,2,1,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,0,14,14,150,1,0,0,0,0,0,0,0,0,0,157.6666667
4538,4916,1,2,2,,,5,5,5,5,3,3,3,3,3,3,3,4,4,3,2,4,4,4,4,3,3,4,4,4,3,4,3,3,3,3,4,4,4,4,3,-5,-5,-5,100,0,1,0,0,0,0,0,0,0,0,172.6666667
4539,4915,2,2,2,,,5,5,5,5,5,5,4,5,5,5,5,5,4,3,5,5,3,3,4,4,3,4,3,3,3,3,4,3,3,3,3,4,4,3,2,1,1,-5,500,1,0,0,0,0,0,0,0,0,0,231
4540,4915,2,2,2,,,5,4,4,5,4,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,3,3,3,6,0,0,400,1,0,0,0,0,0,0,0,0,0,246.6666667
4541,4916,1,2,2,,,5,5,5,5,4,3,3,1,2,1,3,5,3,3,5,5,3,2,3,2,3,3,4,4,4,4,4,4,3,4,2,3,4,3,3,20,-5,-5,150,1,0,0,0,0,0,0,0,0,0,231
4542,4916,1,2,2,,,4,4,3,3,3,4,3,3,3,3,4,4,4,2,3,4,3,3,3,3,4,4,3,3,3,3,4,3,4,3,4,4,3,3,2,15,0,1,300,0,0,0,0,0,0,1,0,0,0,261
4543,4916,1,2,2,,,4,3,4,5,3,3,3,3,4,3,5,3,4,4,3,3,3,1,3,3,1,3,4,3,3,3,3,3,3,4,3,4,2,2,2,19,-5,-5,350,1,0,0,0,0,0,0,0,0,0,159.6666667
4544,4916,1,2,2,,,4,4,3,4,3,3,3,3,3,3,3,3,3,2,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,6,-5,-5,300,1,0,0,0,0,0,0,0,0,0,223.3333333
4545,4916,1,2,2,,,4,4,5,5,5,4,4,4,4,4,4,4,4,3,5,3,4,3,2,3,2,3,4,4,4,5,5,3,2,4,5,4,5,3,3,13,10,0,1000,0,0,0,1,0,0,0,0,0,0,249.3333333
4546,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
4547,4915,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,4,4,4,4,3,4,4,3,3,4,4,4,3,4,4,2,2,1,1,-5,-3.7,300,1,0,0,0,0,0,0,0,0,0,241.6666667
4548,4916,1,2,2,,,5,5,5,5,3,1,1,1,1,1,1,3,3,4,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,-1,3,4,3,2,15,0,0,170,1,0,0,0,0,0,0,0,0,0,164
4549,4916,1,2,2,,,4,4,3,4,4,4,4,4,4,4,4,4,4,2,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,3,2,9,0,0,250,1,0,0,0,0,0,0,0,0,0,246.6666667
