stuID,schID,gender,trans_stu,transe_pa,transe_re,transe_re_etc,pre_frendship_1,pre_frendship_2,pre_frendship_3,pre_frendship_4,pre_frendship_5,post_frendship_1,post_frendship_2,post_frendship_3,post_frendship_4,post_frendship_5,post_frendship_6,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,tutoring_hakwon,tutoring_private,tutoring_online,SES,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,prefer_Hsch_dum_9,prefer_Hsch_dum_10,academic_abil
4315,4887,1,2,2,,,5,5,5,5,5,5,4,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,5,5,5,5,3,3,3,3,6,0,0,399,0,0,0,0,1,0,0,0,0,0,175.3333333
4316,4912,1,2,2,,,4,4,4,4,4,5,5,5,5,5,5,4,4,3,3,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,3,2,12,0,0,430,0,0,0,1,0,0,0,0,0,0,279.6666667
4317,4902,1,2,2,,,5,5,5,5,5,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,3,3,4,3,3,4,3,4,4,4,4,4,3,0,0,0,600,1,0,0,0,0,0,0,0,0,0,140
4318,5033,1,2,2,,,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,3,4,3,4,5,3,4,4,4,4,3,4,3,2,2,0,0,0,900,1,0,0,0,0,0,0,0,0,0,214
4319,4901,1,2,2,,,4,3,4,4,3,2,2,3,3,4,4,4,4,4,4,4,4,4,2,4,4,4,3,3,3,2,3,3,4,3,2,4,2,2,1,0,0,0,300,1,0,0,0,0,0,0,0,0,0,195.3333333
4320,4912,1,2,2,,,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,-1,-1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,12,0,0,352,1,0,0,0,0,0,0,0,0,0,208.6666667
4321,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
4322,4902,2,2,2,,,5,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,0,0,0,250,0,0,0,0,1,0,0,0,0,0,172.3333333
4323,4902,2,2,2,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,-5,-5,-5,380,1,0,0,0,0,0,0,0,0,0,198.3333333
4324,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
4325,4902,2,2,2,,,5,4,2,5,3,3,3,3,3,3,3,3,2,1,5,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,2,0,3,120,1,0,0,0,0,0,0,0,0,0,179.3333333
4326,4902,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,12,-5,-5,1050,1,0,0,0,0,0,0,0,0,0,190.3333333
4327,4902,2,2,2,,,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,2,2,2,3,2,7,-5,-3,400,0,0,0,0,0,0,1,0,0,0,161
4328,4901,1,2,2,,,4,3,3,3,3,4,4,4,3,4,4,4,4,3,3,3,4,4,3,4,3,4,4,4,4,3,4,4,4,4,3,3,3,3,4,12,0,1,300,1,0,0,0,0,0,0,0,0,0,204.3333333
4329,4901,1,2,2,,,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,2,2,2,3,4,3,4,3,4,3,3,3,3,3,2,3,2,0,0,0,460,0,1,0,0,0,0,0,0,0,0,187.6666667
4330,4902,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,18,0,0,450,1,0,0,0,0,0,0,0,0,0,173
4331,4908,1,2,2,,,5,5,5,5,5,3,3,3,4,3,4,1,4,2,1,2,-1,-1,3,3,2,4,3,3,3,3,3,3,3,3,4,4,3,4,4,2,-5,-5,800,0,0,0,0,0,0,0,1,0,0,279.3333333
4332,4905,2,2,2,,,5,4,5,5,3,4,4,4,4,4,4,3,3,3,5,3,3,4,2,4,3,4,3,3,4,4,4,4,4,3,3,3,2,2,1,-5,-5,1,200,1,0,0,0,0,0,0,0,0,0,150.6666667
4333,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
4334,4908,1,2,2,,,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,9,0,0,500,1,0,0,0,0,0,0,0,0,0,229
4335,4902,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,0,0,0,190,1,0,0,0,0,0,0,0,0,0,183.6666667
4336,4906,1,2,2,,,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,10,-5,-5,480,1,0,0,0,0,0,0,0,0,0,188
4337,4906,1,2,2,,,5,4,4,4,4,5,5,5,5,5,5,3,3,4,4,4,3,1,5,5,2,3,3,3,4,4,5,3,3,3,3,2,3,2,2,9,-5,-5,350,1,0,0,0,0,0,0,0,0,0,242.6666667
4338,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
4339,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
4340,4906,1,2,2,,,5,4,4,5,4,4,4,4,5,4,4,5,5,4,4,5,2,2,3,4,2,4,4,3,3,3,4,3,4,4,4,4,3,3,2,8,0,1,450,0,0,0,0,0,0,1,0,0,0,245
4341,4912,1,2,2,,,4,4,3,4,4,5,5,5,5,5,5,4,4,2,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4,3,3,2,8,-5,0,400,1,0,0,0,0,0,0,0,0,0,260.6666667
4342,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,152.3333333
4343,4901,1,2,2,,,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,2,2,3,0,0,200,1,0,0,0,0,0,0,0,0,0,234.6666667
4344,4901,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,-5,-5,300,1,0,0,0,0,0,0,0,0,0,185
4345,4906,1,2,2,,,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,3,3,3,4,3,2,3,3,4,3,3,3,3,3,4,4,4,4,4,2,10,0,0,400,1,0,0,0,0,0,0,0,0,0,261
4346,4902,2,2,2,,,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,3,5,3,3,3,3,4,4,4,4,4,4,4,4,2,4,3,2,2,2,-5,-1,510,1,0,0,0,0,0,0,0,0,0,221.3333333
4347,4902,2,2,2,,,3,4,3,3,4,4,4,5,5,5,4,4,4,4,4,3,4,2,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,3,20,0,-1,350,0,0,0,1,0,0,0,0,0,0,292
4348,4901,1,2,2,,,3,3,3,4,3,4,4,4,4,4,4,4,5,3,1,5,4,2,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,1,10,0,0,300,0,1,0,0,0,0,0,0,0,0,160.3333333
4349,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
4350,4906,1,2,2,,,4,4,4,4,3,3,3,3,3,3,3,4,4,2,1,3,3,4,3,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,4,9,-5,-5,450,1,0,0,0,0,0,0,0,0,0,218.6666667
4351,4911,2,2,2,,,4,4,4,4,5,3,4,3,4,4,4,3,3,4,3,3,4,4,4,3,3,4,4,4,4,4,4,3,4,4,3,4,2,2,2,10,0,0,450,1,0,0,0,0,0,0,0,0,0,269.3333333
4352,4903,2,2,2,,,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,6,0,0,560,1,0,0,0,0,0,0,0,0,0,206
4353,4905,2,2,2,,,4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,-1,4,13,0,0,400,0,0,0,0,1,0,0,0,0,0,242.3333333
4354,4904,2,2,2,,,5,4,3,5,4,4,4,4,4,4,5,4,5,4,4,4,4,3,3,4,4,4,5,5,5,5,5,4,4,5,4,4,3,3,3,10,0,0,500,0,0,1,0,0,0,0,0,0,0,223.6666667
4355,4477,2,2,2,,,4,4,4,4,4,3,3,3,3,3,4,4,5,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,3,4,2,0,0,0,300,0,0,0,0,0,0,1,0,0,0,288.3333333
4356,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
4357,4872,2,2,2,,,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5,3,4,4,4,4,4,4,3,4,4,5,3,3,3,4,4,3,4,1,-5,-5,730,0,0,0,0,0,0,0,1,0,0,244.6666667
4358,4893,2,2,2,,,5,5,5,5,5,4,4,4,4,4,4,3,3,3,4,4,4,2,4,4,4,3,4,4,4,3,4,3,3,4,3,4,4,3,3,4,0,0,610,0,0,1,0,0,0,0,0,0,0,241.6666667
4359,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
4360,4875,2,2,2,,,5,4,4,5,4,4,4,5,4,4,5,4,4,3,3,4,4,2,3,3,3,3,4,4,4,3,4,3,4,3,3,3,3,4,4,0,0,0,400,0,0,0,0,1,0,0,0,0,0,214
4361,4875,2,2,2,,,5,5,5,5,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,3,4,4,4,4,5,4,5,3,4,5,4,4,4,4,4,-5,12.5,1,1200,1,0,0,0,0,0,0,0,0,0,243.6666667
4362,4875,2,2,2,,,4,4,4,5,4,4,4,2,4,2,4,5,3,2,4,4,3,3,5,3,3,3,4,4,5,5,5,5,5,5,5,5,3,3,3,-5,-5,-5,400,1,0,0,0,0,0,0,0,0,0,220
4363,4869,1,2,2,,,3,4,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,-5,-5,-5,500,0,0,0,1,0,0,0,0,0,0,159
4364,4875,1,2,2,,,4,3,4,5,3,4,3,4,4,4,4,4,3,3,4,4,4,3,4,4,3,5,4,4,5,5,4,4,4,4,3,3,3,3,3,0,0,0,200,1,0,0,0,0,0,0,0,0,0,207.3333333
4365,4875,1,2,2,,,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,4,3,4,3,3,2,2,4,4,4,3,4,3,3,4,3,3,2,2,4,15,-5,-5,500,1,0,0,0,0,0,0,0,0,0,219.6666667
4366,4869,1,2,2,,,4,3,4,4,3,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,-5,-5,-3,450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139
4367,4631,1,2,2,,,5,4,5,5,4,5,4,5,5,5,5,5,5,4,5,5,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,0,0,7,800,1,0,0,0,0,0,0,0,0,0,279.3333333
4368,4875,2,2,2,,,4,4,4,5,4,4,4,5,5,5,5,4,4,3,4,4,3,3,3,3,3,3,4,4,4,3,3,3,4,4,3,3,3,2,4,1,-5,14,600,1,0,0,0,0,0,0,0,0,0,250.3333333
4369,4875,2,2,,,,4,4,4,4,3,4,3,4,3,4,4,3,4,3,3,3,5,3,3,2,3,5,2,3,4,4,4,4,4,4,5,5,5,4,3,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,192.6666667
4370,4870,2,2,2,,,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,5,4,4,2,4,4,4,4,4,4,4,4,4,4,3,5,5,5,4,3,-5,-3,-3,500,0,0,1,0,0,0,0,0,0,0,253.6666667
4371,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
4372,4869,2,2,2,,,4,4,4,5,4,4,4,4,4,4,5,3,3,1,2,3,4,5,3,3,3,3,3,3,3,3,4,4,3,3,5,5,5,4,4,7,0,0,600,1,0,0,0,0,0,0,0,0,0,255
4373,4872,2,2,,,,5,5,5,5,5,4,4,5,5,5,5,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,2,4,4,2,2,2,3,0,0,450,0,0,1,0,0,0,0,0,0,0,260.6666667
4374,4869,2,2,2,,,5,5,4,5,5,5,5,5,5,5,5,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,11,0,0,350,0,0,0,1,0,0,0,0,0,0,252.3333333
4375,4875,1,2,2,,,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,4,4,4,5,5,5,4,4,4,3,3,4,2,0,0,0,340,1,0,0,0,0,0,0,0,0,0,180.6666667
4376,4869,2,2,2,,,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,3,4,3,4,4,4,-5,-5,600,1,0,0,0,0,0,0,0,0,0,284
4377,4872,2,2,2,,,4,4,4,4,4,4,4,5,3,2,4,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,-5,3,-5,800,1,0,0,0,0,0,0,1,0,0,278.6666667
4378,4875,1,2,,,,5,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,3,3,4,4,4,4,3,4,3,3,4,4,4,4,3,1,5,-5,-5,250,1,0,0,0,0,0,0,0,0,0,212.3333333
4379,4875,1,2,2,,,4,3,3,4,4,4,3,5,4,4,5,3,3,4,3,4,4,4,3,3,3,4,4,4,4,3,5,5,5,5,3,3,4,4,4,11,-5,-5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,233.6666667
4380,4872,1,2,2,,,4,3,3,4,3,4,4,2,3,3,4,4,4,3,3,4,5,5,5,5,4,5,4,4,4,4,4,5,4,4,5,5,5,5,5,7,-5,-5,900,0,0,0,1,0,0,0,0,0,0,#N/A
4381,4875,2,2,2,,,5,4,5,3,3,4,4,1,4,2,3,5,5,5,3,4,4,4,4,4,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,20,0,0,300,1,0,0,0,0,0,0,0,0,0,247.3333333
4382,4875,2,2,2,,,4,4,4,4,4,5,4,5,5,3,5,4,3,3,3,4,5,5,5,4,3,5,5,5,5,5,5,5,5,5,4,4,4,3,2,11,0,0,400,1,0,0,0,0,0,0,0,0,0,254.6666667
4383,4875,2,2,2,,,5,5,5,5,5,4,4,4,4,5,5,4,3,4,4,4,2,1,3,3,3,3,4,4,3,4,4,3,3,4,3,3,3,3,1,-5,-5,-3,300,1,0,0,0,0,0,0,0,0,0,191
4384,4875,2,2,2,,,2,3,3,2,3,5,5,5,5,5,5,1,1,1,1,2,3,3,3,3,3,4,3,3,3,3,4,4,4,4,3,3,2,2,3,23,0,0,170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,193
4385,4875,1,2,2,,,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,2,15,-5,-5,450,0,1,0,0,0,0,0,0,0,0,164
4386,4875,1,2,2,,,4,3,3,3,3,3,3,3,3,3,2,4,4,3,3,3,4,2,4,4,3,3,4,4,4,4,4,4,4,4,3,5,5,3,4,11,0,0,300,1,0,0,0,0,0,0,0,0,0,220
4387,4875,1,2,2,,,5,4,2,5,4,5,5,4,5,5,5,4,5,2,5,5,3,3,3,3,3,3,3,3,3,3,4,-1,4,4,-1,-1,-1,-1,-1,0,0,-5,-1,1,0,0,0,0,0,0,0,0,0,183.3333333
4388,4869,1,2,2,,,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,2,-5,1000,1,0,0,0,0,0,0,0,0,0,248
4389,4875,1,2,2,,,5,4,3,5,5,4,4,4,4,4,4,5,5,3,5,4,3,3,3,4,4,4,3,4,4,3,4,4,3,3,4,4,2,2,2,8,5,0,650,1,0,0,0,0,0,0,0,0,0,215
4390,4875,1,2,,,,4,4,4,4,3,3,4,3,3,3,4,4,3,3,5,4,5,4,4,3,3,4,4,4,4,3,4,3,3,4,4,4,4,3,1,5,-5,-5,250,0,1,0,0,0,0,0,0,0,0,202.3333333
4391,4869,2,2,2,,,5,4,5,5,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4,4,4,3,4,4,3,4,4,3,3,-5,-5,-5,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,249.3333333
4392,4869,2,2,2,,,4,1,1,4,2,1,1,1,1,1,1,2,2,2,2,2,4,3,3,3,3,4,3,2,3,3,4,4,4,4,3,4,3,4,4,-5,-5,-5,500,1,0,0,0,0,0,0,0,0,0,162
4393,4869,2,2,2,,,5,3,3,4,4,4,4,4,4,4,4,3,4,2,3,3,4,5,5,4,5,5,4,5,4,5,5,5,5,5,4,4,4,4,4,5,3,-5,500,1,0,0,0,0,0,0,0,0,0,255
4394,4875,2,2,2,,,5,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,3,3,4,4,4,4,3,3,5,3,4,2,-1,4,3,3,2,2,2,2,1,-5,1200,1,0,0,0,0,0,0,0,0,0,229
4395,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
4396,4073,1,2,2,,,4,3,4,4,4,4,4,3,4,4,4,4,3,2,4,4,3,3,3,4,3,4,3,3,4,3,4,3,4,4,3,4,3,3,3,0,0,0,400,1,0,0,0,0,0,0,0,0,0,221.6666667
4397,4898,1,1,1,1,,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,1,-5,-2,500,1,0,0,0,0,0,0,0,0,0,149.6666667
4398,4898,1,2,2,,,3,4,4,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,4,3,4,4,4,3,3,4,4,4,4,4,4,3,3,3,15,-5,-5,700,1,0,0,0,0,0,0,0,0,0,147
4399,4898,2,2,2,,,4,3,4,4,4,3,3,4,4,3,4,3,3,2,3,3,4,4,3,4,3,4,3,3,3,3,5,5,4,4,4,4,4,4,2,5,0,0,300,1,0,0,0,0,0,0,0,0,0,237.3333333
4400,4898,2,2,2,,,3,3,3,4,3,3,3,3,3,4,4,5,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,7,0,0,200,0,0,1,0,0,0,0,0,0,0,263.3333333
4401,4898,1,2,2,,,4,4,4,4,4,4,4,3,4,4,5,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,2,3,21,-5,-5,600,1,0,0,0,0,0,0,0,0,0,217
4402,4902,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,5,3,2,2,3,2,3,3,3,2,3,2,3,2,1,3,3,3,3,3,0,0,0,320,0,0,0,0,1,0,0,0,0,0,168.6666667
4403,4898,2,2,2,,,5,5,5,5,5,5,5,4,4,5,5,4,4,2,3,4,4,3,4,4,3,3,3,2,3,3,4,4,3,3,4,4,3,3,3,0,0,0,340,0,0,0,0,0,0,1,0,0,0,224.6666667
4404,4898,1,2,2,,,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,4,2,5,0,0,500,0,0,0,1,0,0,0,0,0,0,271.3333333
4405,4898,1,2,2,,,4,3,4,4,3,4,4,3,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,-5,-5,-3,600,0,0,0,0,0,0,0,1,0,0,288.6666667
4406,4894,2,2,2,,,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-5,-5,-5,120,1,0,0,0,0,0,0,0,0,0,134.3333333
4407,4898,2,2,2,,,3,3,3,2,3,4,4,3,3,2,3,3,3,2,2,3,3,5,3,3,2,3,3,3,2,3,2,2,3,3,3,2,3,3,3,4,0,0,160,0,0,0,0,0,0,1,0,0,0,241.3333333
4408,4894,2,2,2,,,4,4,4,5,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,3,13,0,3,800,0,0,1,0,0,0,0,0,0,0,244.3333333
4409,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
4410,4898,2,2,2,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,13,-5,-5,600,1,0,0,0,0,0,0,0,0,0,218.6666667
4411,4898,2,2,2,,,4,4,5,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,-5,-5,-5,300,1,0,0,0,0,0,0,0,0,0,230.6666667
4412,4894,2,2,2,,,5,5,5,5,5,4,5,5,5,5,5,2,4,1,2,2,3,2,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,3,2,-5,-5,-5,500,0,0,0,0,0,1,0,0,0,0,208.3333333
4413,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
4414,4899,1,2,2,,,4,4,4,5,4,4,4,4,4,4,4,4,3,3,3,5,4,4,4,3,2,3,3,4,4,4,4,3,3,4,4,4,4,3,4,0,0,0,230,1,0,0,0,0,0,0,0,0,0,196.3333333
4415,4898,1,2,2,,,4,4,3,4,4,5,5,5,5,5,5,5,3,4,2,4,4,3,3,4,3,4,3,3,3,3,4,4,4,5,3,3,3,2,2,6,5,0,500,1,0,0,0,0,0,0,0,0,0,144
4416,4899,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,2,3,3,4,3,2,3,2,3,4,3,2,3,4,3,3,2,2,9,-5,-5,580,0,0,0,0,0,0,1,0,0,0,199.3333333
4417,4898,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,3,2,3,3,3,3,3,4,3,4,4,3,3,4,4,4,3,4,4,0,0,0,220,1,0,0,0,0,0,0,0,0,0,209
4418,4900,1,2,2,,,1,2,1,1,2,3,3,2,3,2,3,1,1,1,1,1,4,3,3,4,2,2,3,3,3,3,4,3,3,3,4,4,4,4,2,0,0,0,500,0,0,0,0,0,1,0,0,0,0,279.6666667
4419,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
4420,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
4421,4898,2,2,2,,,5,3,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,0,0,0,600,1,0,0,0,0,0,0,0,0,0,122.3333333
4422,4898,2,2,2,,,5,5,5,5,5,4,4,2,3,3,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,193.6666667
4423,4898,2,2,2,,,4,4,4,5,4,5,4,5,5,5,5,5,4,3,3,3,2,2,3,3,2,3,4,4,3,3,3,4,3,3,4,4,3,3,2,-5,3,-5,300,1,0,0,0,0,0,0,0,0,0,254.6666667
4424,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
4425,4899,1,2,2,,,4,3,3,4,3,4,3,3,4,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,2,2,2,3,7,-5,-5,392,1,0,0,0,0,0,0,0,0,0,199.3333333
4426,4894,2,2,2,,,5,3,3,4,3,3,3,3,3,4,4,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,1,4,0,0,400,1,0,0,0,0,0,0,0,0,0,195.6666667
4427,4894,2,2,2,,,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,10,0,0,400,1,0,0,0,0,0,0,0,0,0,228.6666667
4428,4898,2,2,2,,,4,4,4,4,4,3,4,3,3,3,3,3,4,3,2,3,3,5,3,3,2,3,3,3,2,3,2,2,3,3,3,2,3,3,3,4,0,0,160,0,0,0,0,0,0,1,0,0,0,219
4429,4898,1,2,2,,,4,3,4,3,3,4,3,4,3,5,4,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,4,4,3,4,4,3,3,3,-5,11,-5,-1,0,1,0,0,0,0,0,0,0,0,152.6666667
4430,4894,2,2,2,,,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,4,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,1,0,-5,-5,400,1,0,0,0,0,0,0,0,0,0,283
4431,4899,1,2,2,,,5,4,4,4,4,4,4,4,4,4,4,5,5,2,5,5,4,4,3,4,4,4,4,2,4,4,4,3,4,4,4,4,4,4,2,3,0,0,470,0,0,0,1,0,0,0,0,0,0,289
4432,4872,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,2,16,16,0,350,1,0,0,0,0,0,0,0,0,0,219.3333333
4433,4872,1,2,2,,,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,3,-5,-5,750,0,0,0,0,0,0,0,1,0,0,246.6666667
4434,4872,2,2,2,,,5,5,4,5,4,4,4,4,4,4,5,4,4,3,5,5,4,3,2,4,3,4,4,4,3,4,4,3,3,4,4,4,4,4,2,-5,3,-5,-1,0,0,0,0,0,0,0,1,0,0,247
