stuID,schID,gender,pre_region,trans,pre_frendship_1,pre_frendship_2,pre_frendship_3,pre_frendship_4,pre_frendship_5,post_frendship_1,post_frendship_2,post_frendship_3,post_frendship_4,post_frendship_5,post_frendship_6,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,SES,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,prefer_Hsch_dum_9,prefer_Hsch_dum_10,academic_abil,multicultur_per,seoul,bigcity,smallcity,rural,sch_SES,sch_academic_abil
4485,4909,1,4,0,4,3,2,3,2,4,4,4,4,5,5,2,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,300,0,1,0,0,0,0,0,0,0,0,172.6666667,2.857142857,0,0,0,1,356,211.2666667
4486,4909,1,4,0,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,4,2,3,3,3,4,3,2,3,3,3,3,4,2,3,3,4,3,4,500,1,0,0,0,0,0,0,0,0,0,219,2.857142857,0,0,0,1,356,211.2666667
4487,4867,2,4,0,3,2,3,3,2,2,2,2,2,2,2,3,2,2,3,3,5,5,5,5,4,5,4,4,4,4,4,4,4,4,5,4,3,3,3,200,1,0,0,0,0,0,0,0,0,0,129.3333333,29.26829268,0,0,0,1,457.1428571,175.8333333
4488,4867,2,4,0,5,4,4,4,4,4,4,4,4,4,5,4,4,2,3,3,5,3,3,5,5,5,5,5,4,5,5,5,4,4,2,3,2,1,4,100,0,0,0,1,0,0,0,0,0,0,233,29.26829268,0,0,0,1,457.1428571,175.8333333
4489,4867,2,4,0,4,3,4,4,3,4,3,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1500,1,0,0,0,0,0,0,0,0,0,201.3333333,29.26829268,0,0,0,1,457.1428571,175.8333333
4491,4867,1,4,0,5,4,5,5,5,3,3,3,3,3,3,5,3,3,5,3,5,5,5,5,4,4,4,4,5,4,5,5,4,5,3,2,2,2,2,600,0,1,0,0,0,0,0,0,0,0,122.3333333,29.26829268,0,0,0,1,457.1428571,175.8333333
4493,4867,2,4,0,5,5,3,4,5,5,5,5,5,5,5,4,3,3,3,4,4,5,4,4,4,5,4,4,4,4,4,4,4,5,3,4,3,3,1,300,1,0,0,0,0,0,0,0,0,0,162.3333333,29.26829268,0,0,0,1,457.1428571,175.8333333
4494,4867,2,4,0,5,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,5,4,5,4,4,3,4,2,3,3,5,4,3,4,3,3,4,1,200,0,0,0,0,1,0,0,0,0,0,139,29.26829268,0,0,0,1,457.1428571,175.8333333
4495,4867,1,4,0,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,3,3,4,5,5,5,5,4,3,5,3,3,3,3,3,300,0,0,0,1,0,0,0,0,0,0,226.6666667,29.26829268,0,0,0,1,457.1428571,175.8333333
4496,4917,2,4,0,3,3,3,5,3,4,3,2,3,2,3,5,5,3,5,5,3,3,3,3,3,4,3,4,4,4,5,4,5,4,4,2,3,2,1,100,1,0,0,0,0,0,0,0,0,0,201,0,0,0,0,1,100,186.1666667
4497,4918,1,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,400,1,0,0,0,0,0,0,0,0,0,232,11.11111111,0,0,0,1,350,238.3333334
4499,4918,1,4,0,4,3,3,5,4,3,3,4,4,5,5,5,4,3,4,5,4,3,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,2,1,300,1,0,0,0,0,0,0,0,0,0,244.6666667,11.11111111,0,0,0,1,350,238.3333334
4501,4878,2,4,0,4,4,4,4,4,4,4,4,3,3,4,3,2,2,4,3,5,5,5,5,5,5,4,4,5,5,5,4,5,5,3,3,3,3,3,500,1,0,0,0,0,0,0,0,0,0,184.3333333,12.72727273,0,0,0,1,208,188.8666667
4502,4878,2,4,0,5,3,3,5,4,3,3,3,3,3,3,3,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,0,1,0,0,0,0,0,0,0,0,0,184,12.72727273,0,0,0,1,208,188.8666667
4503,4878,2,4,0,3,3,3,3,4,4,4,4,5,4,4,3,4,3,3,3,4,3,3,4,3,3,3,4,4,4,4,4,3,4,3,4,3,3,2,190,0,0,0,0,0,0,0,1,0,0,217.3333333,12.72727273,0,0,0,1,208,188.8666667
4504,4878,2,4,0,4,3,3,4,3,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,50,0,0,0,1,0,0,0,0,0,0,155,12.72727273,0,0,0,1,208,188.8666667
4505,4409,2,2,0,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,220,0,0,0,0,0,1,0,0,0,0,215,2.23880597,0,1,0,0,220,215
4506,4878,2,4,0,5,3,3,2,4,4,4,4,4,4,4,3,4,3,4,2,4,2,2,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,2,300,1,0,0,0,0,0,0,0,0,0,203.6666667,12.72727273,0,0,0,1,208,188.8666667
4507,4879,1,4,0,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,2,2,2,250,1,0,0,0,0,0,0,0,0,0,193.3333333,13.41463415,0,0,0,1,175,175.3333333
4508,4879,1,4,0,3,3,3,3,3,3,3,3,3,3,3,4,4,2,3,3,5,5,5,5,5,5,4,4,4,4,5,5,5,4,2,2,2,2,2,100,1,0,0,0,0,0,0,0,0,0,157.3333333,13.41463415,0,0,0,1,175,175.3333333
4509,4876,1,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,250,1,0,0,0,0,0,0,0,0,0,217,75,0,0,0,1,340,210.2777778
4510,4877,2,4,0,4,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,380,1,0,0,0,0,0,0,0,0,0,172.3333333,16.85393258,0,0,0,1,380,172.3333333
4511,4876,2,4,0,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,400,1,0,0,0,0,0,0,0,0,0,226,75,0,0,0,1,340,210.2777778
4512,5229,1,4,0,4,5,4,5,4,5,5,5,4,4,5,5,4,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,120,1,0,0,0,0,0,0,0,0,0,212.6666667,6.451612903,0,0,0,1,120,212.6666667
4516,4876,2,4,0,5,5,5,5,4,5,5,5,5,5,5,3,4,3,3,4,2,1,1,1,1,2,3,4,4,3,4,3,3,4,2,2,3,3,1,300,1,0,0,0,0,0,0,0,0,0,175.6666667,75,0,0,0,1,340,210.2777778
4517,4938,2,3,0,3,3,2,3,2,3,3,3,3,2,3,3,3,2,3,3,4,4,3,4,4,3,4,3,3,4,5,2,5,5,4,3,3,2,4,250,0,0,0,0,0,0,1,0,0,0,278.3333333,4.5,0,0,1,0,360,222.75
4518,4916,1,4,0,3,3,3,4,4,3,4,3,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,212,1,0,0,0,0,0,0,0,0,0,195.6666667,9.523809524,0,0,0,1,316.5238095,207.030303
4520,4915,2,4,0,5,4,4,4,4,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,75,1,0,0,0,0,0,0,0,0,0,215.6666667,13.51351351,0,0,0,1,406.1764706,219.0196079
4521,4916,1,4,0,4,4,4,4,4,3,3,3,3,4,4,4,3,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,3,200,0,0,0,0,1,0,0,0,0,0,255.6666667,9.523809524,0,0,0,1,316.5238095,207.030303
4522,4915,2,4,0,5,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5,3,2,2,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,600,0,0,0,0,0,0,1,0,0,0,182.6666667,13.51351351,0,0,0,1,406.1764706,219.0196079
4524,4915,2,4,0,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,3,1,500,0,0,0,0,0,0,0,1,0,0,219.6666667,13.51351351,0,0,0,1,406.1764706,219.0196079
4525,4915,2,4,0,5,4,4,3,4,4,4,1,3,1,3,4,4,1,5,4,2,1,3,3,2,3,2,3,3,3,3,3,3,2,3,4,4,4,2,400,1,0,0,0,0,0,0,0,0,0,159.3333333,13.51351351,0,0,0,1,406.1764706,219.0196079
4526,4915,2,4,0,5,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,5,5,5,5,4,5,4,4,4,4,5,5,4,4,4,4,3,3,3,450,1,0,0,0,0,0,0,0,0,0,249.6666667,13.51351351,0,0,0,1,406.1764706,219.0196079
4527,4916,1,4,0,5,3,4,5,5,4,3,4,3,4,4,5,4,4,5,5,2,4,2,3,2,4,3,4,4,3,4,3,3,4,3,4,3,4,2,175,1,0,0,0,0,0,0,0,0,0,185.3333333,9.523809524,0,0,0,1,316.5238095,207.030303
4528,4915,2,4,0,4,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,380,1,0,0,0,0,0,0,0,0,0,188.6666667,13.51351351,0,0,0,1,406.1764706,219.0196079
4529,4915,2,4,0,4,4,4,5,4,5,5,5,5,5,5,3,3,2,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,2,400,1,0,0,0,0,0,0,0,0,0,270.6666667,13.51351351,0,0,0,1,406.1764706,219.0196079
4530,4915,2,4,0,4,4,3,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,2,2,2,3,5,650,0,0,0,0,0,1,0,0,0,0,249.6666667,13.51351351,0,0,0,1,406.1764706,219.0196079
4532,4915,2,4,0,4,4,3,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,3,4,4,5,4,5,4,4,4,4,4,4,4,4,4,500,1,0,0,0,0,0,0,0,0,0,252.3333333,13.51351351,0,0,0,1,406.1764706,219.0196079
4533,4866,1,4,0,5,5,4,4,4,4,4,4,4,4,5,5,2,3,1,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,280,1,0,0,0,0,0,0,0,0,0,178,9.677419355,0,0,0,1,280,178
4535,4916,1,4,0,4,4,3,4,4,4,4,4,4,4,4,3,2,3,1,4,3,3,3,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,4,150,1,0,0,0,0,0,0,0,0,0,171.3333333,9.523809524,0,0,0,1,316.5238095,207.030303
4536,4916,1,4,0,4,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,2,3,2,3,4,3,3,4,4,3,3,3,4,3,3,2,2,400,0,1,0,0,1,0,0,0,0,0,180.3333333,9.523809524,0,0,0,1,316.5238095,207.030303
4537,4915,2,4,0,3,3,4,4,3,3,3,3,3,3,3,2,2,2,1,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,150,1,0,0,0,0,0,0,0,0,0,157.6666667,13.51351351,0,0,0,1,406.1764706,219.0196079
4538,4916,1,4,0,5,5,5,5,3,3,3,3,3,3,3,4,4,3,2,4,4,4,4,3,3,4,4,4,3,4,3,3,3,3,4,4,4,4,3,100,0,1,0,0,0,0,0,0,0,0,172.6666667,9.523809524,0,0,0,1,316.5238095,207.030303
4539,4915,2,4,0,5,5,5,5,5,5,4,5,5,5,5,5,4,3,5,5,3,3,4,4,3,4,3,3,3,3,4,3,3,3,3,4,4,3,2,500,1,0,0,0,0,0,0,0,0,0,231,13.51351351,0,0,0,1,406.1764706,219.0196079
4540,4915,2,4,0,5,4,4,5,4,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,3,3,3,400,1,0,0,0,0,0,0,0,0,0,246.6666667,13.51351351,0,0,0,1,406.1764706,219.0196079
4541,4916,1,4,0,5,5,5,5,4,3,3,1,2,1,3,5,3,3,5,5,3,2,3,2,3,3,4,4,4,4,4,4,3,4,2,3,4,3,3,150,1,0,0,0,0,0,0,0,0,0,231,9.523809524,0,0,0,1,316.5238095,207.030303
4542,4916,1,4,0,4,4,3,3,3,4,3,3,3,3,4,4,4,2,3,4,3,3,3,3,4,4,3,3,3,3,4,3,4,3,4,4,3,3,2,300,0,0,0,0,0,0,1,0,0,0,261,9.523809524,0,0,0,1,316.5238095,207.030303
4543,4916,1,4,0,4,3,4,5,3,3,3,3,4,3,5,3,4,4,3,3,3,1,3,3,1,3,4,3,3,3,3,3,3,4,3,4,2,2,2,350,1,0,0,0,0,0,0,0,0,0,159.6666667,9.523809524,0,0,0,1,316.5238095,207.030303
4544,4916,1,4,0,4,4,3,4,3,3,3,3,3,3,3,3,3,2,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,300,1,0,0,0,0,0,0,0,0,0,223.3333333,9.523809524,0,0,0,1,316.5238095,207.030303
4545,4916,1,4,0,4,4,5,5,5,4,4,4,4,4,4,4,4,3,5,3,4,3,2,3,2,3,4,4,4,5,5,3,2,4,5,4,5,3,3,1000,0,0,0,1,0,0,0,0,0,0,249.3333333,9.523809524,0,0,0,1,316.5238095,207.030303
4547,4915,2,4,0,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,4,4,4,4,3,4,4,3,3,4,4,4,3,4,4,2,2,1,300,1,0,0,0,0,0,0,0,0,0,241.6666667,13.51351351,0,0,0,1,406.1764706,219.0196079
4549,4916,1,4,0,4,4,3,4,4,4,4,4,4,4,4,4,4,2,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,3,2,250,1,0,0,0,0,0,0,0,0,0,246.6666667,9.523809524,0,0,0,1,316.5238095,207.030303
4550,4916,1,4,0,4,3,2,3,3,3,3,3,3,3,3,1,1,1,1,1,3,1,3,2,3,4,2,2,3,3,4,4,4,4,4,4,3,2,2,120,0,0,0,1,0,0,0,0,0,0,157.6666667,9.523809524,0,0,0,1,316.5238095,207.030303
4551,4915,2,4,0,4,4,4,4,4,4,4,3,3,4,5,4,4,3,3,4,3,3,4,3,3,4,4,4,5,4,4,5,4,5,4,4,4,4,2,400,1,0,0,0,0,0,0,0,0,0,202.3333333,13.51351351,0,0,0,1,406.1764706,219.0196079
4552,4916,1,4,0,4,4,4,5,4,4,4,4,4,4,4,3,4,2,2,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,750,1,0,0,0,0,0,0,0,0,0,262,9.523809524,0,0,0,1,316.5238095,207.030303
4553,4916,1,4,0,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,4,5,4,4,4,4,3,3,4,4,4,4,3,3,3,4,4,3,4,300,1,0,0,0,0,0,0,0,0,0,169.3333333,9.523809524,0,0,0,1,316.5238095,207.030303
4554,4916,1,4,0,5,5,5,5,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,3,4,5,5,5,5,5,4,4,4,4,5,4,4,3,400,1,0,0,0,0,0,0,0,0,0,209,9.523809524,0,0,0,1,316.5238095,207.030303
4555,4916,1,4,0,2,3,3,3,3,3,3,3,3,3,3,2,4,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,250,1,0,0,0,0,0,0,0,0,0,221,9.523809524,0,0,0,1,316.5238095,207.030303
4556,4916,1,4,0,4,4,2,4,3,3,3,3,3,3,3,4,4,2,4,3,2,4,4,2,2,1,4,4,3,2,4,2,3,1,5,3,1,1,1,500,0,0,0,0,0,0,0,1,0,0,197.6666667,9.523809524,0,0,0,1,316.5238095,207.030303
4558,4915,2,4,0,5,4,4,5,4,4,4,4,4,4,4,2,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,200,0,0,1,0,0,0,0,0,0,0,236.3333333,13.51351351,0,0,0,1,406.1764706,219.0196079
4560,4916,1,4,0,3,3,2,4,4,4,4,2,4,2,4,4,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,400,1,0,0,0,0,0,0,0,0,0,275,9.523809524,0,0,0,1,316.5238095,207.030303
4561,5253,1,2,0,5,5,5,5,5,4,5,3,4,4,4,3,4,4,3,5,4,5,3,3,3,4,4,4,4,3,4,4,4,4,4,3,3,3,2,700,1,0,0,0,0,0,0,0,0,0,268.6666667,0.4048583,0,1,0,0,700,268.6666667
4562,4889,2,4,0,3,3,2,3,4,4,4,5,5,5,5,4,4,3,3,3,4,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,380,1,0,0,0,0,0,0,0,0,0,267.3333333,1.895734597,0,0,0,1,430.3030303,206.4460784
4563,4889,2,4,0,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,500,0,0,1,0,0,0,0,0,0,0,218,1.895734597,0,0,0,1,430.3030303,206.4460784
4565,4890,2,4,0,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,1,350,0,0,0,0,0,0,1,0,0,0,231.6666667,1.554404145,0,0,0,1,478.3333333,220.2222222
4566,4889,1,4,0,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,4,4,4,4,3,3,2,350,1,0,0,0,0,0,0,0,0,0,225.5,1.895734597,0,0,0,1,430.3030303,206.4460784
4567,4890,2,4,0,4,4,4,4,4,5,5,5,5,5,5,4,4,2,3,3,4,3,3,3,3,4,3,3,3,2,3,3,3,3,2,4,3,3,3,400,0,0,0,0,0,0,1,0,0,0,252.3333333,1.554404145,0,0,0,1,478.3333333,220.2222222
4568,4889,1,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,500,1,0,0,0,0,0,0,0,0,0,242,1.895734597,0,0,0,1,430.3030303,206.4460784
4569,4890,1,4,0,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,600,1,0,0,0,0,0,0,0,0,0,178.3333333,1.554404145,0,0,0,1,478.3333333,220.2222222
4570,4889,1,4,0,3,1,3,3,4,3,3,3,4,3,3,3,2,1,2,2,4,4,3,4,3,3,3,3,3,3,4,4,4,5,2,1,1,1,2,600,0,1,0,0,0,0,0,0,0,0,170.3333333,1.895734597,0,0,0,1,430.3030303,206.4460784
4571,4889,2,4,0,4,3,4,4,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,4,3,1,800,1,0,0,0,0,0,0,0,0,0,186.3333333,1.895734597,0,0,0,1,430.3030303,206.4460784
4572,4889,2,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,500,1,0,0,0,0,0,0,0,0,0,194.6666667,1.895734597,0,0,0,1,430.3030303,206.4460784
4574,4889,2,4,0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,3,3,2,2,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,300,1,0,0,0,0,0,0,0,0,0,249,1.895734597,0,0,0,1,430.3030303,206.4460784
4575,4889,1,4,0,5,5,4,5,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,200,1,0,0,0,0,0,0,0,0,0,210.3333333,1.895734597,0,0,0,1,430.3030303,206.4460784
4576,4889,2,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,400,1,0,0,0,0,0,0,0,0,0,242.6666667,1.895734597,0,0,0,1,430.3030303,206.4460784
4577,4889,2,4,0,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,3,4,4,3,3,3,3,3,3,4,4,3,3,3,3,5,1,1,700,0,0,0,0,0,0,0,1,0,0,269.3333333,1.895734597,0,0,0,1,430.3030303,206.4460784
4578,4889,1,4,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,4,3,4,4,3,3,1,3,2,4,3,3,4,4,3,2,380,1,0,0,0,0,0,0,0,0,0,212,1.895734597,0,0,0,1,430.3030303,206.4460784
4579,4889,1,4,0,3,3,3,3,3,4,4,4,4,4,4,2,2,1,3,3,3,2,2,3,3,3,3,3,4,4,4,3,3,4,2,2,4,2,2,200,0,1,0,0,0,0,0,0,0,0,173,1.895734597,0,0,0,1,430.3030303,206.4460784
4580,4889,1,4,0,5,5,5,5,5,4,4,4,4,4,4,5,5,2,5,5,5,3,4,4,4,5,3,4,4,4,3,4,3,3,3,4,4,4,4,350,0,0,0,0,0,0,0,0,1,0,184.3333333,1.895734597,0,0,0,1,430.3030303,206.4460784
4581,4889,2,4,0,5,3,4,4,4,3,3,4,4,3,3,3,3,4,4,4,4,3,4,4,3,4,4,4,3,3,3,3,3,3,4,4,4,4,3,250,1,0,0,0,0,0,0,0,0,0,185.3333333,1.895734597,0,0,0,1,430.3030303,206.4460784
4582,4889,1,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,4,3,4,4,3,3,3,1,450,1,0,0,0,0,0,0,0,0,0,187.3333333,1.895734597,0,0,0,1,430.3030303,206.4460784
4583,4889,2,4,0,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,4,4,4,4,2,250,0,1,0,0,0,0,0,0,0,0,161.6666667,1.895734597,0,0,0,1,430.3030303,206.4460784
4585,4890,1,4,0,3,4,3,4,4,5,5,4,4,4,4,4,4,2,5,3,3,2,2,2,2,3,3,2,2,2,4,4,4,3,3,3,3,3,2,420,0,0,0,0,0,0,1,0,0,0,272.6666667,1.554404145,0,0,0,1,478.3333333,220.2222222
4586,4889,1,4,0,5,5,4,5,5,4,4,4,4,4,4,4,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,200,1,0,0,0,0,0,0,0,0,0,188,1.895734597,0,0,0,1,430.3030303,206.4460784
4587,4890,1,4,0,5,4,4,5,4,2,1,3,2,5,2,4,5,4,4,4,4,2,5,4,3,4,3,3,3,3,3,3,3,4,4,4,4,3,4,500,1,0,0,0,0,0,0,0,0,0,176.3333333,1.554404145,0,0,0,1,478.3333333,220.2222222
4588,4889,2,4,0,5,5,5,5,5,4,4,4,4,4,4,5,5,5,3,5,3,2,2,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,2,300,1,0,0,0,0,0,0,0,0,0,227.6666667,1.895734597,0,0,0,1,430.3030303,206.4460784
4589,4889,2,4,0,3,3,3,3,4,4,4,4,4,4,4,3,4,4,2,3,3,2,4,2,2,2,3,3,3,3,3,4,3,3,4,4,4,4,3,400,0,0,1,0,0,0,0,0,0,0,280.6666667,1.895734597,0,0,0,1,430.3030303,206.4460784
4590,4889,1,4,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,3,3,2,400,0,0,1,0,0,0,0,0,0,0,193.3333333,1.895734597,0,0,0,1,430.3030303,206.4460784
4591,4889,2,4,0,5,5,5,5,5,3,3,3,3,3,3,5,5,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,3,4,3,500,0,1,0,0,0,0,0,0,0,0,170.3333333,1.895734597,0,0,0,1,430.3030303,206.4460784
4592,4889,2,4,0,4,4,4,4,4,4,4,3,4,4,4,5,5,2,5,5,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,900,1,0,0,0,0,0,0,0,0,0,232,1.895734597,0,0,0,1,430.3030303,206.4460784
4593,4889,2,4,0,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,3,3,3,3,3,2,2,3,3,2,3,3,3,2,2,2,2,2,250,1,0,0,0,0,0,0,0,0,0,122.3333333,1.895734597,0,0,0,1,430.3030303,206.4460784
4594,4890,1,4,0,5,5,5,5,4,4,5,5,5,5,5,3,4,4,3,4,3,3,3,3,2,3,3,2,3,3,3,4,3,4,3,3,3,2,2,600,0,0,0,1,0,0,0,0,0,0,210,1.554404145,0,0,0,1,478.3333333,220.2222222
4597,4889,2,4,0,4,3,3,4,4,4,4,4,4,4,5,4,4,4,4,4,3,3,3,3,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,250,0,0,0,0,0,0,1,0,0,0,255.6666667,1.895734597,0,0,0,1,430.3030303,206.4460784
4598,4889,1,4,0,3,2,3,3,2,2,2,2,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,350,1,0,0,0,0,0,0,0,0,0,205,1.895734597,0,0,0,1,430.3030303,206.4460784
4599,4889,2,4,0,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,2,3,3,3,2,3,3,4,3,3,4,4,3,3,4,700,0,0,0,0,0,0,0,1,0,0,196.6666667,1.895734597,0,0,0,1,430.3030303,206.4460784
4600,4889,2,4,0,4,4,4,4,5,4,4,4,4,4,4,4,4,2,4,4,4,3,4,2,3,4,4,4,4,3,4,3,3,3,3,3,3,2,3,340,1,0,0,0,0,0,0,0,0,0,172.6666667,1.895734597,0,0,0,1,430.3030303,206.4460784
4601,4889,2,4,0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,350,1,0,0,0,0,0,0,0,0,0,246.6666667,1.895734597,0,0,0,1,430.3030303,206.4460784
4602,4889,1,4,0,3,3,3,4,3,3,3,2,3,2,3,3,3,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,2,2,2,3,3,450,1,0,0,0,0,0,0,0,0,0,204.6666667,1.895734597,0,0,0,1,430.3030303,206.4460784
4606,4868,1,4,0,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,160,0,1,0,0,0,0,0,0,0,0,176.6666667,13.25301205,0,0,0,1,354.5588235,182.7685185
4607,4868,1,4,0,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,5,4,5,5,4,5,4,4,4,5,5,5,5,5,5,5,4,3,3,200,1,0,0,0,0,0,0,0,0,0,180,13.25301205,0,0,0,1,354.5588235,182.7685185
