L2Y3_SCHID,L2Y3_REG,L2Y3_SCHTYPE,L2Y3_SCHTYPE2,L2Y3DB1_1,L2Y3DB1_1_1,L2Y3DB1_1_2,L2Y3DB1_2,L2Y3DB1_3_1A,L2Y3DB1_3_1B,L2Y3DB1_3_1C,L2Y3DB1_3_1D,L2Y3DB1_3_2A,L2Y3DB1_3_2B,L2Y3DB1_3_3A,L2Y3DB1_3_3B,L2Y3DB1_4_1,L2Y3DB1_4_2,L2Y3DB1_4_3,L2Y3DB1_5_1,L2Y3DB1_5_2,L2Y3DB1_6_1A,L2Y3DB1_6_1B,L2Y3DB1_6_1C,L2Y3DB1_6_1D,L2Y3DB1_6_1E,L2Y3DB1_6_2A,L2Y3DB1_6_2B,L2Y3DB1_6_2C,L2Y3DB1_6_2D,L2Y3DB1_6_3,L2Y3DB1_6_4,L2Y3DB1_6_5,L2Y3DB1_6_6A,L2Y3DB1_6_6B,L2Y3DB1_6_6C,L2Y3DB1_6_6D,L2Y3DB1_6_7,L2Y3DB1_6_8,L2Y3DB1_6_9,L2Y3DB1_7_1,L2Y3DB1_7_2,L2Y3DB1_7_3,L2Y3DB1_7_4,L2Y3DB1_7_5,L2Y3DB1_8,L2Y3DB2_1,L2Y3DB2_1_1,L2Y3DB2_1_2,L2Y3DB2_1_3,L2Y3DB2_2,L2Y3DB2_2_M,L2Y3DB2_2_F,L2Y3DB2_2_1,L2Y3DB2_2_1M,L2Y3DB2_2_1F,L2Y3DB2_2_2,L2Y3DB2_2_2M,L2Y3DB2_2_2F,L2Y3DB2_2_3,L2Y3DB2_2_3M,L2Y3DB2_2_3F,L2Y3DB2_3_1,L2Y3DB2_3_2,L2Y3DB2_4,L2Y3DB2_4_2,L2Y3DB2_4_1,L2Y3DB2_4_1_1,L2Y3DB2_4_1_2,L2Y3DB2_4_1_3,L2Y3DB2_4_1_4,L2Y3DB2_4_1_5,L2Y3DB2_4_3,L2Y3DB2_4_4,L2Y3DB3_1,L2Y3DB3_1_1,L2Y3DB3_1_2,L2Y3DB3_2,L2Y3DB3_3,L2Y3DB3_4,L2Y3DB3_5,L2Y3DB3_6,L2Y3DB3_7_1,L2Y3DB3_7_2,L2Y3DB3_7_3,L2Y3DB4_1,L2Y3DB4_1M,L2Y3DB4_1F,L2Y3DB4_2,L2Y3DB4_3,L2Y3DB4_4_1,L2Y3DB4_4_2,L2Y3DB4_4_3,L2Y3DB4_4_4,L2Y3DB4_4_5,L2Y3DB4_5,L2Y3DB4_5M,L2Y3DB4_5F,L2Y3DB4_6,L2Y3DB5_1,L2Y3DB5_2,L2Y3DB5_3,L2Y3DB5_4
4064,4,1,1,10994,1778,9216,8687,0,0,0,0,2,2727,83,5960,1,19627,57,41,100,31,3,8,0,1,0,1,1,3,3,12,0,1,1,0,12,2,0,0,0,0,0,0,0,42,31,9,10,12,1038,528,510,301,155,146,340,174,166,397,199,198,12,0,393,0,390,289,78,9,3,11,3,0,4,4,0,4,0,0,38,30,2,0,0,62,12,50,14.76,41.15,0,0,33,29,0,1,0,1,6,1,2,60,38.01
4065,3,1,1,14207,6864,7343,6558,0,0,0,0,2,1672,67,4886,1,7783,80,84,4,11,0,5,6,2,1,1,0,0,6,10,1,1,3,0,13,2,0,0,1,0,0,0,1,22,11,3,3,5,360,185,175,100,49,51,108,56,52,152,80,72,1,1,139,0,139,120,12,4,3,0,0,0,5,5,0,2,0,0,6,5,0,0,0,24,3,21,14.79,41.79,0,0,13,11,0,0,0,0,3,1,1,50,25.06
4067,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4068,4,1,1,12631,4538,8093,10413,0,0,0,0,8,3636,89,6777,1,17138,45,67,73,29,0,4,0,5,1,1,0,1,3,21,1,1,2,0,20,2,0,0,1,0,0,0,0,33,32,8,12,12,931,490,441,265,142,123,342,183,159,324,165,159,14,0,383,0,383,278,95,4,6,0,0,0,3,3,0,5,0,0,20,16,0,0,0,56,20,36,12.87,39.29,0,0,36,19,1,2,1,1,4,1,1,60,34.07
4069,4,2,1,25453,19413,6040,7739,0,0,0,0,24,2894,61,5000,1,15820,38,38,55,24,0,8,1,0,0,1,0,0,8,14,1,1,2,0,12,2,0,0,0,1,0,0,1,33,24,8,8,8,857,441,416,270,137,133,285,150,135,302,154,148,12,1,302,0,301,217,78,3,3,0,0,1,1,1,0,0,0,0,21,19,0,0,0,48,28,20,13.43,41.69,0,0,25,23,0,0,0,0,5,1,1,53,29.01
4070,4,1,1,16877,12464,4413,9298,0,0,0,0,2,3261,71,5577,1,10477,93,74,42,19,4,7,2,2,1,1,0,0,5,16,1,1,2,2,26,1,0,0,0,1,0,0,1,32,19,6,6,7,624,310,314,198,102,96,216,104,112,210,104,106,0,0,211,0,210,162,37,4,6,1,1,0,8,7,1,6,0,0,18,19,2,1,0,35,7,28,13.39,40.63,0,1,20,14,0,0,0,0,3,1,2,57,35
4071,4,1,1,12562,6682,5880,9578,0,0,0,0,0,0,48,5456,1,12893,45,50,83,29,0,6,1,1,1,1,0,0,11,11,1,1,5,4,24,1,0,0,1,0,0,0,1,36,26,8,8,10,833,448,385,258,136,122,268,145,123,307,167,140,2,0,306,0,306,240,44,9,13,0,0,0,12,11,1,4,0,0,20,13,7,0,1,52,5,47,14.98,41.5,0,1,21,30,0,1,0,1,4,1,2,57,34.08
4072,4,1,1,12530,3110,8074,10827,0,0,0,0,17,3030,70,5973,1,16687,115,79,57,23,0,5,0,1,1,1,4,2,12,15,1,1,1,0,12,1,0,0,1,0,0,0,1,28,21,6,7,8,694,343,351,199,100,99,248,121,127,247,122,125,4,0,246,0,244,217,21,4,2,0,0,2,4,4,0,0,0,0,16,17,3,0,0,45,11,34,11.86,39.33,0,0,29,16,0,1,0,1,4,1,1,54,28.07
4073,4,1,1,12014,8882,3132,9488,0,0,0,0,38,4135,0,0,1,18103,55,80,48,27,0,10,2,0,1,1,0,1,2,24,0,1,3,3,18,1,0,0,0,0,0,0,1,39,27,8,8,11,879,473,406,272,151,121,277,142,135,330,180,150,2,0,328,0,328,256,41,5,26,0,0,0,7,7,0,7,0,0,17,32,4,0,0,51,9,42,14.39,40.49,0,0,26,24,1,0,0,0,5,1,2,58,32.06
4074,3,1,1,13605,10405,3200,9963,0,0,0,0,55,4179,72,5869,1,13826,75,40,51,30,0,9,1,0,1,1,0,1,9,18,1,1,2,0,35,1,0,0,1,0,0,0,2,40,30,9,10,11,970,489,481,291,155,136,345,166,179,334,168,166,3,0,353,0,353,313,24,15,1,0,0,0,8,8,0,3,0,0,27,31,4,0,0,54,12,42,13.52,41.5,0,0,28,26,0,0,0,0,4,1,2,58,36
4075,3,1,1,12145,5966,6179,11111,0,0,0,0,2,4514,79,5937,1,16669,50,53,58,26,3,8,0,2,1,1,0,5,13,10,1,1,1,0,30,0,0,0,1,0,0,0,1,37,26,7,8,11,879,459,420,229,124,105,266,137,129,384,198,186,8,0,330,0,328,302,16,6,4,0,0,2,7,7,0,1,0,0,36,15,3,0,0,56,12,44,13.59,40.57,0,0,33,22,1,0,0,0,5,1,2,58,30.05
4076,4,1,1,13011,9862,3149,8316,0,0,0,0,16,2809,87,5507,1,8171,40,90,76,24,0,5,0,3,1,1,0,0,9,15,1,1,2,2,27,1,0,0,1,0,0,0,1,29,24,8,8,8,606,298,308,231,122,109,192,91,101,183,85,98,0,0,188,0,187,166,15,3,1,2,0,1,6,5,1,1,1,0,28,24,0,0,1,46,11,35,13.9,40.46,0,0,17,29,0,1,0,1,5,1,2,57,35
4077,3,1,1,16830,12080,4750,10067,0,0,0,0,0,0,102,10067,1,15121,60,81,53,29,6,0,3,9,1,1,0,1,6,10,1,1,2,0,24,2,0,0,0,1,0,0,1,38,31,9,10,12,1062,545,517,303,171,132,369,179,190,390,195,195,5,5,296,0,294,263,16,6,7,2,0,2,5,5,0,5,0,0,37,27,4,0,0,61,13,48,13.83,39.93,0,0,45,16,0,0,0,0,4,1,2,59,36.01
4078,3,1,1,11177,7427,3750,9444,0,0,0,0,34,4203,70,5321,1,16671,65,41,52,30,6,5,0,2,1,1,0,1,1,13,0,1,2,0,30,1,0,0,0,0,0,0,4,41,30,8,9,13,941,469,472,263,139,124,308,149,159,370,181,189,8,0,331,0,331,269,41,8,9,4,0,0,4,4,0,2,0,0,23,20,0,0,0,54,6,48,15.37,41.37,0,0,29,25,0,0,0,0,4,1,2,58,35.01
4079,3,1,1,13995,9391,4604,10384,0,0,0,0,66,6588,72,5505,1,2500,40,37,18,28,0,7,0,2,1,1,0,0,10,16,1,1,6,0,30,1,0,0,1,0,0,0,1,35,9,5,2,2,252,104,148,149,73,76,66,18,48,37,13,24,1,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,108,0,0,0,20,5,15,13.39,41.15,0,0,11,9,0,0,0,0,5,1,2,58,36
4080,3,1,1,12583,8803,3780,10669,0,0,0,0,2,3995,96,6103,1,13491,54,53,52,27,0,8,1,5,1,1,1,1,11,14,1,1,4,4,32,1,0,0,1,0,0,0,1,36,28,10,10,8,836,451,385,299,166,133,300,172,128,237,113,124,3,0,268,0,265,220,38,6,1,0,0,3,9,9,0,0,0,0,30,27,3,0,0,50,7,43,14.07,40.56,0,0,29,21,0,0,0,0,4,1,1,57,28.01
4081,3,1,1,12672,7238,5434,8994,0,0,0,0,10,3271,69,5385,1,18036,72,54,61,28,2,10,0,0,0,1,0,2,8,8,1,1,5,0,12,0,0,0,1,0,0,0,1,40,28,9,8,11,892,441,451,265,136,129,268,122,146,359,183,176,6,0,287,0,287,225,40,9,13,0,0,0,10,9,1,5,0,0,29,9,1,0,1,57,6,51,12.74,40.7,0,0,31,26,0,1,1,0,6,1,2,61,37
4082,3,1,1,12802,10278,2524,8231,0,0,0,0,5,2386,88,5845,1,6967,51,40,31,13,0,7,0,9,1,1,0,0,6,11,1,1,2,0,30,1,0,0,0,1,0,0,1,20,14,4,5,5,306,134,172,103,45,58,97,41,56,106,48,58,1,0,69,0,69,15,11,0,43,0,0,0,3,2,1,0,0,0,0,0,1,0,0,31,4,27,12.76,40.19,0,0,16,15,0,0,0,0,3,1,2,54,31.09
4084,3,1,1,12099,8649,3450,9830,0,0,0,0,0,0,89,6735,1,14840,71,44,50,22,7,7,0,4,1,1,1,0,9,11,1,1,2,0,14,0,0,0,1,0,0,0,1,36,22,6,8,8,745,385,360,199,106,93,258,127,131,288,152,136,1,0,252,0,252,208,28,10,5,1,0,0,8,7,1,2,0,0,21,9,3,1,0,45,5,40,15.38,41.47,0,0,29,16,0,1,1,0,5,1,2,59,36.01
4085,3,1,1,13416,5536,7880,10002,0,0,0,0,2,1971,98,8031,1,22527,70,64,64,33,3,11,0,6,0,1,0,0,7,9,2,1,3,0,10,3,0,0,1,1,0,0,4,47,33,9,11,13,1090,586,504,306,162,144,383,199,184,401,225,176,0,0,422,0,422,354,52,14,2,0,0,0,11,11,0,3,0,0,24,13,4,1,1,63,13,50,13.98,39.94,0,0,37,26,0,0,0,0,4,1,1,57,35.01
4086,3,1,1,12984,9319,3665,10943,0,0,0,0,26,4830,110,6113,1,4738,44,40,25,28,0,16,1,2,1,2,0,1,13,9,1,1,8,0,20,1,0,0,1,0,0,0,0,45,10,4,3,3,285,142,143,131,62,69,95,46,49,59,34,25,2,0,45,0,43,36,4,3,0,0,2,0,2,2,0,3,0,0,8,22,1,1,0,18,5,13,14.06,39.67,0,0,10,8,0,0,0,0,6,1,2,56,33.01
4087,3,1,1,11991,7091,4900,9931,0,0,0,0,23,3805,74,6126,1,14970,48,4,63,30,0,7,2,1,1,1,0,0,11,11,1,1,3,0,20,2,0,0,0,1,0,0,1,39,30,9,10,11,1035,555,480,284,150,134,346,178,168,405,227,178,8,0,419,0,417,318,60,8,29,2,0,2,4,2,2,1,0,0,38,26,1,0,1,59,17,42,11.57,38.95,0,0,38,21,0,0,0,0,4,1,1,60,33.01
4088,3,1,1,19311,5880,13431,6862,0,0,0,0,23,786,67,5302,1,13146,71,52,35,19,1,8,0,2,0,2,0,0,0,10,1,1,0,0,17,1,0,0,1,0,0,0,0,28,19,6,6,7,613,299,314,171,88,83,209,93,116,233,118,115,3,0,235,0,233,171,52,6,4,0,2,0,3,1,2,1,0,0,15,24,0,2,0,36,7,29,11.22,38.36,0,1,24,11,0,0,0,0,2,1,2,60,36
4089,3,1,1,12354,6538,5816,14093,0,0,0,0,89,6721,122,7372,1,0,0,31,16,39,0,14,0,8,1,2,3,14,15,8,1,1,10,2,36,1,0,0,0,1,0,0,1,53,5,3,1,1,102,54,48,74,42,32,15,6,9,13,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,9,10.79,37,0,0,7,6,0,0,0,0,3,1,1,59,33
4090,3,1,1,12816,2104,10712,9545,0,0,0,0,1,2831,100,6714,1,12977,88,40,43,25,5,5,5,4,1,1,2,0,4,10,0,1,4,0,20,2,0,0,0,0,0,0,1,40,25,8,8,9,798,413,385,206,103,103,289,165,124,303,145,158,6,0,271,0,269,197,67,5,0,0,0,2,7,7,0,4,0,0,22,22,1,0,1,48,13,35,12.39,41.33,0,0,32,16,0,1,0,1,4,1,1,58,33
4091,3,1,1,11557,8858,2699,8572,0,0,0,0,1,2985,62,4627,1,15215,104,40,45,23,5,7,0,0,1,1,0,0,3,14,1,1,2,2,26,0,0,0,1,0,0,0,1,35,23,7,7,9,711,351,360,221,112,109,228,110,118,262,129,133,4,0,270,0,270,208,49,4,9,0,0,0,4,4,0,5,0,0,15,9,1,0,0,46,5,41,12.65,38.93,0,0,25,21,0,0,0,0,5,1,2,58,36
4092,3,1,1,12405,7403,5002,8796,0,0,0,0,14,3176,52,2461,1,23405,80,87,65,39,1,6,0,1,0,1,0,1,1,14,0,1,0,0,5,0,1,0,0,0,13,0,2,46,39,13,13,13,1303,700,603,398,219,179,433,229,204,472,252,220,8,0,492,0,492,417,65,7,3,0,0,0,6,6,0,1,0,0,39,20,2,0,0,78,11,67,11.99,38.49,0,0,52,25,1,1,0,1,5,1,1,58,36.01
4093,3,1,1,13500,7317,6183,7825,0,0,0,0,3,2351,56,4791,1,18423,82,6,58,31,0,7,0,0,1,0,0,0,3,13,1,1,2,0,10,0,0,0,1,0,0,0,0,38,31,9,10,12,824,418,406,252,134,118,250,108,142,322,176,146,6,0,290,0,290,251,20,9,10,0,0,0,7,5,2,5,0,0,16,19,2,0,2,60,14,46,11.23,38.7,0,0,41,19,0,1,0,1,5,1,1,57,32.01
4094,3,1,3,11890,4590,7300,10364,0,0,0,0,7,3371,0,0,1,14436,60,62,56,19,12,0,0,0,0,1,0,0,7,12,2,1,0,0,11,0,0,0,2,0,0,0,1,31,19,6,6,7,638,0,638,178,0,178,220,0,220,240,0,240,7,0,252,0,251,208,41,1,1,0,0,1,4,4,0,1,0,0,9,14,2,0,0,37,5,32,14.87,42.59,0,0,18,18,1,0,0,0,3,1,2,61,37
4095,3,1,2,16930,1965,14965,7482,0,0,0,0,7,2549,67,4744,1,16182,77,88,66,22,2,4,0,0,0,1,1,2,4,16,1,1,0,0,5,0,0,0,0,1,0,0,0,28,22,6,8,8,682,682,0,186,186,0,250,250,0,246,246,0,0,0,281,0,281,186,80,8,7,0,0,0,1,1,0,1,0,1,11,14,0,0,0,43,8,35,13.52,39.44,0,0,24,19,0,0,0,0,5,1,1,60,35
4096,3,1,1,12795,6285,6510,9579,0,0,0,0,33,3508,78,6071,1,20628,97,41,45,26,0,8,0,1,1,2,0,3,5,14,2,1,6,0,21,1,0,0,0,2,0,0,1,34,26,7,9,10,798,431,367,216,116,100,285,148,137,297,167,130,7,0,316,0,316,237,65,11,1,2,0,0,3,3,0,1,0,0,25,22,0,0,0,50,11,39,14.27,40.9,0,0,28,21,1,0,0,0,5,1,1,59,35
4097,3,1,1,15096,6394,8702,11402,0,0,0,0,0,0,106,7385,1,19859,150,66,77,40,0,9,0,0,1,1,0,0,14,11,1,1,2,0,24,1,0,0,0,1,0,0,0,49,40,13,12,15,1302,679,623,412,191,221,433,235,198,457,253,204,0,0,478,0,478,421,28,18,11,0,0,0,11,8,3,9,0,0,36,11,2,1,2,86,6,80,12.38,39.12,0,1,60,25,0,0,0,0,5,1,2,58,36.01
4098,3,1,1,11975,7295,4680,10417,0,0,0,0,7,3876,92,6387,1,17569,83,61,49,23,4,10,0,0,1,1,0,7,5,16,1,1,4,0,16,1,0,0,0,1,0,0,1,37,23,6,7,10,739,406,333,205,108,97,237,136,101,297,162,135,10,0,279,0,279,213,54,9,2,1,0,0,8,5,3,8,0,0,21,21,4,2,0,47,8,39,14.01,40.49,0,0,31,15,1,0,0,0,5,1,1,57,32.05
4099,3,1,1,13654,9865,3789,10928,0,0,0,0,1,3977,82,6006,1,25065,146,58,54,26,6,7,0,2,1,1,1,0,5,16,1,1,6,0,28,1,0,0,0,1,0,0,1,39,25,8,8,9,791,441,350,254,148,106,261,149,112,276,144,132,0,0,316,0,316,290,10,13,3,0,0,0,6,3,3,3,0,0,21,7,3,0,2,47,8,39,15.68,41.83,0,0,29,18,0,3,0,3,6,1,1,58,36
4100,3,1,1,12750,9390,3360,12965,0,0,0,0,3,4710,122,7634,1,20440,77,44,86,34,3,10,0,12,1,1,0,0,2,10,1,1,10,0,20,2,0,0,1,0,0,0,0,47,28,8,9,11,953,515,438,278,152,126,303,167,136,372,196,176,1,0,357,0,357,311,18,17,10,1,0,0,13,12,1,4,1,0,44,30,8,1,0,59,8,51,13.66,39.02,0,0,35,24,0,1,1,0,5,1,2,61,37
4102,3,1,1,12309,8426,3883,12115,0,0,0,0,2,3322,71,6167,1,18006,75,52,49,26,5,10,0,0,0,1,0,5,3,22,1,1,7,0,18,1,1,0,1,0,8,0,0,41,26,7,8,11,796,414,382,236,120,116,263,133,130,297,161,136,7,0,276,0,275,233,27,8,7,0,0,1,5,5,0,4,0,0,17,13,4,0,0,50,9,41,13.85,39.76,0,0,32,18,0,0,0,0,4,1,1,61,25
4103,3,1,1,11697,8512,3173,9813,0,0,0,0,10,813,87,9000,1,15275,46,52,70,27,3,8,0,0,1,1,0,0,0,15,1,1,0,0,30,1,0,0,1,0,0,0,1,38,29,9,9,11,932,467,465,277,142,135,275,135,140,380,190,190,5,0,370,0,370,286,72,10,1,1,0,0,3,3,0,4,0,0,42,22,0,0,0,55,12,43,12.61,38.6,0,0,36,19,0,0,0,0,4,1,1,57,34.11
4104,3,1,1,13968,13968,0,13526,0,0,0,0,29,5442,82,5747,1,17242,48,43,51,31,9,13,0,8,0,0,0,14,4,14,1,1,4,0,20,1,0,0,1,0,0,0,0,53,30,9,10,11,1012,508,504,286,151,135,345,176,169,381,181,200,3,1,374,0,374,326,23,19,5,1,0,0,4,4,0,3,0,0,17,20,1,0,0,61,13,48,14.57,40.97,0,0,32,28,1,1,0,1,5,1,1,61,39.02
4105,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4106,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4107,3,1,1,13116,8510,4606,7047,0,0,0,0,14,3008,61,4012,1,17872,50,42,27,22,1,8,0,1,1,1,0,3,2,15,0,1,3,0,12,0,0,0,0,0,0,0,1,31,23,7,7,9,734,449,285,221,141,80,249,149,100,264,159,105,9,9,267,0,267,183,81,2,1,0,0,0,8,8,0,1,0,0,14,8,0,0,0,47,4,43,14.16,40.51,0,0,28,18,1,0,0,0,5,1,2,60,37
4108,3,1,1,11500,4335,7165,8595,0,0,0,0,4,2164,64,5538,1,23132,53,43,54,31,0,10,0,11,0,2,0,0,3,9,4,1,0,0,4,0,0,0,1,3,0,0,0,41,31,10,11,10,1134,595,539,342,176,166,413,229,184,379,190,189,0,0,385,0,385,354,4,18,7,2,0,0,29,17,12,29,0,0,28,13,6,1,11,62,8,54,15.14,41.92,0,0,36,25,1,0,0,0,6,1,1,59,35.09
4109,3,1,1,11891,6268,5623,9517,0,0,0,0,2,3394,96,6123,1,17219,60,80,73,26,3,7,0,1,1,1,0,0,5,14,0,1,3,1,18,1,0,0,0,0,0,0,1,36,26,7,10,9,661,334,327,187,89,98,239,118,121,235,127,108,0,0,264,0,263,241,3,10,7,2,0,1,21,15,6,14,0,0,25,25,12,0,0,52,8,44,15.83,42.77,0,0,31,21,0,1,0,1,6,1,2,61,38.01
4110,3,1,1,15936,6979,8957,9135,0,0,0,0,5,2280,57,4989,1,14054,24,67,36,14,6,9,0,0,0,1,0,1,6,12,2,1,2,0,24,0,0,0,1,1,0,0,0,29,14,4,4,6,457,208,249,108,51,57,145,68,77,204,89,115,6,0,100,0,100,51,46,2,1,0,0,0,4,4,0,2,0,0,16,17,0,0,0,33,7,26,13.79,39.3,0,0,20,13,0,1,0,1,4,1,1,59,34.08
4111,3,2,1,2499,2499,0,8077,0,0,0,0,3,1882,84,5883,1,17234,80,41,46,23,2,5,0,0,0,0,0,1,9,8,2,1,3,3,22,0,0,0,1,1,0,0,0,30,23,8,7,8,740,277,463,220,81,139,236,85,151,284,111,173,9,2,291,0,291,211,80,0,0,0,0,0,9,8,1,3,0,0,22,9,1,0,0,41,16,25,18.02,44.39,0,0,27,13,1,0,0,0,4,1,2,59,35.04
4112,3,1,1,11500,4156,7344,7315,0,0,0,0,3,394,67,6921,1,16762,95,45,50,21,0,7,4,1,0,1,1,0,2,12,1,1,0,0,12,0,0,0,1,0,0,0,0,32,21,6,7,8,673,383,290,184,101,83,226,137,89,263,145,118,0,0,271,0,271,250,2,13,5,1,0,0,15,7,8,8,0,1,12,16,6,1,7,44,5,39,14.97,41.43,0,0,27,17,0,0,0,0,4,1,2,59,37.01
4113,3,1,1,12928,6228,6700,7346,0,0,0,0,3,2514,74,4832,1,26325,181,43,51,28,0,8,0,0,1,0,0,0,3,14,0,1,0,0,14,0,0,0,0,0,0,0,1,36,28,8,8,12,967,524,443,279,165,114,297,156,141,391,203,188,0,0,328,0,326,296,4,24,1,1,0,2,22,15,7,20,0,0,26,36,8,0,7,62,8,54,12.94,40.95,0,0,30,31,1,0,0,0,4,1,1,59,32.01
4114,3,1,1,13350,11131,2219,8525,0,0,0,0,1,133,90,5843,1,13913,85,41,81,24,0,5,0,0,1,1,1,0,3,18,1,1,2,2,24,1,0,0,1,0,0,0,1,29,24,8,8,8,870,432,438,270,150,120,295,141,154,305,141,164,0,0,298,0,295,272,8,9,4,2,0,3,28,18,10,9,0,0,23,27,8,1,9,50,8,42,13.92,39.46,0,1,28,21,0,1,0,1,4,1,1,53,31.01
4115,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4116,3,1,1,15597,10358,5239,10764,0,0,0,0,3,3459,0,0,1,17546,96,51,87,35,0,8,0,3,1,1,1,2,1,16,1,1,2,0,22,1,0,0,1,0,0,0,1,43,36,11,12,13,1106,608,498,321,177,144,403,220,183,382,211,171,7,1,390,0,388,266,109,6,4,3,2,0,4,4,0,1,0,1,25,10,0,0,0,71,13,58,13.94,41.13,0,0,46,25,0,0,0,0,5,1,2,58,35.07
4117,3,1,2,20029,10129,9900,9161,0,0,0,0,6,2568,91,5893,1,17627,92,43,56,32,8,9,0,0,1,0,1,0,4,15,1,1,0,0,17,0,0,0,1,0,0,0,1,49,33,10,10,13,942,942,0,272,272,0,304,304,0,366,366,0,11,0,370,0,370,270,93,3,3,1,0,0,10,9,1,3,0,0,36,12,4,0,0,68,11,57,13.29,40.63,0,0,42,25,1,1,0,1,6,1,2,59,36.01
4118,3,1,3,11431,7907,3524,9492,0,0,0,0,4,2468,70,6495,1,18477,86,40,55,26,5,10,0,0,1,1,0,3,9,10,1,1,0,0,14,0,0,0,1,0,0,0,1,41,26,9,9,8,722,0,722,216,0,216,258,0,258,248,0,248,3,0,257,0,257,182,68,5,2,0,0,0,3,3,0,0,0,0,22,9,0,1,0,47,3,44,16.43,42.81,0,1,22,24,0,1,0,1,4,1,1,59,33
4119,3,1,1,14182,8020,6162,9311,0,0,0,0,0,0,57,5736,1,17393,148,62,59,18,3,5,0,1,0,1,1,2,6,12,1,1,1,0,12,2,0,0,1,0,0,0,1,26,18,5,6,7,426,63,363,132,16,116,135,15,120,159,32,127,0,0,225,0,225,154,57,6,8,0,0,0,4,3,1,9,0,0,17,8,1,0,0,39,5,34,14.79,41.36,0,0,27,12,0,0,0,0,3,1,1,61,37.02
4120,3,2,1,5494,5494,0,6799,0,0,0,0,0,0,73,4492,1,14892,76,37,53,24,2,4,1,1,0,1,0,0,6,13,0,1,3,0,18,0,0,0,0,0,0,0,1,31,24,8,8,8,773,404,369,220,112,108,276,147,129,277,145,132,4,0,283,0,283,181,92,6,3,1,0,0,2,2,0,0,0,0,23,19,0,0,0,46,21,25,16.53,42.04,0,0,36,8,2,0,0,0,4,1,2,57,33
4121,3,1,1,11500,4374,7126,8286,0,0,0,0,0,0,0,0,1,22073,80,61,0,28,3,8,0,0,1,1,0,1,9,11,1,1,2,0,13,0,0,0,1,0,0,0,1,39,28,8,9,11,967,510,457,273,143,130,297,158,139,397,209,188,0,0,325,0,325,295,6,19,5,0,0,0,12,6,6,11,0,0,15,35,4,0,6,65,7,58,14.13,40.14,0,0,35,30,0,1,0,1,6,1,1,61,39
4122,3,1,3,14195,5022,9173,6968,0,0,0,0,13,2222,48,4510,1,18673,92,41,22,11,6,5,0,0,0,1,0,1,3,4,0,1,0,0,13,1,0,0,0,0,0,0,1,22,11,4,3,4,337,0,337,108,0,108,101,0,101,128,0,128,0,0,141,0,141,108,31,2,0,0,0,0,2,2,0,1,0,0,12,8,1,0,0,26,1,25,15.7,40.77,0,0,15,11,0,1,0,1,3,1,2,57,34
4123,3,1,2,12584,5320,7264,9004,0,0,0,0,13,2931,56,6073,1,13259,50,19,34,17,0,7,0,6,1,1,0,0,2,13,1,1,0,0,12,1,0,0,1,0,0,0,1,24,17,5,5,7,470,470,0,126,126,0,148,148,0,196,196,0,3,0,188,0,188,142,36,7,1,2,0,0,1,1,0,1,0,0,8,9,0,0,0,41,5,36,11.05,39.54,0,0,25,15,1,0,0,0,3,1,2,52,27.07
4124,3,1,1,13284,2470,10814,8231,0,0,0,0,0,0,38,2987,1,18398,100,41,53,23,0,7,2,0,1,1,2,0,2,7,1,1,2,0,26,1,0,0,0,1,0,0,1,32,23,6,9,8,604,315,289,172,94,78,217,115,102,215,106,109,0,0,200,0,200,178,2,16,4,0,0,0,14,14,0,6,0,0,15,11,5,0,0,47,5,42,12.99,39.64,0,1,28,18,0,0,0,0,5,1,2,60,36
4125,3,1,1,16474,10346,6128,6635,0,0,0,0,4,2189,66,4446,1,18650,48,41,39,22,2,7,0,0,1,1,0,0,2,13,0,1,0,0,10,0,0,0,0,0,0,0,1,31,22,7,6,9,690,360,330,213,104,109,214,116,98,263,140,123,6,0,266,0,266,198,62,3,3,0,0,0,1,1,0,2,0,0,24,7,0,0,0,49,9,40,13.95,40.76,0,0,24,25,0,3,1,2,4,1,1,58,34
