L2Y3_SCHID,L2Y3_REG,L2Y3_SCHTYPE,L2Y3_SCHTYPE2,L2Y3DB1_1,L2Y3DB1_1_1,L2Y3DB1_1_2,L2Y3DB1_2,L2Y3DB1_3_1A,L2Y3DB1_3_1B,L2Y3DB1_3_1C,L2Y3DB1_3_1D,L2Y3DB1_3_2A,L2Y3DB1_3_2B,L2Y3DB1_3_3A,L2Y3DB1_3_3B,L2Y3DB1_4_1,L2Y3DB1_4_2,L2Y3DB1_4_3,L2Y3DB1_5_1,L2Y3DB1_5_2,L2Y3DB1_6_1A,L2Y3DB1_6_1B,L2Y3DB1_6_1C,L2Y3DB1_6_1D,L2Y3DB1_6_1E,L2Y3DB1_6_2A,L2Y3DB1_6_2B,L2Y3DB1_6_2C,L2Y3DB1_6_2D,L2Y3DB1_6_3,L2Y3DB1_6_4,L2Y3DB1_6_5,L2Y3DB1_6_6A,L2Y3DB1_6_6B,L2Y3DB1_6_6C,L2Y3DB1_6_6D,L2Y3DB1_6_7,L2Y3DB1_6_8,L2Y3DB1_6_9,L2Y3DB1_7_1,L2Y3DB1_7_2,L2Y3DB1_7_3,L2Y3DB1_7_4,L2Y3DB1_7_5,L2Y3DB1_8,L2Y3DB2_1,L2Y3DB2_1_1,L2Y3DB2_1_2,L2Y3DB2_1_3,L2Y3DB2_2,L2Y3DB2_2_M,L2Y3DB2_2_F,L2Y3DB2_2_1,L2Y3DB2_2_1M,L2Y3DB2_2_1F,L2Y3DB2_2_2,L2Y3DB2_2_2M,L2Y3DB2_2_2F,L2Y3DB2_2_3,L2Y3DB2_2_3M,L2Y3DB2_2_3F,L2Y3DB2_3_1,L2Y3DB2_3_2,L2Y3DB2_4,L2Y3DB2_4_2,L2Y3DB2_4_1,L2Y3DB2_4_1_1,L2Y3DB2_4_1_2,L2Y3DB2_4_1_3,L2Y3DB2_4_1_4,L2Y3DB2_4_1_5,L2Y3DB2_4_3,L2Y3DB2_4_4,L2Y3DB3_1,L2Y3DB3_1_1,L2Y3DB3_1_2,L2Y3DB3_2,L2Y3DB3_3,L2Y3DB3_4,L2Y3DB3_5,L2Y3DB3_6,L2Y3DB3_7_1,L2Y3DB3_7_2,L2Y3DB3_7_3,L2Y3DB4_1,L2Y3DB4_1M,L2Y3DB4_1F,L2Y3DB4_2,L2Y3DB4_3,L2Y3DB4_4_1,L2Y3DB4_4_2,L2Y3DB4_4_3,L2Y3DB4_4_4,L2Y3DB4_4_5,L2Y3DB4_5,L2Y3DB4_5M,L2Y3DB4_5F,L2Y3DB4_6,L2Y3DB5_1,L2Y3DB5_2,L2Y3DB5_3,L2Y3DB5_4
4535,2,1,2,18352,10252,8100,9198,0,0,0,0,24,4149,2,66,1,16133,51,76,75,21,2,8,3,5,0,1,0,0,7,14,1,1,0,0,15,0,0,0,1,0,0,0,6,34,21,6,6,9,508,508,0,125,125,0,159,159,0,224,224,0,2,0,227,0,227,143,68,14,2,0,0,0,7,6,1,0,0,1,17,14,1,1,1,43,13,30,16.98,42.26,0,0,29,14,0,1,1,0,3,1,1,57,34.01
4536,2,1,1,19476,2782,8470,9082,0,0,0,0,28,3189,14,808,1,14230,66,56,116,23,8,24,0,12,0,2,0,8,3,6,1,1,0,0,20,0,0,0,1,0,0,0,1,55,23,7,7,9,644,246,398,180,65,115,199,86,113,265,95,170,3,0,215,0,214,111,68,14,20,1,1,0,2,2,0,1,0,0,12,8,0,0,0,44,9,35,22.57,47,0,0,28,16,0,1,0,1,4,1,1,55,35.01
4537,2,1,3,12932,9147,3785,8630,0,0,0,0,12,2861,0,0,1,20642,77,87,51,27,0,15,0,4,0,0,1,4,3,13,3,1,0,0,7,4,0,0,0,3,0,0,0,42,27,10,9,8,788,0,788,250,0,250,266,0,266,272,0,272,0,0,294,0,294,213,41,23,4,13,0,0,8,5,3,3,1,0,21,27,1,0,3,48,3,45,23.43,48.88,0,0,38,10,0,1,0,1,4,1,2,60,38.02
4538,2,2,1,1578,1578,0,6531,0,0,0,0,12,1647,0,0,1,11996,109,80,71,18,2,11,0,0,0,1,0,0,2,8,0,1,0,0,9,0,0,0,0,0,0,0,0,31,18,6,6,6,578,175,403,178,55,123,190,53,137,210,67,143,6,0,216,0,216,144,56,12,0,4,0,0,1,1,0,3,0,0,15,21,0,0,0,33,20,13,13.71,41.58,0,0,23,10,0,3,1,2,3,1,1,56,29.01
4539,2,1,2,8218,1358,6860,5932,0,0,0,0,20,2402,377,3386,1,15270,50,50,42,20,6,6,0,0,0,1,0,2,2,9,0,1,0,0,14,0,0,0,0,0,0,0,1,32,20,7,6,7,582,582,0,176,176,0,181,181,0,225,225,0,0,0,213,0,211,149,37,6,8,11,0,2,5,5,0,3,0,0,0,0,0,1,0,37,11,26,24.59,49.43,0,0,18,18,1,3,1,2,4,1,1,61,34
4540,2,1,3,8305,6293,1803,6312,0,0,0,0,20,2180,57,4079,1,14811,70,70,92,13,4,6,0,1,6,1,0,4,3,14,1,1,1,0,15,0,0,0,0,1,0,0,1,23,14,4,4,6,323,0,323,95,0,95,104,0,104,124,0,124,1,0,133,0,133,90,43,0,0,0,0,0,1,1,0,1,0,2,7,5,0,0,0,31,7,24,14.04,39.61,0,0,20,11,0,2,0,2,5,1,1,58,36.01
4541,2,1,1,10842,6339,4503,13487,0,0,0,0,0,0,94,6911,1,16679,94,121,86,28,5,9,0,0,1,1,1,0,10,10,2,1,2,0,30,1,0,0,1,1,0,0,1,42,28,8,9,11,820,413,407,224,102,122,265,137,128,331,174,157,0,0,333,0,332,278,36,11,2,5,1,0,6,5,1,0,0,0,11,12,5,0,0,52,12,40,16.54,42.58,0,0,28,23,1,4,0,4,6,1,1,59,37.01
4542,2,1,1,14500,10327,4173,11668,0,0,0,0,37,4790,81,6878,1,12681,54,103,104,34,0,11,3,2,0,1,0,0,11,8,1,1,2,2,30,1,0,0,0,1,0,0,0,48,34,10,13,11,1109,560,549,351,174,177,378,179,199,380,207,173,0,0,294,0,292,231,19,20,3,19,2,0,16,15,1,5,0,0,37,180,9,0,0,63,18,45,15.22,41,0,0,31,32,0,0,0,0,4,1,1,59,32.02
4543,2,1,1,18728,9472,9256,11216,0,0,0,0,36,3225,68,7825,1,15732,60,62,136,22,12,18,0,1,0,1,1,0,2,7,1,1,3,0,24,0,0,0,0,1,0,0,0,52,23,7,7,9,678,377,301,197,111,86,227,130,97,254,136,118,4,0,279,0,279,161,58,12,48,0,0,0,4,4,0,3,0,0,22,12,2,0,0,47,11,36,14.95,42.17,0,0,26,20,1,4,2,2,4,1,2,58,35.01
4545,2,2,1,24833,14939,4709,10746,0,0,0,0,34,5760,54,4986,1,16489,95,48,47,17,7,1,5,0,0,1,3,0,2,10,1,1,5,2,23,2,0,0,1,0,0,0,1,30,17,5,6,6,517,317,200,155,107,48,172,105,67,190,105,85,6,0,180,0,180,115,51,11,3,0,0,0,7,6,1,1,0,0,19,18,3,0,0,32,14,18,20.3,45.56,0,0,14,16,2,0,0,0,3,1,1,58,23.01
4546,2,1,1,13800,9971,3829,12393,0,0,0,0,47,5560,84,6833,1,0,36,84,22,7,25,12,0,0,1,1,4,2,13,11,1,1,2,0,38,1,0,0,0,1,0,0,1,44,7,3,2,2,152,59,93,76,28,48,40,22,18,36,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,16,14.45,40.24,0,0,13,8,0,0,0,0,3,1,1,54,33
4547,2,1,1,12014,7279,4735,13302,0,0,0,0,0,0,90,6861,1,16668,56,104,78,32,6,10,0,0,1,1,1,6,18,10,1,1,3,0,20,1,0,0,0,1,0,0,1,48,32,10,10,12,987,512,475,290,164,126,321,158,163,376,190,186,1,0,332,0,331,211,35,22,54,9,0,1,5,5,0,2,0,0,19,14,2,0,0,56,15,41,16.42,42.59,0,0,35,20,1,0,0,0,5,1,2,60,33.03
4548,2,1,1,14407,3322,11085,12642,0,0,0,0,91,5909,63,6733,2,16649,80,81,81,32,1,10,2,1,0,1,1,1,3,8,2,1,6,0,30,1,0,0,1,1,0,0,0,45,33,10,10,13,1044,541,503,301,167,134,340,173,167,403,201,202,2,0,310,0,309,144,28,19,82,36,0,1,6,5,1,1,0,0,18,25,3,0,1,59,12,47,18.15,42.92,0,0,37,22,0,6,1,5,5,1,1,61,35.05
4549,2,1,1,12927,7427,5500,9005,0,0,0,0,31,3006,63,5942,1,20639,65,143,126,23,5,10,0,0,0,1,1,0,5,14,1,1,6,0,18,0,0,0,0,1,0,0,2,38,23,7,8,8,663,349,314,181,95,86,212,107,105,270,147,123,1,0,264,0,264,192,34,7,26,5,0,0,6,5,1,1,0,0,12,12,1,1,0,45,7,38,17.86,42.96,0,0,27,16,2,3,0,3,4,1,2,59,34.07
4550,2,1,1,12347,6947,5400,7076,0,0,0,0,34,3502,47,3574,1,13557,70,96,91,20,3,7,1,0,0,1,0,0,4,9,0,1,4,0,21,0,0,0,0,0,0,0,0,31,20,6,6,8,574,310,264,160,88,72,186,93,93,228,129,99,6,0,230,0,230,170,38,8,2,12,0,0,2,2,0,0,0,0,18,8,0,0,0,37,9,28,13.44,39.46,0,0,25,12,0,5,2,3,4,1,1,57,30.06
4551,2,1,1,13201,8966,4235,12414,0,0,0,0,98,12414,71,6541,1,15574,90,73,95,22,7,9,0,5,1,1,0,0,2,5,1,1,6,0,25,1,0,0,1,0,0,0,0,38,22,7,7,8,644,335,309,183,96,87,223,109,114,238,130,108,1,0,269,0,268,177,71,12,7,1,0,1,0,0,0,6,0,0,15,12,0,0,0,43,12,31,16.57,42.33,0,0,27,15,1,3,0,3,4,1,1,58,31.11
4553,2,1,1,14710,5960,8750,8219,0,0,0,0,29,3236,0,0,1,19147,60,109,70,21,5,6,0,0,0,1,0,2,2,18,1,1,3,0,13,1,0,0,1,0,0,0,1,32,21,7,6,8,618,219,399,191,66,125,199,64,135,228,89,139,2,0,232,0,232,171,46,13,1,1,0,0,2,1,1,1,0,0,16,12,1,0,0,40,11,29,15.13,40.8,0,0,26,13,1,1,0,1,4,1,2,58,35.01
4554,2,2,1,34975,11744,7229,8351,0,0,0,0,41,3586,8,343,1,17472,85,94,82,21,0,10,3,1,1,1,1,0,15,11,1,1,4,0,16,0,0,0,1,0,0,0,1,34,21,7,7,7,586,315,271,173,93,80,196,105,91,217,117,100,3,0,231,0,231,144,51,20,16,0,0,0,7,7,0,5,0,0,24,10,3,0,0,38,19,19,18.61,45.82,0,0,15,22,1,4,3,1,4,1,1,60,34.11
4555,2,1,1,13654,9259,4395,13210,0,0,0,0,59,5723,97,7487,1,1897,69,76,91,0,37,10,0,2,1,1,10,1,18,9,1,1,6,0,42,1,0,0,1,0,0,0,1,47,23,12,11,0,539,270,269,292,154,138,247,116,131,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,72,0,0,0,42,13,29,19.75,44.86,0,0,19,21,2,0,0,0,3,1,2,57,35
4556,2,1,1,18152,12552,5600,6072,0,0,0,0,17,1295,54,4777,1,14928,42,41,94,22,0,7,0,4,0,1,0,0,1,13,1,1,0,0,10,0,0,0,1,0,0,0,1,29,24,6,7,11,557,278,279,142,66,76,186,97,89,229,115,114,0,0,204,0,203,142,53,7,1,0,1,0,4,4,0,1,0,0,32,44,1,0,0,45,11,34,17.19,43.84,0,0,21,24,0,3,1,2,3,1,1,57,36.01
4557,2,1,1,13810,8410,5400,9673,0,0,0,0,53,3834,62,5839,1,12368,53,122,55,24,0,8,4,0,1,1,0,0,11,12,1,1,0,0,30,1,0,0,1,0,0,0,0,36,23,5,7,11,739,410,329,160,97,63,237,131,106,342,182,160,2,3,178,0,175,129,35,11,0,0,3,0,6,6,0,2,0,0,43,170,1,0,0,51,12,39,16.96,43.04,0,0,36,14,1,0,0,0,3,1,1,56,31.01
4558,2,1,1,13496,6933,6563,9556,0,0,0,0,43,3898,7,208,1,20352,113,110,77,28,6,7,0,1,1,1,0,1,7,12,0,2,3,2,23,0,0,0,0,0,0,0,0,41,28,7,11,10,868,476,392,223,122,101,325,174,151,320,180,140,3,0,314,0,312,228,55,19,5,5,0,2,4,3,1,4,0,0,34,30,1,0,1,50,10,40,17.59,43.5,0,0,33,16,1,1,0,1,5,1,1,59,33
4559,2,1,1,12985,7337,5648,9938,0,0,0,0,0,0,79,4620,1,25824,50,170,116,26,7,9,6,0,1,1,0,0,3,9,0,1,2,0,25,0,0,0,0,0,0,0,1,48,26,9,8,9,751,414,337,222,121,101,239,130,109,290,163,127,2,0,295,0,295,202,48,14,6,25,0,0,9,8,1,9,0,0,31,26,4,0,1,49,7,42,19.24,44.33,0,1,30,18,0,1,0,1,4,1,1,57,32.01
4560,2,1,1,13527,9779,3748,12051,0,0,0,0,1,4964,114,7087,1,11236,62,111,123,30,7,9,0,0,1,1,0,0,10,9,1,1,6,0,26,1,0,0,0,1,0,0,2,46,31,10,9,12,887,461,426,315,177,138,258,127,131,314,157,157,4,0,387,0,383,280,83,13,4,3,4,0,8,7,1,5,0,0,27,33,4,0,1,55,10,45,18.1,43.31,0,0,25,29,1,0,0,0,4,1,2,61,40
4561,2,1,1,13892,8096,5796,10107,0,0,0,0,2,75,118,6373,1,24220,72,158,136,27,1,9,5,5,0,1,0,0,4,13,2,2,3,0,36,0,0,0,2,0,0,0,1,42,27,8,9,10,808,430,378,245,129,116,279,144,135,284,157,127,2,0,347,0,345,241,50,34,14,6,0,2,9,3,6,11,0,0,0,0,2,0,7,54,10,44,16.16,43.48,0,0,37,16,1,1,0,1,4,1,2,61,37.11
4562,2,1,1,14165,9609,4556,13952,0,0,0,0,24,7937,0,0,1,15333,140,89,64,29,8,26,0,1,1,1,0,1,9,10,1,1,2,0,16,1,0,0,0,1,0,0,1,63,29,9,9,11,855,461,394,235,123,112,297,153,144,323,185,138,1,0,363,0,363,261,78,20,4,0,0,0,5,5,0,3,0,0,28,18,1,0,1,56,11,45,17.5,43.09,0,0,41,15,0,0,0,0,6,1,2,60,37.09
4563,2,1,1,11881,9681,2200,11849,0,0,0,0,46,6370,66,5479,1,18017,70,108,138,29,0,5,0,7,1,0,0,0,6,6,1,2,0,0,29,1,0,0,1,0,0,0,1,34,30,9,9,12,950,480,470,289,143,146,299,149,150,362,188,174,2,0,336,0,334,226,78,25,5,0,1,1,6,6,0,1,1,0,41,32,3,0,0,56,8,48,18.48,43.63,0,0,44,11,1,0,0,0,4,1,2,60,36.01
4564,2,2,2,21347,11208,9532,6620,0,0,0,0,12,1782,57,4766,1,11480,59,80,80,25,7,9,0,0,1,0,0,0,4,13,0,1,0,0,5,0,0,0,0,0,0,0,0,41,25,7,9,9,783,783,0,218,218,0,283,283,0,282,282,0,1,0,296,0,295,182,68,19,26,0,1,0,7,7,0,5,0,0,5,3,2,0,0,44,25,19,17.43,44.02,0,0,30,11,3,1,0,1,4,1,1,58,34
4565,1,1,1,17584,7324,10260,11819,0,0,0,0,4,147,98,10064,1,19324,52,84,90,28,10,14,0,0,1,3,5,2,2,22,1,1,3,0,28,1,0,0,1,0,0,0,0,52,28,7,9,12,799,385,414,208,92,116,274,126,148,317,167,150,1,0,348,0,341,288,7,12,33,1,0,7,6,2,4,10,0,0,25,53,1,0,4,54,8,46,17.79,43.44,0,0,30,24,0,10,5,5,5,1,1,55,30.02
4566,1,1,1,17096,9739,7357,8817,0,0,0,0,5,1527,86,7171,1,17198,36,43,96,35,3,5,0,0,1,0,0,0,3,15,0,1,0,0,16,2,0,0,0,0,0,0,2,43,35,11,12,12,1155,547,608,348,160,188,387,185,202,420,202,218,0,0,394,0,394,251,4,16,118,5,0,0,39,26,13,18,0,0,12,14,17,0,12,67,14,53,15.58,41.42,0,0,48,18,1,7,2,5,3,1,1,60,36
4567,1,1,1,14504,7466,7038,8546,0,0,0,0,4,2005,58,6546,1,17730,36,51,76,26,1,6,5,2,0,1,0,0,2,14,1,0,3,0,16,0,0,0,1,0,0,0,1,38,26,8,8,10,733,393,340,207,120,87,238,120,118,288,153,135,1,1,320,0,318,248,15,13,35,7,0,2,17,13,4,14,0,0,22,25,9,0,3,51,14,37,17.32,44.14,0,0,27,24,0,2,0,2,4,1,1,52,28.1
4568,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4569,1,2,2,8622,8622,0,4380,0,0,0,0,0,0,32,4380,1,8742,62,70,21,18,0,2,1,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,21,18,6,6,6,596,596,0,195,195,0,183,183,0,218,218,0,0,0,220,0,220,170,1,13,34,2,0,0,12,7,5,11,0,0,10,33,6,0,5,34,23,11,18.47,45.38,0,0,21,13,0,6,2,4,2,1,1,59,33
4570,1,1,1,14332,8932,5400,10288,0,0,0,0,10,2831,68,5703,1,15104,74,101,80,32,0,11,1,1,0,1,0,2,5,19,2,1,5,0,18,1,0,0,1,1,0,0,1,44,32,8,11,13,1009,505,504,245,115,130,324,155,169,440,235,205,0,0,429,0,427,351,7,25,44,0,0,2,26,10,16,83,0,0,10,56,8,0,14,66,11,55,15.56,41.44,0,0,41,24,1,0,0,0,4,1,2,58,38
4571,1,1,1,10651,1582,9069,9471,0,0,0,0,23,2798,73,6193,1,18953,42,118,103,27,1,7,2,0,0,1,0,2,4,32,1,1,3,0,22,1,0,0,1,0,0,0,1,37,28,8,9,11,950,473,477,278,140,138,306,148,158,366,185,181,2,0,315,0,315,269,4,13,28,1,0,0,24,8,16,21,0,0,15,2,8,3,13,54,13,41,19.12,45.72,0,0,37,17,0,3,1,2,4,1,2,60,38.05
4572,1,1,1,13732,5396,8336,10028,0,0,0,0,5,2428,70,6566,1,21118,56,83,76,32,13,1,1,1,2,2,0,0,2,15,1,1,2,0,18,1,0,0,1,0,0,0,0,47,33,10,11,12,1021,515,506,302,161,141,330,159,171,389,195,194,0,0,385,0,384,294,0,17,64,9,1,0,25,16,9,24,0,0,17,37,14,0,9,67,9,58,15.16,40.73,0,0,40,26,1,1,0,1,5,1,2,57,37
4573,1,1,1,15062,8210,6852,8669,0,0,0,0,2,2578,82,6082,1,17389,50,68,81,23,9,0,4,0,0,1,1,0,3,14,1,1,2,0,16,0,0,0,1,0,0,0,1,36,23,6,7,10,664,423,241,163,103,60,206,132,74,295,188,107,0,0,255,0,255,196,19,11,24,5,0,0,13,10,3,12,0,0,9,24,8,0,3,47,9,38,21.05,46.94,0,0,27,19,1,9,6,3,4,1,2,58,37.01
4574,1,1,1,12544,7094,3200,6825,0,0,0,0,3,1709,74,5105,1,14879,52,112,77,25,5,5,1,0,0,0,0,1,4,13,0,1,1,0,12,1,0,0,0,0,0,0,1,36,25,8,7,10,767,452,315,229,137,92,227,148,79,311,167,144,0,1,287,0,286,231,4,21,26,4,1,0,27,19,8,29,0,0,11,30,11,4,4,58,8,50,14.47,42.1,0,0,26,32,0,7,3,4,4,1,1,57,33.01
4575,1,1,2,10536,3975,6561,7561,0,0,0,0,0,0,78,7561,1,15566,94,41,81,28,1,7,6,0,2,1,0,1,0,14,0,1,0,0,8,0,0,0,0,0,0,0,0,42,28,10,9,9,897,897,0,299,299,0,291,291,0,307,307,0,0,0,308,0,307,208,5,8,81,5,0,1,23,16,7,13,0,0,19,7,9,2,5,55,13,42,16.84,43.69,0,0,37,18,0,4,0,4,5,1,2,60,36.04
4576,1,1,1,11666,7886,3780,6622,0,0,0,0,5,2102,56,3930,1,13614,42,69,62,20,3,5,4,2,0,1,1,0,2,16,0,1,0,0,14,0,0,0,0,0,0,0,0,32,20,6,7,7,553,395,158,178,130,48,158,110,48,217,155,62,2,0,225,0,225,177,5,11,29,3,0,0,13,9,4,9,0,0,16,28,7,0,4,38,8,30,19.38,45.08,0,0,23,15,0,9,3,6,3,1,2,57,34.07
4578,1,2,3,0,0,0,6168,0,0,0,0,0,0,74,6168,1,12084,60,18,59,27,2,11,0,1,0,0,0,0,3,13,0,1,0,0,10,0,0,0,0,0,0,0,1,40,27,8,9,10,824,0,824,243,0,243,266,0,266,315,0,315,1,0,320,0,317,261,25,11,20,0,3,0,9,4,5,10,0,0,13,43,2,3,1,54,30,24,18.82,45.85,0,0,37,15,2,2,0,2,5,1,2,60,24.01
4579,1,1,1,14283,10883,3400,10835,0,0,0,0,0,0,70,7106,1,14025,50,81,93,35,0,10,2,1,1,0,0,0,3,7,1,1,0,0,16,1,0,0,1,0,0,0,0,47,35,11,12,12,1079,595,484,314,183,131,355,189,166,410,223,187,2,0,368,0,365,287,2,15,58,3,0,3,26,16,10,11,0,0,20,24,14,3,7,70,14,56,16.6,42.2,0,0,39,30,1,6,3,3,3,1,1,60,38.06
4580,1,1,1,18798,11877,4709,12415,0,0,0,0,0,0,115,12415,1,19009,112,0,107,34,0,13,2,2,0,3,3,4,2,25,2,1,0,0,10,1,0,0,1,0,0,1,0,49,34,11,11,12,1066,584,482,316,172,144,356,194,162,394,218,176,0,0,352,0,352,208,6,34,104,0,0,0,46,30,16,16,1,0,20,15,28,0,16,69,11,58,14.9,41.65,0,1,36,30,2,6,2,4,6,1,1,61,41
4581,1,1,1,11563,2541,6901,9168,0,0,0,0,6,3238,86,5762,1,15028,84,64,73,27,1,7,3,0,0,1,1,1,3,16,1,1,3,0,16,1,0,0,0,1,0,0,1,38,28,8,9,11,773,458,315,221,124,97,246,145,101,306,189,117,0,0,304,0,304,263,6,10,25,0,0,0,15,11,4,12,0,0,11,25,10,0,4,54,8,46,17.76,44.41,0,0,30,23,1,3,1,2,4,1,2,59,36.01
4582,1,1,1,11597,9164,2433,13452,0,0,0,0,7,4757,127,8695,1,4294,55,105,87,0,44,12,0,6,1,2,1,0,14,9,1,1,8,0,20,1,0,0,1,0,0,0,0,56,34,11,11,12,712,323,389,242,114,128,236,101,135,234,108,126,9,0,131,0,131,97,18,4,12,0,0,0,5,4,1,4,0,0,5,119,1,0,1,65,14,51,15.74,42.37,0,0,41,24,0,0,0,0,4,1,1,58,35.01
4583,1,2,3,8284,8284,0,7340,0,0,0,0,1,2986,73,4354,1,13472,52,42,59,27,1,13,0,1,2,0,0,0,2,9,0,1,0,0,13,0,0,0,0,0,0,0,0,41,27,9,9,9,968,0,968,283,0,283,341,0,341,344,0,344,2,0,325,0,325,207,4,21,91,2,0,0,25,17,8,15,0,0,18,10,15,0,8,48,24,24,19.5,44.73,0,0,28,20,0,7,0,7,5,1,2,61,39.03
4584,1,1,1,10848,5425,5423,10191,0,0,0,0,5,2581,86,6873,1,16498,85,92,72,24,8,10,0,7,0,1,0,0,5,20,2,1,0,0,28,1,0,0,1,1,0,0,0,42,24,8,8,8,448,221,227,155,80,75,135,65,70,158,76,82,10,0,175,0,175,119,38,5,9,4,0,0,3,3,0,4,0,0,20,105,1,0,0,48,14,34,15.93,43.46,0,0,27,21,0,8,4,4,4,1,1,57,32.01
4585,1,2,3,0,0,0,6234,0,0,0,0,0,0,55,3895,0,0,0,43,94,27,0,7,0,5,1,1,0,1,1,6,0,1,0,0,10,0,0,0,0,0,0,0,0,34,27,9,9,9,860,0,860,272,0,272,266,0,266,322,0,322,0,0,323,0,321,285,6,20,7,3,0,2,26,21,5,25,0,0,20,45,17,0,5,53,14,39,13.51,39.42,0,0,44,9,0,2,0,2,4,1,2,60,37.1
4586,1,1,1,13833,7501,6332,7663,0,0,0,0,24,2503,74,5226,1,21136,35,96,58,16,11,8,0,0,1,1,0,1,2,18,0,1,0,0,16,4,0,0,0,0,0,0,1,35,16,6,5,5,426,211,215,139,69,70,133,71,62,154,71,83,0,0,167,0,167,110,6,9,41,1,0,0,19,15,4,5,0,0,9,11,9,1,3,36,6,30,15.34,41.58,0,0,30,6,0,9,3,6,2,1,1,60,36.08
4587,1,1,1,14203,9402,4200,12407,0,0,0,0,27,4035,80,8045,1,21916,60,118,65,31,8,13,0,1,1,1,1,0,4,10,1,1,1,0,18,1,0,0,1,0,0,0,0,52,31,9,10,12,920,676,244,260,196,64,296,223,73,364,257,107,0,0,353,0,353,245,2,17,89,0,0,0,26,15,11,17,0,0,18,30,12,1,10,63,12,51,14.79,41.65,0,0,37,26,0,3,0,3,3,1,1,60,36
4588,1,1,1,14879,6899,7980,7795,0,0,0,0,8,2482,54,4648,1,15702,70,76,44,17,1,7,4,2,0,0,1,0,2,14,0,1,4,0,14,1,0,0,0,0,0,0,1,29,17,6,5,6,446,232,214,147,73,74,139,67,72,160,92,68,0,0,175,0,173,98,1,10,64,0,2,0,22,20,2,6,0,0,7,14,13,1,1,39,7,32,14.28,40.85,0,0,25,13,1,6,0,6,2,1,2,60,33.06
4589,1,1,1,14671,6175,8496,6786,0,0,0,0,8,1941,11,891,1,17362,68,47,57,18,0,7,8,0,0,0,0,1,5,9,0,1,2,0,18,3,0,0,0,0,0,0,1,33,18,5,6,7,490,269,221,124,65,59,166,89,77,200,115,85,0,0,194,0,192,119,2,12,59,0,0,2,21,19,2,21,0,0,12,10,19,1,1,38,5,33,16.29,42.47,0,0,22,16,0,2,0,2,2,1,2,58,32.01
4590,1,1,1,13886,2340,11546,7813,0,0,0,0,1,104,87,7709,1,17743,50,53,86,27,4,8,0,3,0,1,0,0,6,12,0,1,0,0,16,1,0,0,0,0,0,0,0,39,28,9,9,10,572,306,266,193,102,91,180,97,83,199,107,92,4,0,205,0,205,169,0,29,4,3,0,0,5,5,0,1,0,0,13,59,2,0,0,59,11,48,15.15,40.86,0,0,40,18,1,5,2,3,4,1,1,57,34
4591,1,1,1,13197,6753,6444,8881,0,0,0,0,15,3606,74,5258,1,15389,85,77,63,2,20,6,4,0,0,1,0,1,8,18,0,1,2,1,15,1,0,0,0,0,0,0,2,32,16,5,5,6,389,215,174,130,77,53,123,66,57,136,72,64,8,0,173,0,173,138,10,8,17,0,0,0,7,6,1,4,0,0,23,20,3,1,0,33,9,24,17.57,42.88,0,1,19,12,1,9,2,7,2,1,1,57,32.02
4592,1,1,1,18791,11343,7448,9281,0,0,0,0,21,3212,66,5512,1,19548,42,48,57,30,0,8,2,0,1,1,1,0,1,17,1,1,0,0,14,5,0,0,1,0,0,0,0,40,31,9,10,12,1020,595,425,300,168,132,325,182,143,395,245,150,5,0,381,0,375,307,3,11,51,3,0,6,29,22,7,46,0,0,22,38,18,0,5,63,12,51,15.12,41.98,0,0,39,24,0,6,2,4,4,1,1,60,28.01
4593,1,1,1,14328,7504,6824,10698,0,0,0,0,11,3535,84,7259,1,22266,59,56,90,36,5,9,0,3,0,1,1,0,13,2,1,1,1,0,20,0,0,0,0,1,0,0,0,50,36,11,11,14,1292,761,531,408,247,161,395,248,147,489,266,223,1,0,426,0,425,333,5,31,55,1,0,1,31,24,7,30,0,0,17,32,16,0,6,74,12,62,16,42.96,0,0,37,34,3,5,2,3,5,1,2,57,33
4594,1,1,1,11121,7413,3708,10515,0,0,0,0,35,4576,89,5960,1,15981,100,42,89,0,28,9,2,2,1,0,1,4,18,11,1,1,8,2,19,1,0,0,0,1,0,0,1,39,30,10,10,10,873,432,441,279,143,136,295,143,152,299,146,153,4,4,237,0,237,176,26,10,23,2,0,0,27,18,9,3,0,0,15,29,3,2,7,57,9,48,15.1,41.04,0,0,41,16,0,10,1,9,4,1,1,58,37.01
4595,1,1,1,16900,5487,11413,9621,0,0,0,0,4,2310,85,7286,1,16367,68,46,101,31,8,4,0,1,0,1,0,0,0,15,1,1,1,0,18,1,0,0,1,0,0,0,1,43,31,10,10,11,1045,532,513,333,161,172,343,180,163,369,191,178,0,0,371,0,371,267,0,24,79,1,0,0,35,27,8,13,0,0,21,16,22,1,6,59,13,46,16.76,43.41,0,1,34,24,0,4,1,3,4,1,1,58,37.01
