stuID,schID,gender,pre_region,trans_stu,transe_pa,transe_re,transe_re_etc,pre_frendship_1,pre_frendship_2,pre_frendship_3,pre_frendship_4,pre_frendship_5,post_frendship_1,post_frendship_2,post_frendship_3,post_frendship_4,post_frendship_5,post_frendship_6,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,tutoring_hakwon,tutoring_private,tutoring_online,SES,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,prefer_Hsch_dum_9,prefer_Hsch_dum_10,academic_abil,multicultur_per
3912,5023,1,4,2,2,#N/A,#N/A,4,4,4,3,4,3,3,3,3,3,3,4,4,3,4,5,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,2,0,0,0,350,1,0,0,0,0,0,0,0,0,0,190,2.202643172
3913,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3914,5023,1,4,2,2,#N/A,#N/A,5,4,5,5,4,3,3,3,3,3,3,4,4,3,4,4,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,4,2,2,9,-5,-5,800,1,0,0,0,0,0,0,0,0,0,190.3333333,2.202643172
3915,5023,1,4,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,2,1,3,2,1,3,3,3,1,1,3,3,3,3,4,4,4,3,2,5,-5,-5,-1,1,0,0,0,0,0,0,0,0,0,213.3333333,2.202643172
3916,5302,1,3,1,1,4,#N/A,5,3,4,5,3,4,4,4,4,5,5,3,3,3,3,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,4,3,3,5,11,-5,-5,300,1,0,0,0,0,0,0,0,0,0,195.6666667,3.536977492
3917,5022,2,4,2,2,#N/A,#N/A,4,5,4,5,5,4,4,2,4,3,4,4,3,3,3,3,4,2,3,2,2,3,3,3,2,3,3,3,3,2,4,4,2,3,2,8,0,0,700,0,0,1,0,0,0,0,0,0,0,244.3333333,2.155172414
3918,5022,2,4,2,2,#N/A,#N/A,5,3,4,5,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,0,0,0,250,1,0,0,0,0,0,0,0,0,0,222.6666667,2.155172414
3919,5217,2,4,2,2,#N/A,#N/A,4,4,4,4,4,5,5,4,4,4,4,4,4,3,4,4,4,5,3,5,3,4,4,4,4,4,4,4,4,4,4,4,3,3,2,0,0,0,350,0,0,1,0,0,0,0,0,0,0,209.6666667,8.333333333
3920,5022,2,4,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,16,-5,-5,400,1,0,0,0,0,0,0,0,0,0,231,2.155172414
3921,5022,2,4,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,4,2,3,1,4,3,3,3,2,4,3,3,3,3,19,-5,-5,300,0,0,1,0,0,0,0,0,0,0,211.3333333,2.155172414
3922,5022,2,4,2,2,#N/A,#N/A,3,3,3,5,3,4,4,4,4,4,5,3,3,2,2,4,3,3,2,4,2,4,4,4,4,4,3,4,4,4,5,5,5,5,3,18,0,0,-1,1,0,0,0,0,0,0,0,0,0,170,2.155172414
3923,5023,1,4,2,2,#N/A,#N/A,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,3,2,2,2,4,1,3,4,3,4,3,4,4,4,4,4,4,4,4,2,3,4,0,450,1,0,0,0,0,0,0,0,0,0,229,2.202643172
3924,5023,1,4,2,2,#N/A,#N/A,5,5,5,5,4,4,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,0,0,0,200,0,0,0,0,1,0,0,0,0,0,172,2.202643172
3925,5023,1,4,2,2,#N/A,#N/A,4,4,4,5,4,3,3,3,3,3,3,4,4,3,3,4,4,4,2,3,3,4,3,4,4,4,4,3,3,4,4,4,4,4,4,-5,-2,-5,250,1,0,0,0,0,0,0,0,0,0,205.3333333,2.202643172
3926,5023,1,4,1,1,1,#N/A,5,4,4,5,5,4,4,4,4,4,4,4,4,5,5,4,5,4,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,0,0,900,1,0,0,0,0,0,0,0,0,0,205.3333333,2.202643172
3927,5023,1,4,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,3,3,2,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,4,0,8,0,450,0,0,0,0,0,0,0,1,0,0,228.3333333,2.202643172
3928,5023,1,4,2,2,#N/A,#N/A,5,5,5,5,5,5,5,3,5,5,5,4,5,4,5,5,2,2,2,3,2,4,3,2,1,2,3,2,4,2,4,4,2,2,1,0,2,0,500,0,0,0,1,0,0,0,0,0,0,226,2.202643172
3929,5022,2,4,2,2,#N/A,#N/A,5,5,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,-5,6,-5,500,1,0,0,0,0,0,0,0,0,0,191.3333333,2.155172414
3930,5022,2,4,2,2,#N/A,#N/A,4,4,4,4,3,4,4,4,4,4,4,3,3,1,3,2,4,3,3,3,2,4,4,4,4,4,4,4,4,4,3,5,4,3,2,0,0,0,700,0,1,0,0,0,0,0,0,0,0,189.6666667,2.155172414
3931,5022,2,4,2,2,#N/A,#N/A,4,3,3,4,3,4,4,4,4,4,4,4,3,3,3,4,3,3,4,3,2,3,2,3,2,2,3,3,3,3,3,4,4,3,2,4,4,0,550,1,0,0,0,0,0,0,0,0,0,227.3333333,2.155172414
3932,5022,2,4,2,2,#N/A,#N/A,5,5,5,5,5,5,5,2,5,2,5,3,3,3,1,4,3,3,2,3,2,3,3,3,3,2,3,3,3,3,5,5,4,4,5,-5,6,-5,600,0,0,0,0,0,0,0,1,0,0,234.3333333,2.155172414
3933,5022,2,4,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,-1,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,3,3,4,4,4,15,0,0,200,0,0,1,0,0,0,0,0,0,0,204.3333333,2.155172414
3934,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3935,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3936,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3937,5203,2,3,2,2,#N/A,#N/A,4,4,3,4,4,5,4,1,3,1,1,4,4,3,4,4,3,2,1,2,2,1,3,3,3,3,4,5,4,4,3,2,3,2,1,4,0,0,500,1,0,0,0,0,0,0,0,0,0,253.3333333,0
3938,5004,2,4,2,2,#N/A,#N/A,4,3,3,4,4,4,4,3,4,3,4,3,4,4,3,3,4,4,3,3,2,3,3,3,2,2,2,2,2,3,4,4,4,3,4,3,0,2,350,1,0,0,0,0,0,0,0,0,0,266,0
3939,4291,1,4,2,2,#N/A,#N/A,5,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,3,1,3,3,4,3,3,3,4,4,3,3,4,5,4,4,3,3,0,0,0,350,1,0,0,0,0,0,0,0,0,0,227,2.040816327
3940,5243,1,2,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,5,4,3,5,5,2,2,4,4,2,3,4,4,4,4,4,4,4,4,5,5,3,4,5,-1,0,-1,600,0,0,0,1,0,0,0,0,0,0,273.6666667,0
3941,4590,1,1,2,2,#N/A,#N/A,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,3,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,0,0,1,500,0,0,1,0,0,0,1,1,0,0,264.6666667,2.222222222
3942,5220,1,4,2,2,#N/A,#N/A,5,4,4,5,5,4,4,5,5,4,5,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,0,0,0,400,0,0,0,0,0,0,1,0,0,0,200,1.818181818
3943,5004,2,4,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,-1,0,570,1,0,0,0,0,0,0,0,0,0,245,0
3944,5004,2,4,2,2,#N/A,#N/A,4,4,3,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,3,3,4,3,4,4,3,3,3,4,3,3,3,3,2,2,2,0,2,0,400,1,0,0,0,0,0,0,0,0,0,222,0
3945,5004,2,4,1,1,1,#N/A,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,-5,-5,400,0,0,0,0,1,0,0,0,0,1,175.6666667,0
3946,5004,2,4,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,6,-5,500,1,0,0,0,0,0,0,0,0,0,258.6666667,0
3947,5004,1,4,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,1,4,3,3,4,3,4,4,3,3,0,0,0,800,0,0,0,0,0,0,0,1,0,0,214.3333333,0
3948,5004,1,4,2,2,#N/A,#N/A,5,4,4,5,3,3,3,3,3,3,3,4,3,1,2,3,3,4,3,3,3,3,3,3,2,2,2,2,2,2,4,4,4,4,4,5,-5,-5,300,1,1,0,0,0,0,0,0,0,0,159.3333333,0
3949,4385,1,4,1,1,1,#N/A,4,4,4,4,4,4,4,4,4,4,3,3,3,2,4,3,3,3,3,3,5,5,4,4,5,4,4,3,4,5,3,4,3,3,3,0,0,0,680,0,0,0,0,0,0,0,1,0,0,282,57.14285714
3950,5004,2,4,2,2,#N/A,#N/A,5,5,5,5,5,4,4,2,4,1,4,5,5,5,5,5,5,4,1,5,4,3,3,3,2,2,3,2,3,3,5,5,5,5,3,1,8,0,400,1,0,0,0,0,0,0,0,0,0,268.3333333,0
3951,5004,1,4,2,2,#N/A,#N/A,4,4,4,4,4,3,3,4,3,3,3,4,4,3,4,4,5,5,5,5,4,5,3,3,4,5,5,5,3,3,3,4,3,3,2,0,6,0,450,1,0,0,0,0,0,0,0,0,0,227.6666667,0
3952,5004,1,4,2,2,#N/A,#N/A,5,4,4,5,4,5,4,5,5,4,5,4,4,2,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,-5,3,2,400,0,0,0,1,0,0,0,0,0,0,143,0
3953,4367,1,3,2,2,#N/A,#N/A,5,4,5,5,5,5,5,5,5,5,5,4,3,5,5,5,4,2,1,4,2,3,4,4,5,4,4,3,3,4,4,3,2,2,1,-5,-5,11,550,0,0,0,1,0,0,0,0,0,0,231,2.547770701
3954,5004,1,4,2,2,#N/A,#N/A,5,5,4,5,5,5,5,1,5,1,5,4,4,3,4,3,4,4,2,3,2,2,3,3,2,4,3,3,3,3,4,4,4,4,4,-5,-5,-5,500,0,0,0,1,0,0,0,0,0,0,286.3333333,0
3955,5004,1,4,2,2,#N/A,#N/A,5,4,4,4,4,4,4,5,5,5,4,4,4,3,4,4,4,3,1,2,1,2,2,2,1,1,3,1,3,3,3,3,2,3,3,5,-5,-5,400,0,0,1,0,0,0,0,0,0,0,271.6666667,0
3956,5004,1,4,2,2,#N/A,#N/A,4,3,5,5,3,4,4,5,4,5,5,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,0,-5,500,1,0,0,0,0,0,0,0,0,0,243.3333333,0
3957,5004,2,4,2,2,#N/A,#N/A,2,3,4,2,5,3,3,1,3,1,5,3,3,1,4,4,4,4,3,4,2,3,3,3,3,3,3,3,3,3,4,5,4,4,3,-5,6,-5,520,1,0,0,0,0,0,0,0,0,0,249.6666667,0
3958,5004,1,4,#N/A,#N/A,#N/A,#N/A,4,4,4,4,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,4,3,3,4,4,4,4,4,3,3,4,4,4,3,4,3,3,3,4,4,4,4,2,6,4,0,550,1,0,0,0,0,0,0,0,0,0,264.3333333,0
3959,4022,2,3,2,2,#N/A,#N/A,5,5,5,5,5,4,3,4,3,5,5,5,5,5,5,5,3,2,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,-5,1,-5,650,0,0,0,0,0,0,1,0,0,0,222,2.44648318
3960,5004,2,4,2,2,#N/A,#N/A,5,5,5,5,5,3,3,3,3,3,3,3,3,1,3,4,5,5,3,4,3,3,4,4,3,3,4,2,3,3,4,4,4,4,4,0,6,0,-1,0,0,1,0,0,0,0,0,0,0,247.3333333,0
3961,5004,2,4,2,2,#N/A,#N/A,4,4,4,4,4,5,5,5,5,5,5,4,4,3,3,3,4,4,3,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,2,0,6,-1,550,0,0,0,0,0,1,0,0,0,0,242,0
3962,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3963,5004,1,4,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0,-1,-5,600,1,0,0,0,0,0,0,0,0,0,257,0
3964,5004,1,4,2,2,#N/A,#N/A,5,4,3,4,4,4,4,2,4,2,3,3,4,2,3,5,4,4,3,4,3,3,3,3,3,3,4,4,3,3,5,5,4,4,3,5,0,0.3,470,1,0,0,0,0,0,0,0,0,0,231,0
3965,5004,1,4,1,1,-1,#N/A,4,3,3,4,3,4,3,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,3,-5,4,-5,600,1,0,0,0,0,0,0,0,0,0,179.6666667,0
3966,5004,2,4,1,1,1,#N/A,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,5,2,4,3,4,3,3,2,3,3,3,3,3,4,4,4,3,2,-5,-1,6,600,1,0,0,0,0,0,0,0,0,0,252.3333333,0
3967,5004,1,4,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,5,4,4,5,5,5,4,5,5,3,3,4,12,12,0,650,0,0,1,0,0,0,0,0,0,0,266,0
3968,5004,2,4,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,3,5,5,4,5,4,5,5,4,4,3,3,4,4,4,5,5,4,4,4,4,0,-1,800,0,0,0,0,0,0,0,1,0,0,258.6666667,0
3969,4232,1,3,1,1,1,#N/A,3,4,5,4,5,5,5,5,5,1,2,5,5,5,5,5,4,3,3,4,3,3,4,1,3,2,4,3,4,3,5,5,5,4,5,13,0,0,400,0,0,0,1,0,0,0,0,0,0,282.6666667,2.803738318
3970,5004,2,4,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,-5,8,-5,670,1,0,0,0,0,0,0,0,0,0,179.6666667,0
3971,5234,1,3,2,2,#N/A,#N/A,4,3,4,4,4,3,3,1,3,1,3,4,4,3,4,4,5,4,3,4,4,4,3,3,1,1,2,3,3,1,4,4,2,2,1,0,0,0,470,0,0,0,0,0,1,0,1,0,0,224,1.5625
3972,4007,2,3,2,2,#N/A,#N/A,3,3,4,3,3,3,3,3,3,3,3,4,4,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,1,-5,-5,2,280,0,0,0,0,1,0,0,0,0,0,#N/A,1.086956522
3973,5004,1,4,2,2,#N/A,#N/A,5,4,5,5,4,3,3,4,4,5,4,2,2,1,2,3,4,3,2,3,3,4,4,4,3,3,4,4,3,4,4,3,2,3,1,7,-5,-5,500,1,0,0,0,0,0,0,0,0,0,211.6666667,0
3974,5004,1,4,2,2,#N/A,#N/A,5,3,4,5,3,4,3,3,4,4,4,3,3,4,3,3,4,3,2,4,3,4,4,4,4,3,4,4,3,4,4,4,3,3,2,-5,6,-3.7,500,0,0,0,0,0,1,0,0,0,0,207,0
3975,5004,1,4,2,2,#N/A,#N/A,5,2,4,4,2,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,3,3,3,0,-2,0,600,1,0,0,0,0,0,0,0,0,0,219.3333333,0
3976,5004,1,4,2,2,#N/A,#N/A,4,4,4,5,4,5,5,4,5,4,4,4,5,3,4,3,4,4,4,3,3,4,3,3,3,3,3,4,3,4,4,4,3,3,3,6,0,0,450,0,0,0,0,0,0,1,0,0,0,207,0
3977,5020,1,4,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,-5,-5,300,1,0,0,0,0,0,0,0,0,0,241.6666667,1.498127341
3978,5020,1,4,2,2,#N/A,#N/A,4,4,4,4,4,4,4,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,4,4,4,3,3,3,4,3,4,5,4,5,3,17,-5,-5,585,0,0,0,1,0,0,0,0,0,0,202.6666667,1.498127341
3979,5230,1,3,2,2,#N/A,#N/A,5,4,4,4,4,4,4,3,4,3,4,4,4,3,4,3,3,3,3,4,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,-5,-5,-5,900,1,0,0,0,0,0,0,0,0,0,179.3333333,4.87012987
3980,5020,2,4,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,14,0,0,540,1,0,0,0,0,0,0,0,0,0,234,1.498127341
3981,5020,2,4,2,2,#N/A,#N/A,4,4,4,4,4,4,3,4,4,2,3,2,3,1,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,-3,-5,-5,300,0,1,0,0,0,0,0,0,0,0,152.3333333,1.498127341
3982,5020,2,4,2,2,#N/A,#N/A,4,3,3,3,3,5,5,5,5,5,5,2,5,1,4,3,3,2,5,4,3,5,4,5,4,4,4,3,4,4,3,3,1,3,5,16,16,0,400,0,0,0,0,0,0,1,0,0,0,210,1.498127341
3983,5020,1,4,2,2,#N/A,#N/A,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,3,5,4,5,5,4,4,4,4,5,4,4,3,4,4,9,-5,-5,600,1,0,0,0,0,0,0,0,0,0,233.3333333,1.498127341
3984,5020,1,4,2,2,#N/A,#N/A,3,4,3,2,3,3,3,3,3,3,3,1,1,2,3,2,4,2,4,4,4,4,4,3,5,4,5,4,5,5,4,-1,-1,-1,-1,-5,-5,-5,300,0,0,0,0,0,0,0,0,0,1,160.3333333,1.498127341
3985,5017,2,4,2,2,#N/A,#N/A,3,3,3,4,4,5,5,5,5,5,5,2,3,4,3,3,3,3,3,3,4,4,4,4,5,4,4,4,4,4,4,4,3,3,2,0,0,0,400,1,0,0,0,0,0,0,0,0,0,181,1.51187905
3986,5020,2,4,2,2,#N/A,#N/A,3,3,4,4,2,3,3,3,3,3,3,4,4,3,3,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,10,-2,-5,400,1,0,0,0,0,0,0,0,0,0,192.6666667,1.498127341
3987,5036,1,3,#N/A,#N/A,#N/A,#N/A,5,5,4,4,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,3,2,1,2,4,5,5,5,4,4,3,4,4,4,4,4,4,4,4,3,4,4,5,5,-5,-5,250,0,1,0,0,0,0,0,0,0,0,194.3333333,2.527075812
3988,5020,1,4,2,2,#N/A,#N/A,4,5,5,5,5,5,4,4,5,3,4,5,5,5,5,5,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,3,4,6,-5,-3,450,0,0,1,0,0,0,0,0,0,0,162.3333333,1.498127341
3989,5020,1,4,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,4,3,3,5,5,4,3,3,3,2,3,2,3,3,3,2,4,4,4,2,2,3,3,3,11,0,0,520,0,0,0,0,1,0,0,0,0,0,162.3333333,1.498127341
3990,5020,2,4,2,2,#N/A,#N/A,3,3,1,3,3,4,4,4,4,4,4,2,2,2,2,2,4,4,3,3,3,4,3,3,4,3,4,4,4,4,4,3,3,3,3,11,-5,-5,130,0,0,1,0,0,0,0,0,0,0,205.3333333,1.498127341
3991,5020,2,4,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,5,4,4,3,3,4,4,3,3,3,3,4,4,4,4,3,3,3,2,2,10,-5,-5,500,1,0,0,0,0,0,0,0,0,0,222,1.498127341
3992,5020,2,4,2,2,#N/A,#N/A,3,4,3,3,4,3,4,4,3,1,3,4,3,2,4,5,4,4,4,4,4,4,5,4,5,5,4,4,3,3,1,1,1,1,1,0,0,0,300,0,0,1,0,0,0,0,0,0,0,202.6666667,1.498127341
3993,5020,2,4,2,2,#N/A,#N/A,5,4,4,5,3,4,3,4,4,2,3,5,5,3,3,4,3,3,3,4,4,4,3,4,3,3,4,3,3,3,4,4,3,4,4,15,-5,-5,250,0,0,1,0,0,0,0,0,0,0,257.6666667,1.498127341
3994,5020,2,4,2,2,#N/A,#N/A,3,3,3,3,2,3,3,3,3,3,3,1,1,1,1,1,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,18,0,0,500,1,0,0,0,0,0,0,0,0,0,166.3333333,1.498127341
3995,5020,2,4,2,2,#N/A,#N/A,5,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,216.3333333,1.498127341
3996,5020,1,4,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,2,3,4,3,3,3,3,3,3,3,3,3,3,4,4,2,4,4,1,0,-5,500,1,0,0,0,0,0,0,0,0,0,241.3333333,1.498127341
3997,5020,1,4,2,2,#N/A,#N/A,4,4,3,4,3,3,3,4,3,3,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,2,5,7,-5,-5,800,1,0,0,0,0,0,0,0,0,0,204.3333333,1.498127341
3998,5018,1,4,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,2,3,2,3,3,3,3,3,4,4,3,4,2,4,3,2,3,0,0,0,200,0,1,0,0,0,0,0,0,0,0,169,5.555555556
3999,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4000,5018,1,4,2,2,#N/A,#N/A,3,4,3,4,4,1,1,1,1,1,2,3,3,3,4,4,2,2,2,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,-5,-1.1,-5,400,0,1,0,0,0,0,0,0,0,0,156,5.555555556
4001,5020,1,4,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,5,4,4,4,4,4,4,4,4,0,0,0,800,1,0,0,0,0,0,0,0,0,0,212.6666667,1.498127341
4002,5020,1,4,2,2,#N/A,#N/A,4,4,4,4,4,5,5,5,5,5,5,4,5,5,4,5,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,3,4,12,0,0,400,1,0,0,0,0,0,0,0,0,0,185.6666667,1.498127341
4003,5034,2,3,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,4,3,3,2,0,0,0,400,1,0,0,0,0,0,0,0,0,0,211,1.674641148
4004,5020,2,4,2,2,#N/A,#N/A,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,4,3,4,2,3,3,3,4,4,3,3,4,4,3,3,4,3,3,3,2,-4,-5,-5,280,1,0,0,0,0,0,0,0,0,0,199.3333333,1.498127341
4005,5059,2,4,#N/A,#N/A,#N/A,#N/A,4,4,4,4,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,3,3,4,5,3,3,3,3,2,3,3,3,4,3,4,3,3,5,3,4,2,3,2,7,-5,-5,550,1,0,0,0,0,0,0,0,0,0,246.6666667,1.483679525
