stuID,schID,gender,pre_region,trans_stu,transe_pa,transe_re,transe_re_etc,pre_frendship_1,pre_frendship_2,pre_frendship_3,pre_frendship_4,pre_frendship_5,post_frendship_1,post_frendship_2,post_frendship_3,post_frendship_4,post_frendship_5,post_frendship_6,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,tutoring_hakwon,tutoring_private,tutoring_online,SES,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,prefer_Hsch_dum_9,prefer_Hsch_dum_10,academic_abil,multicultur_per
100,4772,2,1,2,2,#N/A,#N/A,5,4,4,4,4,4,4,4,5,5,5,4,4,3,3,3,4,4,4,5,5,4,5,4,4,3,4,4,3,3,3,3,4,4,3,0,0,0,190,1,0,0,0,0,0,0,0,0,0,171,10.07194245
101,4718,1,1,2,2,#N/A,#N/A,3,4,4,4,3,4,4,4,4,4,4,3,3,2,3,4,2,1,4,3,2,4,3,2,2,3,3,3,2,3,3,3,2,3,2,4,-5,-5,400,1,0,0,0,0,0,0,0,0,0,190,1.162790698
102,4770,1,1,2,2,#N/A,#N/A,5,2,1,5,1,5,5,5,5,5,5,4,3,5,5,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,169,2.916666667
103,4772,2,1,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,3,4,2,15,0,0,267,1,0,0,0,0,0,0,0,0,0,259.6666667,10.07194245
104,4772,2,1,2,2,#N/A,#N/A,5,4,5,5,4,5,5,5,5,5,5,5,5,3,5,5,4,3,5,3,3,4,3,4,5,4,4,3,5,3,5,5,3,3,1,0,0,0,200,0,0,0,0,0,0,1,0,0,0,176,10.07194245
105,4704,2,1,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,5,5,3,5,5,2,2,3,2,5,5,2,3,3,5,5,5,3,5,5,5,3,5,5,10,0,0,250,1,0,0,0,0,0,0,0,0,0,158.6666667,1.762114537
106,4772,2,1,2,2,#N/A,#N/A,4,4,4,5,5,3,3,5,5,5,5,3,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,3,1,20,0,0,500,0,0,0,0,0,0,0,1,0,0,246.3333333,10.07194245
107,4721,2,1,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,4,3,1,3,3,4,3,3,3,2,4,4,3,3,3,3,2,3,4,-1,-1,-1,-1,-1,11,-5,-5,530,1,0,0,0,0,0,0,0,0,0,187,5.633802817
108,4772,2,1,2,2,#N/A,#N/A,5,4,4,5,4,4,3,4,4,4,4,5,5,5,5,5,4,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,13,-5,-5,100,0,0,0,0,0,0,0,1,0,0,255.3333333,10.07194245
109,4766,1,1,2,2,#N/A,#N/A,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,2,2,4,3,4,4,4,4,5,4,5,5,5,5,5,5,5,4,2,14,0,0,400,1,0,0,0,0,0,0,0,0,0,199,5.319148936
110,4782,1,1,2,2,#N/A,#N/A,5,4,4,5,4,4,4,3,4,2,5,4,4,3,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,2,2,-5,-1,-5,-1,1,0,0,0,0,0,0,0,0,0,208.6666667,4.109589041
111,4704,2,1,2,2,#N/A,#N/A,4,3,2,3,3,4,4,4,4,4,4,2,3,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,0,250,1,0,0,0,0,0,0,0,0,0,181.6666667,1.762114537
113,4601,2,1,#N/A,#N/A,#N/A,#N/A,5,5,5,5,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,4,5,5,5,5,3,5,4,4,4,4,4,4,3,4,4,4,4,3,3,5,3,2,14,0,0,400,0,0,0,0,0,0,0,1,0,0,212.3333333,1.762114537
114,4442,2,2,2,2,#N/A,#N/A,3,3,3,3,3,4,4,3,4,3,4,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,9,-5,-3.5,800,1,0,0,0,0,0,0,0,0,0,259.3333333,0
115,4766,1,1,#N/A,#N/A,#N/A,#N/A,5,4,4,5,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,5,4,4,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,209,5.319148936
116,4772,2,1,1,1,6,이사,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,2,1,0,0,0,300,1,0,0,0,0,0,0,0,0,0,199,10.07194245
119,4770,1,1,2,2,#N/A,#N/A,4,5,4,4,4,4,4,2,4,4,5,4,4,3,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,5,4,2,0,0,3,450,1,0,0,0,0,0,0,0,0,0,227.3333333,2.916666667
120,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
121,4741,1,1,2,2,#N/A,#N/A,4,4,4,5,3,3,3,4,4,3,4,4,4,3,4,3,2,2,2,3,3,3,3,3,3,3,3,3,4,3,1,2,2,2,2,3,4,0,400,1,0,0,0,0,0,0,0,0,0,209.6666667,0
122,4741,1,1,2,2,#N/A,#N/A,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,2,3,3,2,3,3,2,2,2,1,2,2,2,3,4,5,4,3,4,11,0,0,750,0,0,0,0,0,0,1,0,0,0,223.3333333,0
123,4740,2,1,2,2,#N/A,#N/A,5,4,5,5,5,4,3,5,5,5,5,3,4,3,5,5,4,4,4,3,3,4,4,4,4,3,4,4,3,4,3,4,3,2,2,0,5,0,1200,0,0,0,0,0,0,0,1,0,0,275.6666667,1.162790698
124,4861,2,2,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,7,-5,-5,130,1,0,0,0,0,0,0,0,0,0,221.3333333,5.309734513
125,4746,2,1,2,2,#N/A,#N/A,4,4,4,4,4,3,3,4,3,3,4,3,4,3,3,3,3,2,3,2,2,3,4,4,3,3,3,3,3,4,3,4,3,3,4,19,-5,-5,500,0,0,1,0,0,0,0,0,0,0,259.6666667,3.076923077
126,4746,1,1,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,2,5,0,3,300,0,0,0,0,0,0,0,1,0,0,279.3333333,3.076923077
127,4741,1,1,2,2,#N/A,#N/A,5,4,5,5,3,4,4,5,3,2,4,5,5,4,5,5,2,2,2,4,2,2,1,2,4,2,4,3,5,3,3,3,3,3,3,6,0,5,400,0,1,0,0,0,0,0,0,0,0,259.6666667,0
128,4741,2,1,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,10,-5,-5,250,0,0,0,0,0,0,1,0,0,0,268,0
129,4741,2,1,2,2,#N/A,#N/A,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,-9,0,300,0,0,0,0,1,0,0,0,0,0,214.3333333,0
130,4740,2,1,2,2,#N/A,#N/A,5,5,5,5,5,4,4,3,4,4,5,5,5,5,5,5,3,3,4,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,3,-1,0,-5,500,0,0,0,0,0,0,1,0,0,0,286.3333333,1.162790698
131,4746,2,1,2,2,#N/A,#N/A,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,3,3,2,2,2,5,0,-1,500,1,0,0,0,0,0,0,0,0,0,182.3333333,3.076923077
132,4747,2,1,2,2,#N/A,#N/A,5,5,4,5,5,4,4,4,4,4,4,3,3,2,5,4,2,2,3,4,3,3,3,3,3,3,3,4,4,3,4,4,4,4,2,6,0,0,500,1,0,0,0,0,0,0,0,0,0,257.6666667,4.385964912
133,4740,2,1,2,2,#N/A,#N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,9,0,1000,0,0,0,0,0,0,0,0,0,1,138,1.162790698
134,4741,2,1,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,3,5,2,3,3,4,4,4,4,4,4,3,3,3,3,3,4,3,3,3,2,2,2,2,7,-5,-5,500,0,0,0,0,0,0,1,0,0,0,222,0
135,4741,2,1,2,2,#N/A,#N/A,4,3,3,4,3,4,4,3,3,4,4,4,4,3,3,4,3,2,2,4,2,2,2,3,2,3,3,2,3,3,3,2,2,2,1,9,0,0,500,1,0,0,0,0,0,0,0,0,0,217.3333333,0
136,4740,1,1,2,2,#N/A,#N/A,5,5,4,5,5,5,5,5,5,5,5,3,3,3,3,3,4,4,3,4,3,3,3,3,3,4,4,4,3,4,3,3,4,2,1,0,6,3,2000,0,1,0,0,0,0,0,0,0,0,164,1.162790698
137,4746,2,1,2,2,#N/A,#N/A,5,4,4,5,5,4,5,4,4,4,5,4,4,5,5,5,4,4,4,4,3,4,4,3,4,3,4,3,4,4,4,5,4,5,2,28,0,0,900,0,0,0,0,1,0,0,0,0,0,233.3333333,3.076923077
138,4740,1,1,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,3,4,3,3,4,4,4,4,3,3,4,4,4,4,2,3,3,3,3,-5,0,0,500,0,0,0,0,0,0,0,1,0,0,209.6666667,1.162790698
139,5271,1,3,2,2,#N/A,#N/A,4,3,4,4,4,4,3,1,3,1,4,1,1,1,1,3,4,4,3,4,3,3,3,3,4,3,4,4,4,4,3,3,2,2,3,17,0,0,300,1,0,0,0,0,0,0,0,0,0,176.3333333,0.81300813
140,4745,2,1,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,5,5,3,5,5,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,3,3,3,4,12,0,-3,1400,0,0,0,0,0,0,0,1,0,0,280,0.906344411
141,4741,1,1,2,2,#N/A,#N/A,5,4,4,5,4,5,4,3,4,4,4,4,4,3,4,4,3,2,3,2,2,3,3,3,4,3,3,4,3,3,3,4,4,3,4,14,-1,-3,650,0,0,0,0,0,0,0,1,0,0,219.6666667,0
142,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
143,4740,1,1,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,3,0,4,0,500,0,0,0,0,0,0,0,1,0,0,186,1.162790698
144,4746,1,1,2,2,#N/A,#N/A,4,3,3,4,4,3,2,4,4,5,5,4,4,2,3,4,3,2,3,3,2,3,3,3,4,3,4,4,3,4,2,4,4,2,2,13.7,0,0,159,1,0,0,0,0,0,0,0,0,0,172,3.076923077
145,4741,1,1,2,2,#N/A,#N/A,5,4,4,4,4,3,3,4,3,4,4,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,4,3,3,4,4,4,5,4,4,1,-5,-5,900,1,0,0,0,0,0,0,0,0,0,195,0
146,4746,2,1,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,5,5,5,2,0,6,0,900,0,0,0,0,0,0,0,1,0,0,230.3333333,3.076923077
147,4741,2,1,2,2,#N/A,#N/A,4,4,4,4,4,4,4,3,4,3,4,4,4,2,4,4,3,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,3,10,400,0,1,0,0,0,0,0,0,0,0,239.3333333,0
148,4741,1,1,2,2,#N/A,#N/A,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,3,5,4,4,5,5,4,5,5,5,5,4,4,5,4,4,3,3,3,0,14,0,250,0,0,0,0,0,0,0,1,0,0,234.3333333,0
149,4740,2,1,2,2,#N/A,#N/A,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,4,3,3,3,3,3,3,3,4,4,2,2,1,7,0,4,400,0,0,0,0,0,0,0,1,0,0,254,1.162790698
150,4746,2,1,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,4,3,4,3,3,2,3,4,4,4,4,3,4,4,3,3,2,2,2,2,8,-5,2.5,400,0,0,0,0,0,0,0,1,0,0,243.6666667,3.076923077
151,4740,1,1,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,12,-5,-5,850,0,0,1,0,0,0,0,0,0,0,179.6666667,1.162790698
152,4735,2,1,2,2,#N/A,#N/A,5,5,4,5,5,4,4,4,4,4,5,3,4,4,3,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,3,2,2,2,3,0,0,0,250,0,0,1,0,0,0,0,0,0,0,204.3333333,3.645833333
153,4735,2,1,2,2,#N/A,#N/A,5,4,4,5,5,4,4,4,4,5,4,5,4,4,5,5,3,2,4,4,3,4,4,4,4,4,4,4,4,4,5,5,4,4,3,-5,-5,-3,400,0,0,1,0,0,0,0,0,0,0,207.3333333,3.645833333
154,4733,2,1,2,2,#N/A,#N/A,5,4,5,5,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,2,12,4,0,650,1,0,0,0,0,0,0,0,0,0,246.6666667,3.358208955
155,4737,1,1,2,2,#N/A,#N/A,5,5,5,5,4,3,3,3,3,4,3,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-5,-5,-5,300,1,0,0,0,0,0,0,0,0,0,216.6666667,1.714285714
156,4733,2,1,2,2,#N/A,#N/A,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,2,-5,-5,-5,400,1,0,0,0,0,0,0,0,0,0,240.3333333,3.358208955
157,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
158,4737,2,1,2,2,#N/A,#N/A,4,3,4,4,3,2,3,4,3,4,4,3,4,3,3,3,4,3,3,3,3,3,4,5,4,3,4,4,3,3,3,4,4,3,3,18,0,0,300,1,0,0,0,0,0,0,0,0,0,234.3333333,1.714285714
159,4744,2,1,2,2,#N/A,#N/A,5,4,4,5,4,5,5,5,5,5,5,4,3,5,4,4,3,3,3,3,3,2,3,3,3,3,4,3,4,4,3,3,2,2,2,11,-5,-5,120,1,0,0,0,0,0,0,0,0,0,180,12.03007519
160,4735,2,1,2,2,#N/A,#N/A,3,4,3,2,3,3,3,3,2,1,2,3,2,3,3,3,4,2,4,5,3,4,4,5,4,4,4,4,3,5,4,4,4,3,3,0,0,0,300,1,0,0,0,0,0,0,0,0,0,200,3.645833333
161,4737,1,1,2,2,#N/A,#N/A,5,3,3,5,4,4,4,1,4,1,3,4,4,5,5,5,4,4,3,4,4,4,4,4,3,3,4,3,3,4,4,3,4,3,4,15,-5,-5,480,0,0,0,0,0,0,1,0,0,0,204.3333333,1.714285714
162,4738,1,1,2,2,#N/A,#N/A,4,4,4,5,5,5,5,5,5,2,3,5,5,4,4,4,4,4,5,4,3,5,5,5,5,5,5,4,4,4,5,5,3,3,3,12,0,0,450,0,0,0,0,0,0,0,1,0,0,228.6666667,7.960199005
163,4737,2,1,2,2,#N/A,#N/A,4,3,4,5,4,4,4,4,3,4,4,4,3,3,5,4,3,3,3,3,3,5,3,4,4,4,4,4,4,4,5,3,3,3,1,0,0,0,300,1,0,0,0,0,0,0,0,0,0,195.3333333,1.714285714
164,4735,2,1,2,2,#N/A,#N/A,4,4,3,4,4,3,3,3,4,3,3,3,3,2,2,3,3,4,4,3,3,4,4,3,4,4,4,4,3,4,3,2,2,2,1,3.3,-5,-5,350,1,0,0,0,0,0,0,0,0,0,177,3.645833333
165,4733,2,1,2,2,#N/A,#N/A,5,5,4,5,5,4,4,4,4,4,4,5,5,5,5,4,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,4,3,3,2,11,0,0,500,1,0,0,0,0,0,0,0,0,0,287,3.358208955
166,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
167,4737,2,1,2,2,#N/A,#N/A,3,3,3,3,3,4,3,1,4,1,1,4,4,4,3,4,3,3,4,4,3,3,3,3,4,3,3,3,3,4,4,4,4,4,3,0,0,0,180,0,0,0,0,0,0,0,1,0,0,231,1.714285714
168,4737,1,1,2,2,#N/A,#N/A,3,3,3,3,3,4,5,4,4,5,4,3,2,1,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,17,-5,-5,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,224,1.714285714
169,4735,2,1,2,2,#N/A,#N/A,4,5,2,5,3,4,4,5,5,3,4,4,2,2,3,3,3,2,3,2,1,3,3,3,3,3,3,3,3,3,4,4,4,4,4,11,0,0,250,0,0,1,0,0,0,0,1,0,0,214.3333333,3.645833333
170,4737,2,1,2,2,#N/A,#N/A,5,3,4,5,3,2,2,3,2,1,4,5,4,3,3,5,3,2,3,3,3,3,4,3,4,4,3,2,3,3,3,4,3,2,2,5,-5,0,450,0,1,0,0,0,0,0,0,0,0,196,1.714285714
171,4735,2,1,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,5,5,2,5,5,3,3,4,4,3,3,4,4,3,3,4,3,4,4,5,5,5,5,1,1,-5,-5,500,1,0,0,0,0,0,0,0,0,0,234,3.645833333
172,4737,1,1,2,2,#N/A,#N/A,5,5,5,5,4,3,3,4,4,5,5,4,4,3,5,4,3,2,3,3,3,4,4,4,3,3,3,3,3,4,5,4,3,3,2,6,-5,-5,350,1,0,0,0,0,0,0,0,0,0,217,1.714285714
173,4733,1,1,2,2,#N/A,#N/A,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,2,2,1,10,0,0,200,1,0,0,0,0,0,0,0,0,0,191,3.358208955
174,4737,1,1,2,2,#N/A,#N/A,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,4,3,4,3,4,4,4,4,4,4,3,2.8,-5,-5,420,0,0,0,0,0,1,0,0,0,0,274.3333333,1.714285714
175,4735,2,1,2,2,#N/A,#N/A,4,5,4,5,5,4,4,4,4,4,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,13,0,0,350,0,1,0,0,0,0,0,0,0,0,171.3333333,3.645833333
176,4733,2,1,2,2,#N/A,#N/A,4,4,4,4,5,4,4,3,4,2,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,3,2,-5,6,-5,750,0,0,1,0,0,0,0,0,0,0,286.3333333,3.358208955
177,4735,2,1,2,2,#N/A,#N/A,2,3,3,5,3,4,4,3,4,1,1,4,5,1,2,4,4,3,5,3,4,5,4,4,4,4,5,5,5,4,3,2,2,2,2,6,0,0,250,0,0,0,1,0,0,0,0,0,0,155.3333333,3.645833333
178,4733,2,1,2,2,#N/A,#N/A,5,4,4,5,4,5,5,5,5,5,4,4,4,3,5,4,4,4,3,4,4,4,4,4,3,3,3,4,4,4,3,3,3,3,2,7,-5,-5,500,1,0,0,0,0,0,0,0,0,0,228.6666667,3.358208955
179,4735,2,1,2,2,#N/A,#N/A,5,5,4,5,3,5,5,5,5,5,5,3,4,2,2,4,3,3,2,1,-1,2,3,3,3,3,3,2,2,3,4,4,3,3,3,-5,7,-5,500,0,0,0,0,0,0,0,1,0,0,203.6666667,3.645833333
180,4733,2,1,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,5,5,5,5,5,5,3,3,4,4,4,4,5,5,-1,-1,-1,-1,-1,4,-5,-5,600,1,0,0,0,0,0,0,0,0,0,159,3.358208955
181,4735,2,1,2,2,#N/A,#N/A,4,4,5,4,3,3,3,4,4,4,4,4,5,3,4,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,-7,-5,-5,300,0,0,0,0,1,0,0,0,0,0,196.6666667,3.645833333
182,4665,2,1,2,2,#N/A,#N/A,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,2,4,-5,-1,-5,600,1,0,0,0,0,0,0,0,0,0,221.3333333,0.520833333
183,4665,2,1,2,2,#N/A,#N/A,5,5,5,5,5,5,5,4,5,5,5,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,2,-5,-5,1,1000,0,0,1,0,0,0,0,0,0,0,266.3333333,0.520833333
184,4663,1,1,2,2,#N/A,#N/A,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,3,3,3,4,4,4,4,3,3,3,4,5,5,3,3,2,14,-5,0,480,1,0,0,0,0,0,0,0,0,0,221.3333333,1.754385965
185,4665,2,1,1,1,6,부모님의 이혼,5,4,5,4,4,4,4,3,4,3,4,3,5,4,5,5,5,3,4,4,4,4,4,4,3,2,5,5,4,4,4,5,4,3,4,0,-2,-5,500,0,0,0,0,0,0,1,0,0,0,284.3333333,0.520833333
186,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
187,4662,1,1,2,2,#N/A,#N/A,5,5,5,5,3,4,4,4,4,4,4,5,5,1,4,4,3,3,2,3,2,4,3,3,4,2,4,3,4,4,4,4,4,4,3,0,0,0,900,0,0,0,0,1,0,0,0,0,0,205.3333333,3.684210526
188,4665,2,1,2,2,#N/A,#N/A,4,3,2,3,3,4,4,1,3,2,4,2,2,2,3,5,3,2,3,3,3,3,4,3,3,3,4,4,4,4,1,5,5,3,1,0,0,0,300,0,1,0,0,0,0,0,0,0,0,203,0.520833333
189,4664,2,1,2,2,#N/A,#N/A,4,4,4,5,4,5,5,5,5,5,5,5,4,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,4,9,0,0,800,1,0,0,0,0,0,0,0,0,0,231.6666667,2.631578947
190,4665,2,1,2,2,#N/A,#N/A,5,5,4,5,4,5,5,3,3,3,3,4,3,3,4,4,2,4,3,1,2,3,3,3,3,2,3,4,3,2,2,2,3,2,3,0,0,0,500,0,0,0,0,0,0,0,0,1,0,249.3333333,0.520833333
191,4665,2,1,2,2,#N/A,#N/A,5,5,5,5,5,4,4,5,4,3,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,3,3,3,0,0,0,300,1,0,0,0,0,0,0,0,0,0,243.6666667,0.520833333
192,4665,2,1,2,2,#N/A,#N/A,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,12,0,0,250,1,0,0,0,0,0,0,0,0,0,169,0.520833333
193,4666,2,1,2,2,#N/A,#N/A,4,4,4,4,4,5,5,5,5,5,5,3,3,3,4,4,2,2,2,3,2,3,3,3,3,3,4,3,4,3,3,3,3,4,4,10,0,0,400,1,0,0,0,0,0,0,0,0,0,153,3.636363636
194,4665,2,1,2,2,#N/A,#N/A,5,5,5,5,4,4,4,3,3,3,4,3,2,3,3,3,4,2,4,3,4,4,4,4,4,3,4,4,4,3,5,4,4,4,4,5,0,4,500,0,0,0,0,1,0,0,0,0,0,186,0.520833333
